county,precinct,office,district,candidate,party,votes,vtd
Washington,Washington Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,1,00025A
Washington,Washington Township,U.S. Senate,,"Moran, Jerry",Republican,111,00025A
Washington,Washington Township Rural Enclave,U.S. Senate,,"Smith, DJ",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,U.S. Senate,,"Wiesner, Patrick",Democratic,0,00025B
Washington,Washington Township Rural Enclave,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,00025B
Washington,Washington Township Rural Enclave,U.S. Senate,,"Moran, Jerry",Republican,0,00025B
Washington,Washington City,U.S. Senate,,"Smith, DJ",Write-ins,0,00026A
Washington,Washington City,U.S. Senate,,"Wiesner, Patrick",Democratic,71,00026A
Washington,Washington City,U.S. Senate,,"Garrard, Robert D.",Libertarian,28,00026A
Washington,Washington City,U.S. Senate,,"Moran, Jerry",Republican,424,00026A
Washington,Washington City Exclave,U.S. Senate,,"Smith, DJ",Write-ins,0,00026B
Washington,Washington City Exclave,U.S. Senate,,"Wiesner, Patrick",Democratic,0,00026B
Washington,Washington City Exclave,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,00026B
Washington,Washington City Exclave,U.S. Senate,,"Moran, Jerry",Republican,0,00026B
Washington,Washington Township Rural Enclave B,U.S. Senate,,"Smith, DJ",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,U.S. Senate,,"Wiesner, Patrick",Democratic,0,900010
Washington,Washington Township Rural Enclave B,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,900010
Washington,Washington Township Rural Enclave B,U.S. Senate,,"Moran, Jerry",Republican,0,900010
Wichita,Leoti Precinct 1,State House,118,"Hineman, Don",Republican,290,000010
Wichita,Leoti Precinct 2,State House,118,"Hineman, Don",Republican,371,000020
Wichita,Leoti Precinct 3,State House,118,"Hineman, Don",Republican,219,000030
Wichita,Leoti Precinct 1,State Senate,39,"Worf, A. Zacheriah",Democratic,53,000010
Wichita,Leoti Precinct 1,State Senate,39,"Doll, John",Republican,251,000010
Wichita,Leoti Precinct 2,State Senate,39,"Worf, A. Zacheriah",Democratic,51,000020
Wichita,Leoti Precinct 2,State Senate,39,"Doll, John",Republican,344,000020
Wichita,Leoti Precinct 3,State Senate,39,"Worf, A. Zacheriah",Democratic,21,000030
Wichita,Leoti Precinct 3,State Senate,39,"Doll, John",Republican,204,000030
Wichita,Leoti Precinct 1,President,,"Stein, Jill",independent,5,000010
Wichita,Leoti Precinct 1,President,,"Basiago, Andrew D.",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Castle, Darrell L",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Giordani, Rocky",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Hedges, James A",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Hoefling, Tom",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Kahn, Lynn",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"La Riva, Gloria",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Levinson, Michael S.",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Maturen, Michael A",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"McMullin, Evan",Write-ins,4,000010
Wichita,Leoti Precinct 1,President,,"Moorehead, Monica G.",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Perry, Darryl",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Schoenke, Marshall R.",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Schriner, Joe C",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Smith, Mike",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Sood, Ajay",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Sterling, Shawna",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Valdivia, Anthony J",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000010
Wichita,Leoti Precinct 1,President,,"Clinton, Hillary Rodham",Democratic,66,000010
Wichita,Leoti Precinct 1,President,,"Johnson, Gary",Libertarian,5,000010
Wichita,Leoti Precinct 1,President,,"Trump, Donald J.",Republican,235,000010
Wichita,Leoti Precinct 2,President,,"Stein, Jill",independent,5,000020
Wichita,Leoti Precinct 2,President,,"Basiago, Andrew D.",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Castle, Darrell L",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Giordani, Rocky",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Hedges, James A",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Hoefling, Tom",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Kahn, Lynn",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"La Riva, Gloria",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Levinson, Michael S.",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Maturen, Michael A",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"McMullin, Evan",Write-ins,10,000020
Wichita,Leoti Precinct 2,President,,"Moorehead, Monica G.",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Perry, Darryl",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Schoenke, Marshall R.",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Schriner, Joe C",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Smith, Mike",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Sood, Ajay",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Sterling, Shawna",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Valdivia, Anthony J",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000020
Wichita,Leoti Precinct 2,President,,"Clinton, Hillary Rodham",Democratic,60,000020
Wichita,Leoti Precinct 2,President,,"Johnson, Gary",Libertarian,10,000020
Wichita,Leoti Precinct 2,President,,"Trump, Donald J.",Republican,318,000020
Wichita,Leoti Precinct 3,President,,"Stein, Jill",independent,2,000030
Wichita,Leoti Precinct 3,President,,"Basiago, Andrew D.",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Castle, Darrell L",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Giordani, Rocky",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Hedges, James A",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Hoefling, Tom",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Kahn, Lynn",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"La Riva, Gloria",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Levinson, Michael S.",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Maturen, Michael A",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"McMullin, Evan",Write-ins,3,000030
Wichita,Leoti Precinct 3,President,,"Moorehead, Monica G.",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Perry, Darryl",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Schoenke, Marshall R.",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Schriner, Joe C",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Smith, Mike",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Sood, Ajay",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Sterling, Shawna",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Valdivia, Anthony J",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000030
Wichita,Leoti Precinct 3,President,,"Clinton, Hillary Rodham",Democratic,14,000030
Wichita,Leoti Precinct 3,President,,"Johnson, Gary",Libertarian,3,000030
Wichita,Leoti Precinct 3,President,,"Trump, Donald J.",Republican,216,000030
Wichita,Leoti Precinct 1,U.S. House,1,"LaPolice, Alan",independent,48,000010
Wichita,Leoti Precinct 1,U.S. House,1,"Huelskamp, Tim",Write-ins,1,000010
Wichita,Leoti Precinct 1,U.S. House,1,"Burt, Kerry",Libertarian,23,000010
Wichita,Leoti Precinct 1,U.S. House,1,"Marshall, Roger",Republican,230,000010
Wichita,Leoti Precinct 2,U.S. House,1,"LaPolice, Alan",independent,58,000020
Wichita,Leoti Precinct 2,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000020
Wichita,Leoti Precinct 2,U.S. House,1,"Burt, Kerry",Libertarian,15,000020
Wichita,Leoti Precinct 2,U.S. House,1,"Marshall, Roger",Republican,316,000020
Wichita,Leoti Precinct 3,U.S. House,1,"LaPolice, Alan",independent,31,000030
Wichita,Leoti Precinct 3,U.S. House,1,"Huelskamp, Tim",Write-ins,2,000030
Wichita,Leoti Precinct 3,U.S. House,1,"Burt, Kerry",Libertarian,6,000030
Wichita,Leoti Precinct 3,U.S. House,1,"Marshall, Roger",Republican,194,000030
Wichita,Leoti Precinct 1,U.S. Senate,,"Smith, DJ",Write-ins,0,000010
Wichita,Leoti Precinct 1,U.S. Senate,,"Wiesner, Patrick",Democratic,47,000010
Wichita,Leoti Precinct 1,U.S. Senate,,"Garrard, Robert D.",Libertarian,14,000010
Wichita,Leoti Precinct 1,U.S. Senate,,"Moran, Jerry",Republican,252,000010
Wichita,Leoti Precinct 2,U.S. Senate,,"Smith, DJ",Write-ins,0,000020
Wichita,Leoti Precinct 2,U.S. Senate,,"Wiesner, Patrick",Democratic,52,000020
Wichita,Leoti Precinct 2,U.S. Senate,,"Garrard, Robert D.",Libertarian,16,000020
Wichita,Leoti Precinct 2,U.S. Senate,,"Moran, Jerry",Republican,332,000020
Wichita,Leoti Precinct 3,U.S. Senate,,"Smith, DJ",Write-ins,0,000030
Wichita,Leoti Precinct 3,U.S. Senate,,"Wiesner, Patrick",Democratic,15,000030
Wichita,Leoti Precinct 3,U.S. Senate,,"Garrard, Robert D.",Libertarian,10,000030
Wichita,Leoti Precinct 3,U.S. Senate,,"Moran, Jerry",Republican,209,000030
Wilson,Cedar Township,State House,13,"Hibbard, Larry P.",Republican,193,000010
Wilson,Center Township,State House,13,"Hibbard, Larry P.",Republican,241,000020
Wilson,Chetopa Township,State House,13,"Hibbard, Larry P.",Republican,81,000030
Wilson,Clifton Township,State House,13,"Hibbard, Larry P.",Republican,110,000040
Wilson,Colfax Township,State House,13,"Hibbard, Larry P.",Republican,178,000050
Wilson,Duck Creek Township,State House,13,"Hibbard, Larry P.",Republican,33,000060
Wilson,Fall River Township,State House,13,"Hibbard, Larry P.",Republican,160,000070
Wilson,Fredonia Ward 1,State House,13,"Hibbard, Larry P.",Republican,219,000080
Wilson,Fredonia Ward 2,State House,13,"Hibbard, Larry P.",Republican,78,000090
Wilson,Fredonia Ward 3,State House,13,"Hibbard, Larry P.",Republican,95,00010A
Wilson,Fredonia Ward 3 Exclave,State House,13,"Hibbard, Larry P.",Republican,0,00010B
Wilson,Fredonia Ward 4,State House,13,"Hibbard, Larry P.",Republican,431,000110
Wilson,Guilford Township,State House,13,"Hibbard, Larry P.",Republican,63,000120
Wilson,Neodesha Township,State House,13,"Hibbard, Larry P.",Republican,210,000130
Wilson,Neodesha Ward 1,State House,13,"Hibbard, Larry P.",Republican,144,00014A
Wilson,Neodesha Ward 1 Exclave,State House,13,"Hibbard, Larry P.",Republican,0,00014B
Wilson,Neodesha Ward 2,State House,13,"Hibbard, Larry P.",Republican,157,000150
Wilson,Neodesha Ward 3,State House,13,"Hibbard, Larry P.",Republican,139,000160
Wilson,Neodesha Ward 4,State House,13,"Hibbard, Larry P.",Republican,287,000170
Wilson,Newark Township,State House,13,"Hibbard, Larry P.",Republican,95,000180
Wilson,Pleasant Valley Township,State House,13,"Hibbard, Larry P.",Republican,76,000190
Wilson,Prairie Township,State House,13,"Hibbard, Larry P.",Republican,54,000200
Wilson,Talleyrand Township,State House,13,"Hibbard, Larry P.",Republican,72,000210
Wilson,Verdigris Township,State House,13,"Hibbard, Larry P.",Republican,90,000220
Wilson,Webster Township,State House,13,"Hibbard, Larry P.",Republican,23,000230
Wilson,Neodesha Ward 1 Exclave 2,State House,13,"Hibbard, Larry P.",Republican,0,900010
Wilson,Neodesha Ward 3 Exclave 1,State House,13,"Hibbard, Larry P.",Republican,0,900020
Wilson,Neodesha Ward 3 Exclave 2,State House,13,"Hibbard, Larry P.",Republican,0,900030
Wilson,Neodesha Ward 4 Exclave,State House,13,"Hibbard, Larry P.",Republican,0,900040
Wilson,Cedar Township,State Senate,14,"Pringle, Mark",Democratic,46,000010
Wilson,Cedar Township,State Senate,14,"Givens, Bruce",Republican,156,000010
Wilson,Center Township,State Senate,14,"Pringle, Mark",Democratic,57,000020
Wilson,Center Township,State Senate,14,"Givens, Bruce",Republican,195,000020
Wilson,Chetopa Township,State Senate,14,"Pringle, Mark",Democratic,22,000030
Wilson,Chetopa Township,State Senate,14,"Givens, Bruce",Republican,62,000030
Wilson,Clifton Township,State Senate,14,"Pringle, Mark",Democratic,64,000040
Wilson,Clifton Township,State Senate,14,"Givens, Bruce",Republican,60,000040
Wilson,Colfax Township,State Senate,14,"Pringle, Mark",Democratic,91,000050
Wilson,Colfax Township,State Senate,14,"Givens, Bruce",Republican,124,000050
Wilson,Duck Creek Township,State Senate,14,"Pringle, Mark",Democratic,8,000060
Wilson,Duck Creek Township,State Senate,14,"Givens, Bruce",Republican,25,000060
Wilson,Fall River Township,State Senate,14,"Pringle, Mark",Democratic,27,000070
Wilson,Fall River Township,State Senate,14,"Givens, Bruce",Republican,151,000070
Wilson,Fredonia Ward 1,State Senate,14,"Pringle, Mark",Democratic,59,000080
Wilson,Fredonia Ward 1,State Senate,14,"Givens, Bruce",Republican,177,000080
Wilson,Fredonia Ward 2,State Senate,14,"Pringle, Mark",Democratic,21,000090
Wilson,Fredonia Ward 2,State Senate,14,"Givens, Bruce",Republican,63,000090
Wilson,Fredonia Ward 3,State Senate,14,"Pringle, Mark",Democratic,22,00010A
Wilson,Fredonia Ward 3,State Senate,14,"Givens, Bruce",Republican,83,00010A
Wilson,Fredonia Ward 3 Exclave,State Senate,14,"Pringle, Mark",Democratic,0,00010B
Wilson,Fredonia Ward 3 Exclave,State Senate,14,"Givens, Bruce",Republican,0,00010B
Wilson,Fredonia Ward 4,State Senate,14,"Pringle, Mark",Democratic,108,000110
Wilson,Fredonia Ward 4,State Senate,14,"Givens, Bruce",Republican,345,000110
Wilson,Guilford Township,State Senate,14,"Pringle, Mark",Democratic,13,000120
Wilson,Guilford Township,State Senate,14,"Givens, Bruce",Republican,55,000120
Wilson,Neodesha Township,State Senate,14,"Pringle, Mark",Democratic,45,000130
Wilson,Neodesha Township,State Senate,14,"Givens, Bruce",Republican,181,000130
Wilson,Neodesha Ward 1,State Senate,14,"Pringle, Mark",Democratic,38,00014A
Wilson,Neodesha Ward 1,State Senate,14,"Givens, Bruce",Republican,122,00014A
Wilson,Neodesha Ward 1 Exclave,State Senate,14,"Pringle, Mark",Democratic,0,00014B
Wilson,Neodesha Ward 1 Exclave,State Senate,14,"Givens, Bruce",Republican,0,00014B
Wilson,Neodesha Ward 2,State Senate,14,"Pringle, Mark",Democratic,57,000150
Wilson,Neodesha Ward 2,State Senate,14,"Givens, Bruce",Republican,119,000150
Wilson,Neodesha Ward 3,State Senate,14,"Pringle, Mark",Democratic,35,000160
Wilson,Neodesha Ward 3,State Senate,14,"Givens, Bruce",Republican,124,000160
Wilson,Neodesha Ward 4,State Senate,14,"Pringle, Mark",Democratic,61,000170
Wilson,Neodesha Ward 4,State Senate,14,"Givens, Bruce",Republican,260,000170
Wilson,Newark Township,State Senate,14,"Pringle, Mark",Democratic,17,000180
Wilson,Newark Township,State Senate,14,"Givens, Bruce",Republican,82,000180
Wilson,Pleasant Valley Township,State Senate,14,"Pringle, Mark",Democratic,38,000190
Wilson,Pleasant Valley Township,State Senate,14,"Givens, Bruce",Republican,57,000190
Wilson,Prairie Township,State Senate,14,"Pringle, Mark",Democratic,11,000200
Wilson,Prairie Township,State Senate,14,"Givens, Bruce",Republican,48,000200
Wilson,Talleyrand Township,State Senate,14,"Pringle, Mark",Democratic,24,000210
Wilson,Talleyrand Township,State Senate,14,"Givens, Bruce",Republican,55,000210
Wilson,Verdigris Township,State Senate,14,"Pringle, Mark",Democratic,31,000220
Wilson,Verdigris Township,State Senate,14,"Givens, Bruce",Republican,67,000220
Wilson,Webster Township,State Senate,14,"Pringle, Mark",Democratic,7,000230
Wilson,Webster Township,State Senate,14,"Givens, Bruce",Republican,17,000230
Wilson,Neodesha Ward 1 Exclave 2,State Senate,14,"Pringle, Mark",Democratic,0,900010
Wilson,Neodesha Ward 1 Exclave 2,State Senate,14,"Givens, Bruce",Republican,0,900010
Wilson,Neodesha Ward 3 Exclave 1,State Senate,14,"Pringle, Mark",Democratic,0,900020
Wilson,Neodesha Ward 3 Exclave 1,State Senate,14,"Givens, Bruce",Republican,0,900020
Wilson,Neodesha Ward 3 Exclave 2,State Senate,14,"Pringle, Mark",Democratic,0,900030
Wilson,Neodesha Ward 3 Exclave 2,State Senate,14,"Givens, Bruce",Republican,0,900030
