county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional,hand_count
Jefferson,123,PB Mayor,,DEM,Shirley Washington,21,9,12,0,0,0
Jefferson,123,Pine Bluff Treasurer,,DEM,Greg Gustek,16,6,10,0,0,0
Jefferson,123,Pine Bluff Treasurer,,IND,Lloyd Franklin,2,0,2,0,0,0
Jefferson,123,U.S. House,4,LIB,Kerry Hicks,10,3,7,0,0,0
Jefferson,123,U.S. House,4,REP,Congressman Bruce Westerman,2,0,2,0,0,0
Jefferson,123,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,22,9,13,0,0,0
Jefferson,123,U.S. Senate,,DEM,Conner Eldridge,17,6,11,0,0,0
Jefferson,123,U.S. Senate,,LIB,Frank Gilbert,1,1,0,0,0,0
Jefferson,123,U.S. Senate,,REP,Senator John Boozman,1,0,1,0,0,0
Jefferson,123,Unopposed Candidates,,NON,For,10,4,6,0,0,0
Jefferson,124,Circuit Clerk,,DEM,"Lafayette Woods, Sr.",66,31,35,0,0,0
Jefferson,124,"Circuit Judge, District 11-West, Division 01, Subdistrict 11.1",,NON,Alex Guynn,40,20,20,0,0,0
Jefferson,124,"Circuit Judge, District 11-West, Division 01, Subdistrict 11.1",,NON,City Attorney Althea Hadden-Scott,35,18,17,0,0,0
Jefferson,124,County Treasurer,,DEM,Vonysha Goodwin,67,33,34,0,0,0
Jefferson,124,County Treasurer,,REP,James Bass Jr,7,5,2,0,0,0
Jefferson,124,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,13,4,9,0,0,0
Jefferson,124,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,59,34,25,0,0,0
Jefferson,124,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,27,10,17,0,0,0
Jefferson,124,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,42,24,18,0,0,0
Jefferson,124,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,8,3,5,0,0,0
Jefferson,124,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,62,33,29,0,0,0
Jefferson,124,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,22,7,15,0,0,0
Jefferson,124,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,55,32,23,0,0,0
Jefferson,124,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,AGAINST,22,8,14,0,0,0
Jefferson,124,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,FOR,56,33,23,0,0,0
Jefferson,124,PB Mayor,,DEM,Shirley Washington,70,34,36,0,0,0
Jefferson,124,Pine Bluff Treasurer,,DEM,Greg Gustek,45,22,23,0,0,0
Jefferson,124,Pine Bluff Treasurer,,IND,Lloyd Franklin,25,13,12,0,0,0
Jefferson,124,U.S. House,4,LIB,Kerry Hicks,47,25,22,0,0,0
Jefferson,124,U.S. House,4,REP,Congressman Bruce Westerman,16,9,7,0,0,0
Jefferson,124,U.S. President & Vice President,,CON,Darrell L. Castle/Scott N. Bradley,1,1,0,0,0,0
Jefferson,124,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,66,32,34,0,0,0
Jefferson,124,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,1,1,0,0,0,0
Jefferson,124,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,10,7,3,0,0,0
Jefferson,124,U.S. Senate,,DEM,Conner Eldridge,64,30,34,0,0,0
Jefferson,124,U.S. Senate,,LIB,Frank Gilbert,2,2,0,0,0,0
Jefferson,124,U.S. Senate,,REP,Senator John Boozman,8,6,2,0,0,0
Jefferson,124,Unopposed Candidates,,NON,For,49,25,24,0,0,0
Jefferson,125,Circuit Clerk,,DEM,"Lafayette Woods, Sr.",9,6,3,0,0,0
Jefferson,125,"Circuit Judge, District 11-West, Division 01, Subdistrict 11.1",,NON,Alex Guynn,9,4,5,0,0,0
Jefferson,125,"Circuit Judge, District 11-West, Division 01, Subdistrict 11.1",,NON,City Attorney Althea Hadden-Scott,4,2,2,0,0,0
Jefferson,125,County Treasurer,,DEM,Vonysha Goodwin,5,2,3,0,0,0
Jefferson,125,County Treasurer,,REP,James Bass Jr,7,4,3,0,0,0
Jefferson,125,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,5,1,4,0,0,0
Jefferson,125,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,8,5,3,0,0,0
Jefferson,125,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,13,6,7,0,0,0
Jefferson,125,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,5,1,4,0,0,0
Jefferson,125,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,9,5,4,0,0,0
Jefferson,125,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,6,2,4,0,0,0
Jefferson,125,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,8,4,4,0,0,0
Jefferson,125,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,AGAINST,8,4,4,0,0,0
Jefferson,125,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,FOR,6,2,4,0,0,0
Jefferson,125,PB Mayor,,DEM,Shirley Washington,11,6,5,0,0,0
Jefferson,125,Pine Bluff Treasurer,,DEM,Greg Gustek,11,6,5,0,0,0
Jefferson,125,Pine Bluff Treasurer,,IND,Lloyd Franklin,2,0,2,0,0,0
Jefferson,125,U.S. House,4,LIB,Kerry Hicks,3,0,3,0,0,0
Jefferson,125,U.S. House,4,REP,Congressman Bruce Westerman,10,6,4,0,0,0
Jefferson,125,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,4,0,4,0,0,0
Jefferson,125,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,10,6,4,0,0,0
Jefferson,125,U.S. Senate,,DEM,Conner Eldridge,7,1,6,0,0,0
Jefferson,125,U.S. Senate,,LIB,Frank Gilbert,1,0,1,0,0,0
Jefferson,125,U.S. Senate,,REP,Senator John Boozman,6,5,1,0,0,0
Jefferson,125,Unopposed Candidates,,NON,For,5,3,2,0,0,0
Jefferson,126,Circuit Clerk,,DEM,"Lafayette Woods, Sr.",251,89,162,0,0,0
Jefferson,126,"Circuit Judge, District 11-West, Division 01, Subdistrict 11.1",,NON,Alex Guynn,142,50,92,0,0,0
Jefferson,126,"Circuit Judge, District 11-West, Division 01, Subdistrict 11.1",,NON,City Attorney Althea Hadden-Scott,118,44,74,0,0,0
Jefferson,126,County Treasurer,,DEM,Vonysha Goodwin,223,77,146,0,0,0
Jefferson,126,County Treasurer,,REP,James Bass Jr,20,12,8,0,0,0
Jefferson,126,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,66,19,47,0,0,0
Jefferson,126,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,180,67,113,0,0,0
Jefferson,126,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,86,35,51,0,0,0
Jefferson,126,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,153,50,103,0,0,0
Jefferson,126,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,41,11,30,0,0,0
Jefferson,126,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,209,78,131,0,0,0
Jefferson,126,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,102,24,78,0,0,0
Jefferson,126,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,160,72,88,0,0,0
Jefferson,126,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,AGAINST,61,31,30,0,0,0
Jefferson,126,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,FOR,199,67,132,0,0,0
Jefferson,126,PB Mayor,,DEM,Shirley Washington,261,97,164,0,0,0
Jefferson,126,Pine Bluff Treasurer,,DEM,Greg Gustek,168,60,108,0,0,0
Jefferson,126,Pine Bluff Treasurer,,IND,Lloyd Franklin,89,36,53,0,0,0
Jefferson,126,U.S. House,4,LIB,Kerry Hicks,162,63,99,0,0,0
Jefferson,126,U.S. House,4,REP,Congressman Bruce Westerman,28,10,18,0,0,0
Jefferson,126,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,2,1,1,0,0,0
Jefferson,126,U.S. President & Vice President,,CON,Darrell L. Castle/Scott N. Bradley,3,1,2,0,0,0
Jefferson,126,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,260,99,161,0,0,0
Jefferson,126,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,4,1,3,0,0,0
Jefferson,126,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,1,0,1,0,0,0
Jefferson,126,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,4,0,4,0,0,0
Jefferson,126,U.S. Senate,,DEM,Conner Eldridge,234,89,145,0,0,0
Jefferson,126,U.S. Senate,,LIB,Frank Gilbert,4,2,2,0,0,0
Jefferson,126,U.S. Senate,,REP,Senator John Boozman,16,5,11,0,0,0
Jefferson,126,Unopposed Candidates,,NON,For,180,66,114,0,0,0
Jefferson,128,Circuit Clerk,,DEM,"Lafayette Woods, Sr.",7,1,6,0,0,0
Jefferson,128,"Circuit Judge, District 11-West, Division 01, Subdistrict 11.1",,NON,Alex Guynn,6,1,5,0,0,0
Jefferson,128,"Circuit Judge, District 11-West, Division 01, Subdistrict 11.1",,NON,City Attorney Althea Hadden-Scott,2,0,2,0,0,0
Jefferson,128,County Treasurer,,DEM,Vonysha Goodwin,5,0,5,0,0,0
Jefferson,128,County Treasurer,,REP,James Bass Jr,3,1,2,0,0,0
Jefferson,128,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,2,1,1,0,0,0
Jefferson,128,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,5,0,5,0,0,0
Jefferson,128,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,7,1,6,0,0,0
Jefferson,128,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,2,1,1,0,0,0
Jefferson,128,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,4,0,4,0,0,0
Jefferson,128,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,7,0,7,0,0,0
Jefferson,128,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,1,1,0,0,0,0
Jefferson,128,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,AGAINST,2,1,1,0,0,0
Jefferson,128,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,FOR,5,0,5,0,0,0
Jefferson,128,PB Mayor,,DEM,Shirley Washington,4,0,4,0,0,0
Jefferson,128,Pine Bluff Treasurer,,DEM,Greg Gustek,6,0,6,0,0,0
Jefferson,128,Pine Bluff Treasurer,,IND,Lloyd Franklin,1,1,0,0,0,0
Jefferson,128,State Senate,27,DEM,Senator Bobby J. Pierce,4,0,4,0,0,0
Jefferson,128,State Senate,27,REP,Trent Garner,4,1,3,0,0,0
Jefferson,128,U.S. House,4,LIB,Kerry Hicks,4,0,4,0,0,0
Jefferson,128,U.S. House,4,REP,Congressman Bruce Westerman,4,1,3,0,0,0
Jefferson,128,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,5,0,5,0,0,0
Jefferson,128,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,3,1,2,0,0,0
Jefferson,128,U.S. Senate,,DEM,Conner Eldridge,3,0,3,0,0,0
Jefferson,128,U.S. Senate,,REP,Senator John Boozman,5,1,4,0,0,0
Jefferson,128,Unopposed Candidates,,NON,For,4,0,4,0,0,0
Jefferson,129,Circuit Clerk,,DEM,"Lafayette Woods, Sr.",1,0,1,0,0,0
Jefferson,129,County Treasurer,,DEM,Vonysha Goodwin,1,0,1,0,0,0
Jefferson,129,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,1,0,1,0,0,0
Jefferson,129,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,1,0,1,0,0,0
Jefferson,129,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,1,0,1,0,0,0
Jefferson,129,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,1,0,1,0,0,0
Jefferson,129,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,FOR,1,0,1,0,0,0
Jefferson,129,PB Mayor,,DEM,Shirley Washington,1,0,1,0,0,0
Jefferson,129,Pine Bluff Treasurer,,DEM,Greg Gustek,1,0,1,0,0,0
Jefferson,129,U.S. House,4,LIB,Kerry Hicks,1,0,1,0,0,0
Jefferson,129,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,1,0,1,0,0,0
Jefferson,129,U.S. Senate,,DEM,Conner Eldridge,1,0,1,0,0,0
Jefferson,130,Circuit Clerk,,DEM,"Lafayette Woods, Sr.",81,46,35,0,0,0
Jefferson,130,County Treasurer,,DEM,Vonysha Goodwin,63,31,32,0,0,0
Jefferson,130,County Treasurer,,REP,James Bass Jr,37,30,7,0,0,0
Jefferson,130,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,40,29,11,0,0,0
Jefferson,130,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,66,36,30,0,0,0
Jefferson,130,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,39,23,16,0,0,0
Jefferson,130,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,66,41,25,0,0,0
Jefferson,130,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,35,22,13,0,0,0
Jefferson,130,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,71,44,27,0,0,0
Jefferson,130,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,53,36,17,0,0,0
Jefferson,130,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,56,31,25,0,0,0
Jefferson,130,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,AGAINST,60,40,20,0,0,0
Jefferson,130,LIBRARY IMPROVEMENT BONDS (PINE BLUFF),,NON,FOR,47,26,21,0,0,0
Jefferson,130,PB Mayor,,DEM,Shirley Washington,83,45,38,0,0,0
Jefferson,130,Pine Bluff Treasurer,,DEM,Greg Gustek,76,51,25,0,0,0
Jefferson,130,Pine Bluff Treasurer,,IND,Lloyd Franklin,28,14,14,0,0,0
