precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_NICOLL,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_O'MALLEY,gen_dem_SANDERS,gen_rep_BUSH,gen_rep_CARSON,gen_rep_CHRISTIE,gen_rep_CRUZ,gen_rep_FIORINA,gen_rep_GILMORE,gen_rep_GRAHAM,gen_rep_HUCKABEE,gen_rep_KASICH,gen_rep_NICOLL,gen_rep_PATAKI,gen_rep_PAUL,gen_rep_RUBIO,gen_rep_SANTORUM,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
GRUNDYMonteagle,59,1,19,0,16,0,29,0,0,0,1,9,0,0,0,27,0,88,59,1,19,0,16,0,29,0,0,0,1,9,0,0,0,27,0,88,170,79,249
GRUNDYPalmer,29,1,12,0,1,0,14,0,0,0,0,0,0,0,0,6,0,44,29,1,12,0,1,0,14,0,0,0,0,0,0,0,0,6,0,44,65,42,107
GRUNDYPaper Ballots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRUNDYPelham,29,1,6,0,9,0,28,0,0,0,0,1,0,0,0,7,0,52,29,1,6,0,9,0,28,0,0,0,0,1,0,0,0,7,0,52,97,36,133
GRUNDYTarlton,0,0,2,0,5,0,40,0,0,0,0,4,0,0,0,0,0,13,0,0,2,0,5,0,40,0,0,0,0,4,0,0,0,0,0,13,62,2,64
GRUNDYTracy City,88,6,56,5,29,1,71,0,0,0,2,8,0,0,0,24,2,225,88,6,56,5,29,1,71,0,0,0,2,8,0,0,0,24,2,225,367,150,517
HAMBLEN1-Apr,53,1,31,2,32,0,58,1,0,1,0,8,0,0,3,50,0,149,53,1,31,2,32,0,58,1,0,1,0,8,0,0,3,50,0,149,304,85,389
HAMBLEN1-Aug,75,2,35,24,77,1,213,0,1,0,8,31,0,1,4,187,0,468,75,2,35,24,77,1,213,0,1,0,8,31,0,1,4,187,0,468,1015,112,1127
HAMBLEN1-Dec,64,3,88,12,90,0,218,2,0,0,4,42,0,2,1,183,1,425,64,3,88,12,90,0,218,2,0,0,4,42,0,2,1,183,1,425,980,155,1135
HAMBLEN1-Feb,77,1,44,9,36,0,88,0,0,2,3,11,0,0,0,69,0,167,77,1,44,9,36,0,88,0,0,2,3,11,0,0,0,69,0,167,385,122,507
HAMBLEN1-Jan,67,0,47,11,28,2,78,1,1,0,1,23,0,0,3,70,0,146,67,0,47,11,28,2,78,1,1,0,1,23,0,0,3,70,0,146,364,114,478
HAMBLEN1-Jul,76,2,49,12,75,2,165,0,1,1,3,42,0,1,2,152,1,462,76,2,49,12,75,2,165,0,1,1,3,42,0,1,2,152,1,462,919,127,1046
HAMBLEN1-Jun,75,1,42,13,41,3,142,0,0,1,4,32,0,1,1,118,1,254,75,1,42,13,41,3,142,0,0,1,4,32,0,1,1,118,1,254,611,118,729
HAMBLEN1-Mar,72,0,50,2,40,0,107,1,0,1,4,28,0,0,0,96,0,229,72,0,50,2,40,0,107,1,0,1,4,28,0,0,0,96,0,229,508,122,630
HAMBLEN1-May,91,1,46,19,78,3,165,2,2,1,3,71,0,0,0,239,1,340,91,1,46,19,78,3,165,2,2,1,3,71,0,0,0,239,1,340,924,138,1062
HAMBLEN1-Nov,34,3,17,8,10,1,79,0,0,0,1,12,0,1,1,49,0,159,34,3,17,8,10,1,79,0,0,0,1,12,0,1,1,49,0,159,321,54,375
HAMBLEN1-Oct,19,1,15,3,22,2,103,0,2,0,5,19,0,0,4,68,0,168,19,1,15,3,22,2,103,0,2,0,5,19,0,0,4,68,0,168,396,35,431
HAMBLEN1-Sep,26,2,19,5,27,1,75,0,1,0,3,15,0,0,1,69,0,218,26,2,19,5,27,1,75,0,1,0,3,15,0,0,1,69,0,218,415,47,462
HAMBLEN13-1,76,2,55,11,90,1,248,1,0,0,8,56,0,3,2,193,1,433,76,2,55,11,90,1,248,1,0,0,8,56,0,3,2,193,1,433,1047,133,1180
HAMBLEN14-1,56,0,61,9,96,2,212,1,1,0,4,44,0,0,0,193,0,354,56,0,61,9,96,2,212,1,1,0,4,44,0,0,0,193,0,354,916,117,1033
HAMBLEN2-Nov,15,0,22,0,13,0,38,0,2,0,4,4,0,0,2,30,0,146,15,0,22,0,13,0,38,0,2,0,4,4,0,0,2,30,0,146,239,37,276
HAMBLEN2-Oct,34,0,40,14,46,1,139,0,0,0,8,31,0,1,3,119,0,290,34,0,40,14,46,1,139,0,0,0,8,31,0,1,3,119,0,290,652,74,726
HAMBLEN2-Sep,41,0,22,7,28,1,103,0,0,0,5,23,0,0,2,70,0,283,41,0,22,7,28,1,103,0,0,0,5,23,0,0,2,70,0,283,522,63,585
HAMILTON003 Amnicola,61,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,61,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,11,65,76
HAMILTON004 Avondale,250,0,38,0,1,0,5,0,0,0,0,0,0,0,0,2,1,4,250,0,38,0,1,0,5,0,0,0,0,0,0,0,0,2,1,4,13,288,301
HAMILTON005 Bonny Oaks,545,2,81,0,19,1,29,0,0,0,2,3,0,0,0,30,1,58,545,2,81,0,19,1,29,0,0,0,2,3,0,0,0,30,1,58,143,628,771
HAMILTON006 Brainerd,186,0,168,2,38,2,85,0,0,1,2,26,0,0,3,154,2,108,186,0,168,2,38,2,85,0,0,1,2,26,0,0,3,154,2,108,423,354,777
HAMILTON007 Brainerd Hills,149,0,87,4,37,2,57,0,0,0,1,25,0,0,2,98,1,100,149,0,87,4,37,2,57,0,0,0,1,25,0,0,2,98,1,100,327,236,563
HAMILTON008 Bushtown,431,0,62,0,5,0,2,0,0,0,0,5,0,0,0,4,0,6,431,0,62,0,5,0,2,0,0,0,0,5,0,0,0,4,0,6,22,493,515
HAMILTON012 Concord 1,75,0,35,5,36,1,71,0,0,0,2,20,0,0,2,85,1,95,75,0,35,5,36,1,71,0,0,0,2,20,0,0,2,85,1,95,318,110,428
HAMILTON014 Dalewood,425,2,42,0,8,2,6,0,0,0,0,2,0,0,0,7,0,10,425,2,42,0,8,2,6,0,0,0,0,2,0,0,0,7,0,10,35,469,504
HAMILTON017 East Brainerd 1,206,1,95,8,90,2,193,0,0,2,1,57,0,0,14,263,5,301,206,1,95,8,90,2,193,0,0,2,1,57,0,0,14,263,5,301,936,302,1238
HAMILTON018 East Chattanooga 1,300,0,68,3,13,0,8,0,0,0,0,4,0,0,1,12,1,28,300,0,68,3,13,0,8,0,0,0,0,4,0,0,1,12,1,28,70,368,438
HAMILTON019 East Lake,151,0,33,0,12,0,29,0,1,0,0,10,0,0,0,39,1,98,151,0,33,0,12,0,29,0,1,0,0,10,0,0,0,39,1,98,190,184,374
HAMILTON023 Glenwood,267,2,64,8,13,1,13,0,0,0,1,11,0,0,3,33,2,15,267,2,64,8,13,1,13,0,0,0,1,11,0,0,3,33,2,15,100,333,433
HAMILTON025 Hixson 1,43,1,41,6,19,0,54,0,0,0,0,17,0,0,3,71,0,69,43,1,41,6,19,0,54,0,0,0,0,17,0,0,3,71,0,69,239,85,324
HAMILTON028 Lake Hills,270,0,41,2,15,1,30,0,0,0,1,5,0,0,3,35,2,54,270,0,41,2,15,1,30,0,0,0,1,5,0,0,3,35,2,54,148,311,459
HAMILTON029 Lupton City,131,3,139,7,36,0,91,1,0,0,2,19,0,0,12,98,2,155,131,3,139,7,36,0,91,1,0,0,2,19,0,0,12,98,2,155,423,273,696
HAMILTON031 Missionary Ridge,167,0,136,6,29,0,45,0,0,0,0,24,0,0,3,125,1,135,167,0,136,6,29,0,45,0,0,0,0,24,0,0,3,125,1,135,368,303,671
HAMILTON032 Moccasin Bend,153,0,189,7,33,0,53,0,0,0,0,31,0,0,5,113,1,102,153,0,189,7,33,0,53,0,0,0,0,31,0,0,5,113,1,102,345,342,687
HAMILTON033 Mountain Creek 1,252,1,237,30,84,5,192,0,0,0,0,94,0,0,20,349,6,335,252,1,237,30,84,5,192,0,0,0,0,94,0,0,20,349,6,335,1115,490,1605
HAMILTON035 North Chattanooga 1,180,2,181,4,17,1,41,0,0,0,0,66,0,0,12,209,1,110,180,2,181,4,17,1,41,0,0,0,0,66,0,0,12,209,1,110,461,363,824
HAMILTON037 Northwoods 1,94,0,80,5,43,3,59,1,0,1,1,26,0,0,6,118,1,140,94,0,80,5,43,3,59,1,0,1,1,26,0,0,6,118,1,140,404,174,578
HAMILTON038 Northwoods 2,31,0,28,6,16,1,40,1,0,0,0,16,0,0,1,44,3,73,31,0,28,6,16,1,40,1,0,0,0,16,0,0,1,44,3,73,201,59,260
HAMILTON042 Riverview,138,1,125,10,27,2,42,0,0,1,1,88,0,1,5,212,1,90,138,1,125,10,27,2,42,0,0,1,1,88,0,1,5,212,1,90,480,264,744
HAMILTON043 St. Elmo 1,160,0,206,2,52,1,53,0,0,0,0,29,0,0,1,167,0,50,160,0,206,2,52,1,53,0,0,0,0,29,0,0,1,167,0,50,355,366,721
HAMILTON046 Tyner 1,298,1,122,8,78,3,134,3,0,0,2,47,0,0,3,176,3,208,298,1,122,8,78,3,134,3,0,0,2,47,0,0,3,176,3,208,665,421,1086
HAMILTON048 Lookout Valley 1,148,1,105,9,120,2,203,0,1,0,4,80,0,1,12,345,2,417,148,1,105,9,120,2,203,0,1,0,4,80,0,1,12,345,2,417,1196,254,1450
HAMILTON050 Apison 1,62,0,67,8,183,5,178,0,0,0,4,55,0,1,11,248,3,318,62,0,67,8,183,5,178,0,0,0,4,55,0,1,11,248,3,318,1014,129,1143
HAMILTON051 Birchwood,80,0,52,5,96,6,206,0,0,0,3,43,0,1,9,198,6,472,80,0,52,5,96,6,206,0,0,0,3,43,0,1,9,198,6,472,1045,132,1177
HAMILTON052 Collegedale 1,57,0,38,12,106,1,72,0,0,0,0,40,0,0,5,132,3,119,57,0,38,12,106,1,72,0,0,0,0,40,0,0,5,132,3,119,490,95,585
HAMILTON053 East Ridge 1,186,2,165,1,61,2,195,0,0,1,1,38,0,0,9,183,5,317,186,2,165,1,61,2,195,0,0,1,1,38,0,0,9,183,5,317,813,353,1166
HAMILTON054 East Ridge 2,137,0,132,6,63,3,108,0,0,0,0,34,0,0,11,132,0,213,137,0,132,6,63,3,108,0,0,0,0,34,0,0,11,132,0,213,570,269,839
HAMILTON055 East Ridge 3,147,1,84,9,63,2,180,0,0,1,3,23,0,0,10,118,8,291,147,1,84,9,63,2,180,0,0,1,3,23,0,0,10,118,8,291,708,232,940
HAMILTON056 East Ridge 4,140,0,116,5,60,5,144,1,0,0,2,21,0,1,7,128,2,316,140,0,116,5,60,5,144,1,0,0,2,21,0,1,7,128,2,316,692,256,948
HAMILTON058 Harrison 1,24,0,11,1,6,0,25,0,0,0,0,5,0,0,1,16,0,23,24,0,11,1,6,0,25,0,0,0,0,5,0,0,1,16,0,23,77,35,112
HAMILTON059 Meadowview,11,0,11,2,12,1,29,0,0,0,0,7,0,0,1,41,1,63,11,0,11,2,12,1,29,0,0,0,0,7,0,0,1,41,1,63,157,22,179
HAMILTON060 Ooltewah 1,217,0,87,7,125,5,206,0,0,0,1,56,0,0,10,253,2,302,217,0,87,7,125,5,206,0,0,0,1,56,0,0,10,253,2,302,967,304,1271
HAMILTON061 Ridgeside,31,0,22,5,15,1,14,0,0,0,0,30,0,0,1,61,0,17,31,0,22,5,15,1,14,0,0,0,0,30,0,0,1,61,0,17,144,53,197
HAMILTON063 Summit 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAMILTON064 Westview 1,161,1,115,11,100,3,180,1,0,0,1,98,0,0,9,303,4,268,161,1,115,11,100,3,180,1,0,0,1,98,0,0,9,303,4,268,978,277,1255
HAMILTON067 Fairmount,105,1,105,3,79,2,144,1,0,0,3,67,0,1,7,220,1,208,105,1,105,3,79,2,144,1,0,0,3,67,0,1,7,220,1,208,736,211,947
HAMILTON069 Flat Top Mountain,12,0,10,0,9,0,27,0,0,1,2,8,0,0,2,21,0,52,12,0,10,0,9,0,27,0,0,1,2,8,0,0,2,21,0,52,122,22,144
HAMILTON070 Ganns,79,1,79,12,66,1,179,1,0,0,0,50,0,0,6,241,0,292,79,1,79,12,66,1,179,1,0,0,0,50,0,0,6,241,0,292,848,159,1007
HAMILTON071 Lakesite,39,0,35,4,48,4,111,0,0,0,0,27,0,0,4,112,1,203,39,0,35,4,48,4,111,0,0,0,0,27,0,0,4,112,1,203,514,74,588
HAMILTON074 Mowbray,39,2,21,1,27,3,77,3,0,0,0,19,0,0,6,87,4,154,39,2,21,1,27,3,77,3,0,0,0,19,0,0,6,87,4,154,381,62,443
HAMILTON075 Pleasant Grove 1,195,0,144,18,128,2,299,1,0,0,1,81,0,0,14,364,6,535,195,0,144,18,128,2,299,1,0,0,1,81,0,0,14,364,6,535,1449,339,1788
HAMILTON076 Red Bank 1,112,1,162,5,34,0,88,0,0,0,1,17,0,0,3,108,0,121,112,1,162,5,34,0,88,0,0,0,1,17,0,0,3,108,0,121,377,275,652
HAMILTON077 Red Bank 2,79,1,75,1,17,2,41,0,0,0,1,9,0,0,3,81,1,74,79,1,75,1,17,2,41,0,0,0,1,9,0,0,3,81,1,74,230,155,385
HAMILTON078 Red Bank 3,195,1,209,11,91,6,178,2,0,0,1,60,0,1,7,260,4,339,195,1,209,11,91,6,178,2,0,0,1,60,0,1,7,260,4,339,960,405,1365
HAMILTON080 Sale Creek,38,0,30,1,42,3,94,1,0,0,2,10,0,0,8,82,1,204,38,0,30,1,42,3,94,1,0,0,2,10,0,0,8,82,1,204,448,68,516
HAMILTON083 Soddy Daisy 1,158,2,118,8,79,9,244,0,0,0,0,51,0,0,15,245,6,497,158,2,118,8,79,9,244,0,0,0,0,51,0,0,15,245,6,497,1154,278,1432
HAMILTON084 Soddy Daisy 2,86,0,56,7,42,2,88,0,0,0,2,22,0,0,4,128,1,221,86,0,56,7,42,2,88,0,0,0,2,22,0,0,4,128,1,221,517,142,659
HAMILTON085 Valdeau,33,0,23,4,9,0,29,0,0,0,1,17,0,0,2,37,1,66,33,0,23,4,9,0,29,0,0,0,1,17,0,0,2,37,1,66,166,56,222
HAMILTON086 Walden,72,1,69,7,35,1,95,0,0,1,0,61,0,0,9,176,2,157,72,1,69,7,35,1,95,0,0,1,0,61,0,0,9,176,2,157,544,142,686
HAMILTON088 Hixson 2,177,1,125,19,115,2,204,0,0,0,0,105,0,0,19,373,5,391,177,1,125,19,115,2,204,0,0,0,0,105,0,0,19,373,5,391,1233,303,1536
HAMILTON089 Ooltewah 2,116,2,52,6,38,2,58,0,0,1,0,14,0,0,3,70,1,128,116,2,52,6,38,2,58,0,0,1,0,14,0,0,3,70,1,128,321,170,491
HAMILTON090 Harrison 2,380,3,137,12,114,1,240,0,0,0,2,59,0,0,19,306,6,452,380,3,137,12,114,1,240,0,0,0,2,59,0,0,19,306,6,452,1211,520,1731
HAMILTON091 Westview 2,161,0,102,8,104,2,217,0,0,0,0,81,0,0,8,362,0,322,161,0,102,8,104,2,217,0,0,0,0,81,0,0,8,362,0,322,1104,263,1367
HAMILTON092 Lookout Valley 2,2,0,4,0,1,0,5,0,0,0,0,1,0,0,0,4,0,10,2,0,4,0,1,0,5,0,0,0,0,1,0,0,0,4,0,10,21,6,27
HAMILTON093 Concord 2,93,0,44,5,29,0,44,0,0,0,0,34,0,0,4,96,2,78,93,0,44,5,29,0,44,0,0,0,0,34,0,0,4,96,2,78,292,137,429
HAMILTON094 Eastgate 1,161,1,73,0,9,0,26,1,0,0,0,6,0,0,1,27,0,21,161,1,73,0,9,0,26,1,0,0,0,6,0,0,1,27,0,21,91,235,326
HAMILTON095 Eastgate 2,170,0,53,1,5,0,21,0,0,0,0,5,0,0,0,23,0,32,170,0,53,1,5,0,21,0,0,0,0,5,0,0,0,23,0,32,87,223,310
HAMILTON096 Westview 3,80,0,52,5,69,2,135,0,0,0,2,41,0,1,4,158,2,209,80,0,52,5,69,2,135,0,0,0,2,41,0,1,4,158,2,209,628,132,760
HAMILTON097 Tyner 2,48,0,12,0,2,2,8,0,1,0,0,6,0,0,0,12,1,27,48,0,12,0,2,2,8,0,1,0,0,6,0,0,0,12,1,27,59,60,119
HAMILTON098 Harrison 3,165,0,91,7,104,4,179,0,0,0,2,39,0,0,6,242,2,315,165,0,91,7,104,4,179,0,0,0,2,39,0,0,6,242,2,315,900,256,1156
HAMILTON101 Hixson 3,180,0,103,15,78,5,188,0,0,0,2,116,0,0,11,343,10,341,180,0,103,15,78,5,188,0,0,0,2,116,0,0,11,343,10,341,1109,283,1392
HAMILTON103 Pleasant Grove 2,1,0,3,0,5,0,7,0,0,0,0,1,0,0,0,2,0,17,1,0,3,0,5,0,7,0,0,0,0,1,0,0,0,2,0,17,32,4,36
HAMILTON104 East Brainerd 2,247,1,123,11,76,1,212,1,0,0,4,65,0,1,12,328,3,347,247,1,123,11,76,1,212,1,0,0,4,65,0,1,12,328,3,347,1061,371,1432
HAMILTON106 Mountain Creek 2,3,0,3,0,1,0,2,0,0,0,0,1,0,0,1,2,0,4,3,0,3,0,1,0,2,0,0,0,0,1,0,0,1,2,0,4,11,6,17
HAMILTON118 Apison 2,22,0,14,2,23,0,43,0,0,0,0,10,0,0,2,51,0,62,22,0,14,2,23,0,43,0,0,0,0,10,0,0,2,51,0,62,193,36,229
HAMILTON122 Collegedale 2,35,0,39,2,104,1,34,0,0,0,1,24,0,0,5,42,0,34,35,0,39,2,104,1,34,0,0,0,1,24,0,0,5,42,0,34,247,74,321
HAMILTON132 Eastside 2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
HAMILTON137 St. Elmo 2,7,0,6,0,2,0,7,0,0,0,0,0,0,0,1,3,1,5,7,0,6,0,2,0,7,0,0,0,0,0,0,0,1,3,1,5,19,13,32
HAMILTON139 North Chattanooga 2,58,0,80,3,8,0,17,0,0,0,0,12,0,0,1,50,0,30,58,0,80,3,8,0,17,0,0,0,0,12,0,0,1,50,0,30,121,138,259
HAMILTON140 Harrison 4,35,0,21,1,22,1,53,0,0,0,1,19,0,0,1,93,2,121,35,0,21,1,22,1,53,0,0,0,1,19,0,0,1,93,2,121,314,56,370
HAMILTON141 Concord 3,60,0,20,1,19,1,31,0,0,0,0,11,0,0,3,49,2,53,60,0,20,1,19,1,31,0,0,0,0,11,0,0,3,49,2,53,170,80,250
HAMILTON143 Ooltewah 3,2,0,0,0,11,0,14,0,0,0,1,6,0,0,0,28,0,33,2,0,0,0,11,0,14,0,0,0,1,6,0,0,0,28,0,33,93,2,95
HAMILTON144 Soddy Daisy 3,29,0,20,4,36,1,87,0,0,0,1,23,0,0,5,96,5,182,29,0,20,4,36,1,87,0,0,0,1,23,0,0,5,96,5,182,440,49,489
HAMILTON166 Summit 2,61,0,34,5,33,2,45,0,0,0,1,13,0,0,3,71,0,49,61,0,34,5,33,2,45,0,0,0,1,13,0,0,3,71,0,49,222,95,317
HAMILTON167 Collegedale 3,18,0,12,2,58,1,11,1,0,0,0,14,0,0,3,29,1,27,18,0,12,2,58,1,11,1,0,0,0,14,0,0,3,29,1,27,147,30,177
HAMILTON168 Ooltewah 6,1,0,0,0,16,1,21,0,0,0,0,6,0,0,1,26,0,31,1,0,0,0,16,1,21,0,0,0,0,6,0,0,1,26,0,31,102,1,103
HAMILTON169 Ooltewah 5,2,0,2,1,29,0,40,0,0,0,0,17,0,0,1,44,3,69,2,0,2,1,29,0,40,0,0,0,0,17,0,0,1,44,3,69,204,4,208
HAMILTON170 Snowhill 1,62,1,58,1,57,1,119,0,0,0,2,14,0,1,2,104,3,232,62,1,58,1,57,1,119,0,0,0,2,14,0,1,2,104,3,232,536,121,657
HAMILTON171 Murray Hills 1,256,0,101,2,30,2,54,0,1,0,1,24,0,0,6,104,4,136,256,0,101,2,30,2,54,0,1,0,1,24,0,0,6,104,4,136,364,357,721
HAMILTON172 Dallas 2,34,2,33,3,41,1,96,0,0,0,0,21,0,1,2,122,0,157,34,2,33,3,41,1,96,0,0,0,0,21,0,1,2,122,0,157,444,69,513
HAMILTON173 Woodmore 1,534,0,90,3,7,0,16,0,0,0,1,9,0,0,2,16,0,24,534,0,90,3,7,0,16,0,0,0,1,9,0,0,2,16,0,24,78,624,702
HAMILTON174 Woodmore 2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,10
HAMILTON175 Airport,189,0,65,2,24,1,51,0,0,0,1,13,0,0,1,42,1,67,189,0,65,2,24,1,51,0,0,0,1,13,0,0,1,42,1,67,203,254,457
HAMILTON176 Kingspoint 3,5,0,2,0,3,0,2,0,0,0,0,0,0,0,0,1,0,3,5,0,2,0,3,0,2,0,0,0,0,0,0,0,0,1,0,3,9,7,16
HAMILTON177 Concord 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4
HAMILTON178 Concord 6,13,0,14,0,3,0,3,0,0,0,0,0,0,0,0,6,1,3,13,0,14,0,3,0,3,0,0,0,0,0,0,0,0,6,1,3,16,27,43
HAMILTON179 Snowhill 2,127,0,66,20,129,2,259,1,0,0,1,73,0,0,7,334,3,374,127,0,66,20,129,2,259,1,0,0,1,73,0,0,7,334,3,374,1203,193,1396
HAMILTON180 Harrison 5,48,0,27,2,47,2,125,0,0,0,0,26,0,0,9,122,4,155,48,0,27,2,47,2,125,0,0,0,0,26,0,0,9,122,4,155,492,75,567
HAMILTON181 Concord 4,202,2,102,13,60,2,146,0,0,0,0,56,0,0,7,211,3,235,202,2,102,13,60,2,146,0,0,0,0,56,0,0,7,211,3,235,733,306,1039
HAMILTON182 Murray Hills 2,70,1,20,0,1,0,13,0,0,0,1,1,0,0,0,7,1,19,70,1,20,0,1,0,13,0,0,0,1,1,0,0,0,7,1,19,43,91,134
HAMILTON183 Bakewell 2,95,1,66,4,49,0,166,0,0,1,3,30,0,1,9,160,4,328,95,1,66,4,49,0,166,0,0,1,3,30,0,1,9,160,4,328,755,162,917
HAMILTON184 Bakewell 1,20,0,6,1,27,2,56,0,0,0,1,9,0,0,4,64,3,113,20,0,6,1,27,2,56,0,0,0,1,9,0,0,4,64,3,113,280,26,306
HAMILTON185 Dallas 1,82,0,72,7,99,2,186,1,0,0,2,41,0,0,12,239,2,368,82,0,72,7,99,2,186,1,0,0,2,41,0,0,12,239,2,368,959,154,1113
HAMILTON186 Middle Valley 2,1,0,6,2,20,2,55,0,0,0,0,4,0,0,2,55,3,77,1,0,6,2,20,2,55,0,0,0,0,4,0,0,2,55,3,77,220,7,227
HAMILTON187 Falling Water,31,0,21,3,25,0,56,0,0,0,0,35,0,0,1,91,1,123,31,0,21,3,25,0,56,0,0,0,0,35,0,0,1,91,1,123,335,52,387
HAMILTON188 Middle Valley 1,105,0,121,4,70,1,149,1,0,1,6,34,0,0,7,205,5,279,105,0,121,4,70,1,149,1,0,1,6,34,0,0,7,205,5,279,762,226,988
HAMILTON189 DuPont,154,0,90,17,53,1,136,0,0,1,0,58,0,0,9,214,4,246,154,0,90,17,53,1,136,0,0,1,0,58,0,0,9,214,4,246,739,244,983
HAMILTON190 Kingspoint 1,356,0,47,2,9,1,28,0,0,0,0,3,0,0,2,18,0,37,356,0,47,2,9,1,28,0,0,0,0,3,0,0,2,18,0,37,100,403,503
HAMILTON191 Kingspoint 2,41,0,24,2,13,0,17,0,0,0,0,2,0,0,1,30,0,27,41,0,24,2,13,0,17,0,0,0,0,2,0,0,1,30,0,27,92,65,157
HAMILTON192 East Chattanooga 2,112,1,16,2,2,0,2,0,0,0,0,0,0,0,1,10,0,15,112,1,16,2,2,0,2,0,0,0,0,0,0,0,1,10,0,15,32,129,161
HAMILTON193 Northgate 2,112,2,94,10,34,2,104,1,0,0,1,38,0,0,8,138,3,165,112,2,94,10,34,2,104,1,0,0,1,38,0,0,8,138,3,165,504,208,712
HAMILTON194 Northgate 1,82,0,90,3,46,0,61,0,0,0,2,25,0,0,3,98,3,130,82,0,90,3,46,0,61,0,0,0,2,25,0,0,3,98,3,130,371,172,543
HAMILTON195 Eastdale,717,1,145,1,18,1,13,1,0,1,0,13,0,1,2,28,0,24,717,1,145,1,18,1,13,1,0,1,0,13,0,1,2,28,0,24,103,863,966
