precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_FUQUE,pri_dem_O'MAILEY,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CHRISTLE,pri_rep_CRUZ,pri_rep_FLORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KAISCH,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PATAKL,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_RUBLO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_amd_FUENTE,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
North Mclaurin,32,0,0,0,0,14,1,3,3,0,3,133,0,0,1,0,33,0,0,1,10,0,0,202,0,4,111,2,14,0,581,389,47,712
North Okolona 006,135,0,0,0,0,17,1,1,3,0,0,47,0,0,0,0,5,0,0,0,4,0,0,75,1,0,281,0,5,1,252,135,153,540
North Pascagoula,30,0,0,0,0,8,1,3,4,0,0,51,0,0,0,0,27,0,0,0,5,0,0,108,0,1,65,0,4,0,300,198,39,370
North Quitman,32,0,0,0,0,3,0,0,2,0,0,48,0,0,1,0,14,0,0,0,9,0,0,79,1,1,70,0,2,0,246,153,35,320
North Raleigh,100,0,0,1,0,12,1,1,3,0,2,57,0,0,2,0,7,0,0,0,3,0,0,144,0,0,210,0,8,2,386,219,114,606
North Richland,105,1,0,0,0,34,0,2,5,0,0,191,1,0,2,0,33,0,0,0,20,0,0,253,2,5,265,4,17,1,814,507,140,1108
North Ripley,106,0,0,1,0,25,1,1,5,0,0,153,0,0,5,0,15,0,0,0,19,0,0,175,1,6,348,9,12,1,735,373,133,1112
North Silver Creek,42,0,0,0,0,6,0,1,2,0,0,12,0,0,1,0,3,0,0,0,1,0,0,17,0,0,76,0,1,1,47,37,48,125
North Springport,80,0,0,0,0,14,1,0,3,0,0,73,1,0,0,0,4,0,0,0,11,0,0,144,0,3,231,4,4,0,451,236,95,693
North Starkville District 2,193,2,0,0,0,29,1,3,5,0,0,22,0,0,2,0,6,0,0,0,12,0,0,17,2,2,535,3,15,1,138,67,225,696
North Starkville District 3,207,0,0,1,0,99,0,6,13,0,1,136,0,0,0,0,115,1,0,1,67,0,0,130,2,7,711,13,46,2,683,470,307,1464
North Vancleave,47,0,0,1,0,26,0,0,13,1,0,330,0,0,1,0,26,0,0,0,36,0,0,346,0,9,194,2,34,1,1325,753,74,1565
North West,95,0,0,0,0,15,0,0,0,1,0,44,0,0,1,0,14,0,0,0,6,0,0,65,0,1,251,3,5,0,385,131,110,645
North West Cleveland,28,0,0,0,1,14,0,0,3,0,0,79,1,0,3,0,71,0,0,0,26,0,0,213,1,0,117,3,11,0,685,396,43,817
North West Marks,183,1,0,1,0,15,3,0,1,0,0,12,0,0,0,0,6,0,0,0,1,0,0,28,0,1,456,1,3,2,103,48,203,566
North West Prentiss 53,117,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,1,0,0,0,4,0,0,25,0,0,193,0,0,0,67,43,123,260
North-West Point,311,1,0,0,0,42,3,1,12,0,0,118,0,0,0,0,26,0,0,0,20,0,0,132,1,8,756,5,6,0,562,309,357,1338
Northbay,45,0,0,0,0,25,0,2,4,0,0,130,1,0,0,0,102,0,0,0,31,0,0,206,0,3,165,2,22,1,610,476,70,803
Northeast Brandon,175,0,0,0,0,30,4,3,17,0,0,404,0,0,1,0,105,0,0,2,48,0,1,446,1,9,411,6,26,0,1623,1027,209,2076
Northeast Calhoun,39,0,0,0,2,14,0,0,7,1,0,103,0,0,0,0,20,0,0,0,13,0,0,190,0,3,92,3,6,0,634,334,55,738
Northeast Lamar,133,0,0,0,0,60,1,3,3,1,0,129,0,0,0,0,55,0,0,1,18,0,0,180,0,3,468,9,31,0,576,390,194,1087
Northeast Philadelphia,64,0,0,1,0,22,1,4,13,1,0,214,0,0,5,0,73,0,0,0,31,0,1,328,2,3,200,1,16,0,1116,670,88,1338
Northeast Starkville,24,0,0,0,0,44,0,2,0,0,0,44,0,0,0,0,24,0,0,0,10,0,0,22,0,5,351,9,39,0,276,102,68,680
Northshore,110,0,0,0,0,31,0,2,7,0,1,340,0,0,4,0,184,1,0,3,71,0,0,447,0,2,350,4,31,0,1652,1060,141,2039
Northwest Houston 007,263,0,0,0,0,42,2,1,4,0,0,41,0,0,0,0,2,0,0,0,6,0,0,47,1,2,670,0,7,0,194,101,307,874
Northwest Philadelphia,385,2,0,0,0,72,3,1,1,0,0,28,0,1,1,0,6,0,0,0,3,0,0,49,1,4,1013,4,6,4,169,90,462,1201
Noxapater,103,0,0,0,0,18,1,0,10,0,0,121,1,0,0,0,14,0,0,1,0,12,0,114,0,1,250,2,6,0,529,273,122,788
OAK PARK SCHOOL,233,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,643,0,1,0,6,2,266,651
OLD HOLLYWOOD CHURCH,192,2,0,0,0,16,1,0,1,0,0,11,0,0,0,0,4,0,0,0,2,0,0,9,0,0,366,0,1,2,52,27,211,421
OS Armory,130,0,0,0,0,88,0,3,3,0,0,211,3,0,0,0,114,0,0,2,63,0,0,286,0,6,423,9,55,0,1056,685,218,1549
OS Civic Ctr,295,1,0,0,0,224,1,3,29,1,0,816,0,2,3,0,301,0,0,8,162,0,1,909,3,20,1108,21,127,2,3255,2235,521,4536
OS Community Ctr,25,0,0,0,0,20,0,0,3,1,0,27,0,0,1,0,16,0,0,0,4,0,1,38,0,0,75,1,11,0,131,91,45,218
OVETT,7,0,0,0,0,5,0,0,3,0,0,105,0,0,0,0,6,0,0,0,3,0,0,191,0,3,35,1,8,0,599,308,12,646
Oak Grove,285,1,0,0,0,51,2,1,14,2,0,377,0,0,1,0,86,0,0,4,44,0,0,409,2,7,542,4,39,0,1413,938,339,2007
Oak Hill,65,0,0,0,0,42,0,3,1,0,0,263,0,1,3,0,38,0,0,1,36,0,2,267,2,4,230,11,17,0,981,615,107,1245
Oak Hill Beat 2,7,0,0,0,0,20,1,2,2,0,0,119,0,0,0,0,21,0,0,1,9,0,1,156,1,6,34,2,14,0,555,311,28,612
Oak Ridge,13,0,0,0,0,2,0,0,0,0,0,29,0,0,0,0,3,0,0,0,2,0,0,24,0,0,21,1,4,0,91,58,15,117
Oakdale,187,0,0,0,0,52,0,6,11,0,0,386,0,2,1,0,108,1,0,0,60,0,1,482,1,5,579,13,41,1,1741,1058,239,2381
Oakhill Oh,5,0,0,0,0,3,0,0,5,0,1,64,0,0,0,0,6,0,0,0,6,0,0,52,0,3,27,0,4,1,238,134,8,273
Oakvale,13,0,0,0,0,4,0,1,0,0,0,23,0,0,0,0,4,0,0,0,2,0,0,33,0,0,23,0,1,0,104,63,17,128
Ofahoma,129,0,0,0,0,20,1,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,16,0,0,278,4,1,0,39,23,150,322
Okahay,268,1,0,1,0,20,1,0,0,0,0,24,0,0,0,0,4,0,0,1,0,0,0,29,0,3,507,1,3,0,81,58,291,595
Okahola,14,0,0,0,0,7,0,2,4,0,0,106,0,0,0,0,22,0,0,0,11,0,0,102,0,3,100,4,12,0,376,247,21,495
Oktoc,128,0,0,1,0,24,1,0,3,0,0,61,0,0,1,0,30,0,0,1,9,0,0,43,0,1,405,3,6,1,224,148,154,640
Old Brook,40,0,0,0,0,12,0,7,10,0,0,127,1,0,0,0,48,0,0,0,42,0,0,219,0,6,121,3,6,0,663,454,52,799
Old Byram,279,2,0,1,0,68,4,2,7,1,0,178,0,0,0,42,0,0,0,0,25,0,0,241,1,7,625,3,15,0,732,496,354,1383
Old Hospital,14,0,0,0,0,10,0,1,4,0,0,89,0,0,0,0,29,0,0,2,16,0,0,104,0,3,58,1,9,1,389,245,24,461
Old Red Star,25,0,0,0,0,7,0,0,2,1,0,82,0,0,0,0,11,0,0,0,10,0,0,104,0,0,69,0,5,1,402,210,32,477
Old Union,72,0,0,0,0,5,0,0,9,0,0,60,0,0,0,0,9,0,0,0,6,0,0,41,0,0,174,0,3,0,202,125,77,379
Olive Branch North,171,0,0,0,0,76,0,2,5,0,0,344,0,0,1,0,51,0,0,2,51,0,0,272,2,8,709,7,41,1,1142,728,247,1910
Olive Branch South,136,0,0,1,0,76,0,0,10,1,0,582,0,0,1,0,50,0,0,4,68,0,0,426,0,17,550,12,61,2,1880,1142,213,2522
Olive Branch West,65,0,0,0,0,17,1,1,1,2,0,147,0,0,1,0,25,0,0,3,25,0,0,118,0,2,278,0,11,0,514,323,83,805
Oloh,6,0,0,0,0,4,0,0,5,1,0,144,0,0,1,0,13,0,0,0,9,0,0,124,0,2,30,4,5,0,555,297,10,596
Oma,154,0,0,0,0,5,0,1,0,0,0,6,0,0,0,0,4,0,0,0,1,0,0,14,0,1,234,2,1,0,42,26,159,280
Orange Grove,24,0,0,1,0,9,0,2,2,0,0,173,0,0,1,0,15,0,0,0,12,0,0,230,1,3,98,1,9,1,760,435,34,873
Osborn,176,1,0,0,0,28,1,0,6,0,0,77,1,0,0,0,16,0,0,0,12,0,1,41,1,3,551,1,12,1,234,154,206,803
Outside Long Beach,8,0,0,0,0,6,0,1,3,0,0,63,0,0,0,11,0,0,0,0,9,0,2,101,0,0,53,2,15,0,323,190,14,393
Oxford 1,259,0,0,0,0,205,1,6,15,0,0,299,0,2,3,0,215,0,0,0,112,0,0,326,0,8,1041,18,74,0,1450,978,465,2591
Oxford 2,567,3,0,5,0,300,7,2,17,3,0,425,6,6,11,0,331,10,0,16,173,0,13,428,4,14,1831,28,146,0,2021,1441,882,4044
Oxford 3,377,0,0,0,0,128,1,1,7,0,0,128,0,0,0,0,124,0,0,0,44,0,0,167,2,3,1054,15,45,1,774,471,506,1894
Oxford 4,277,0,0,0,0,263,0,0,10,0,0,284,0,0,1,0,249,1,0,2,134,0,0,284,6,9,1180,30,114,1,1404,965,540,2744
Oxford 5,103,0,0,0,0,160,0,1,4,0,0,122,0,0,1,0,101,0,0,0,42,0,0,110,1,8,701,18,59,1,690,381,263,1478
Ozona Beat 3,9,0,0,0,0,12,2,1,4,0,0,111,0,0,1,0,13,0,0,0,9,0,0,124,0,2,46,1,6,0,501,263,23,556
PARKVIEW BAPTIST CHURCH,89,0,0,1,0,18,1,1,1,0,0,113,0,0,1,0,30,0,0,1,20,0,0,141,0,3,323,1,8,0,440,308,109,775
PINE GROVE,3,0,0,0,0,5,0,1,6,0,0,163,0,0,0,0,12,0,0,0,6,0,0,180,1,2,32,2,7,0,664,368,8,708
PLEASANT RIDGE,7,0,0,0,0,5,0,0,3,1,0,141,0,0,1,0,12,0,0,0,10,0,0,136,0,1,34,1,3,0,507,304,12,546
POWERS,62,1,0,0,0,5,0,0,2,1,0,182,0,0,0,0,12,0,0,1,10,0,0,209,1,5,174,0,5,0,691,417,68,876
Pace,91,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,22,0,1,227,0,1,0,63,27,100,292
Pachuta,79,2,0,1,0,8,1,0,1,0,0,25,0,0,1,0,1,0,0,0,0,0,1,23,0,1,163,0,1,0,83,52,91,248
Paden,8,0,0,0,0,6,0,0,1,0,0,45,0,0,0,0,11,0,0,0,4,0,0,56,0,4,25,0,2,0,211,117,14,242
Palestine,46,0,0,1,0,5,0,1,2,0,1,81,0,0,0,0,5,0,0,0,0,0,0,50,0,2,91,0,4,0,238,140,52,335
Palmer,18,0,0,0,0,9,1,0,6,0,0,91,0,0,1,0,11,0,0,0,9,0,0,117,1,1,57,3,5,0,409,235,28,476
Palmetto,88,0,0,0,0,13,0,0,7,0,0,103,1,0,1,0,16,0,0,0,9,0,0,95,2,2,279,2,3,0,391,232,101,679
Panhandle,29,0,1,0,0,4,1,2,2,0,0,32,0,0,0,0,4,0,0,0,2,0,0,43,1,1,82,2,2,0,128,85,35,216
Paris,1,0,0,0,0,8,0,0,1,1,0,52,0,0,3,0,8,0,0,0,5,0,0,100,0,0,18,0,2,0,235,170,9,255
Paulding,253,0,0,0,0,17,1,0,0,0,0,40,0,0,0,0,5,0,0,0,2,0,0,99,0,0,544,0,0,1,219,146,271,764
Paynes,6,0,0,0,0,4,1,1,0,0,0,27,1,0,0,0,4,0,0,0,2,0,0,50,0,0,14,0,0,0,146,85,11,160
Peace,35,1,0,0,0,30,1,4,11,0,0,247,0,0,0,78,0,0,0,1,35,0,0,380,0,4,142,4,33,0,1332,756,67,1515
Pearl,41,0,0,0,0,2,0,1,3,0,0,78,0,0,1,0,7,0,0,0,5,0,0,149,1,4,77,3,1,0,355,244,43,441
Pearlington,57,0,0,0,0,16,0,0,2,0,0,37,0,0,0,0,2,0,0,1,3,0,0,125,0,4,169,1,7,0,366,170,73,547
Pearsall 009,38,1,0,0,0,7,1,0,4,0,0,52,0,0,0,0,4,0,0,0,8,0,0,62,0,1,79,0,4,0,248,130,47,332
Pelahatchie,179,0,0,0,0,29,0,4,5,0,1,233,0,0,1,0,48,0,0,2,34,0,1,371,3,9,389,8,9,0,1088,700,208,1506
Peoples,8,0,0,0,0,7,0,1,2,0,0,28,0,0,1,0,2,0,0,0,8,0,0,44,0,0,29,0,0,0,178,86,15,207
Perkinston,14,1,0,0,0,8,0,1,3,0,1,65,0,0,0,0,6,0,0,0,6,0,0,59,0,4,58,3,10,0,235,141,23,310
Petal Civic Center,39,0,0,0,0,41,1,4,10,0,2,241,0,0,0,0,36,0,0,2,16,0,0,299,2,7,175,6,26,1,957,610,81,1174
Petal Masonic,28,0,0,0,0,27,1,3,8,0,0,202,0,0,0,0,41,0,0,0,24,0,1,257,0,6,131,6,40,1,897,536,56,1081
Petersburg,7,0,0,0,0,7,0,0,1,1,0,62,8,0,0,0,6,0,0,0,2,0,0,58,0,2,19,2,2,0,204,138,14,229
Peyton Town,76,0,0,1,0,11,1,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,8,0,0,138,0,1,1,17,15,89,157
Pheba,105,2,0,0,0,22,1,2,2,0,0,54,0,0,0,0,3,0,0,0,1,0,0,72,1,0,248,2,2,1,223,134,130,477
Philadelphia,138,0,0,0,0,11,0,1,1,0,0,50,0,0,0,0,5,0,0,0,6,0,0,43,0,0,333,0,3,0,175,106,149,511
Phillip,39,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,1,0,0,0,2,0,0,12,0,0,103,0,0,3,61,22,47,167
Piave,4,0,0,0,0,0,0,0,4,0,0,154,0,0,2,0,4,0,0,0,18,0,0,114,2,1,4,1,4,0,302,296,4,314
Picayune Beat 1 Southside,331,1,0,0,0,41,3,0,4,0,0,33,0,0,1,0,8,0,0,0,7,0,0,56,2,1,939,5,14,1,230,109,376,1192
Picayune Beat 2,23,0,0,0,0,12,0,1,9,0,0,261,0,0,0,0,60,0,0,0,37,0,0,248,0,3,150,3,25,0,1068,616,35,1249
Picayune Beat 5,23,0,0,0,0,16,0,5,13,0,0,183,1,0,1,0,38,0,0,0,33,0,1,247,1,0,108,5,20,0,930,522,39,1064
Pine Bluff,146,1,0,0,0,11,2,0,1,0,0,13,0,0,0,0,0,0,0,0,2,0,0,24,0,1,288,0,3,0,71,40,160,363
Pine Burr,43,0,0,0,0,4,0,1,2,0,0,59,0,0,0,0,5,0,0,0,4,0,1,81,0,1,102,0,1,0,291,153,47,395
Pine Grove,7,0,0,0,0,12,0,1,3,0,0,167,0,0,2,0,24,0,0,0,13,0,0,228,1,2,31,1,8,0,777,438,19,820
Pine Grove Beat 4,13,0,0,0,0,29,0,0,5,0,0,218,1,0,3,0,35,0,0,2,24,0,0,361,0,5,103,9,17,0,1265,649,42,1399
Pine Level,6,0,0,2,0,2,0,0,1,0,0,92,0,0,0,0,8,0,0,3,9,0,0,107,0,2,19,0,4,0,361,220,10,386
Pinecrest,165,1,0,0,0,152,1,10,14,0,0,277,0,0,2,0,127,0,0,1,67,0,1,385,1,11,847,17,70,0,1373,884,319,2319
Pinedale,8,0,0,0,1,3,1,0,1,0,0,55,0,0,0,0,2,0,0,0,5,0,0,80,0,3,24,0,2,0,302,143,13,331
Pinehaven,431,0,0,0,0,69,4,3,8,1,0,224,0,0,2,114,0,0,0,2,55,0,0,210,0,11,914,8,32,0,941,619,504,1906
Pineville,59,0,0,0,0,30,0,2,2,1,0,248,1,0,0,51,0,0,0,3,15,0,0,336,0,1,186,11,23,0,1114,659,89,1335
Pinola,47,0,0,0,0,7,0,0,1,0,0,41,0,0,2,0,12,0,0,0,4,0,0,76,0,0,108,1,0,0,210,136,54,319
Pisgah,66,0,0,0,0,7,1,0,2,0,0,52,0,0,0,0,13,0,0,0,5,0,0,89,1,0,164,0,5,1,285,161,74,456
Pittman,2,0,0,2,0,2,0,0,3,0,0,35,0,0,0,0,13,0,0,0,9,0,0,120,0,1,19,0,1,0,423,180,6,444
Pittsboro #1,163,0,0,0,0,14,2,0,1,0,0,19,0,0,0,0,1,0,0,0,1,0,0,25,0,1,425,4,8,0,86,47,179,524
Pittsboro #2,51,1,0,0,0,6,0,0,6,1,0,73,0,0,1,0,7,1,0,1,6,0,0,92,0,3,142,0,2,5,420,188,58,572
Plantersville,155,1,0,2,0,27,1,1,2,0,0,98,0,0,0,0,11,0,0,0,7,0,0,88,0,1,349,4,5,1,347,207,186,707
Pleasant Gift Baptist,159,0,0,0,0,30,0,1,1,0,0,54,0,0,1,0,12,0,0,0,6,0,0,124,0,2,387,0,6,0,296,199,189,691
Pleasant Grove,320,1,0,1,0,51,1,0,5,0,0,139,0,0,0,0,13,0,0,0,14,0,0,231,1,1,716,0,12,1,758,402,374,1489
Pleasant Grove Thorn 008,19,0,0,0,0,17,0,2,5,0,0,78,0,0,1,0,6,0,0,0,7,0,0,134,0,4,47,2,8,0,485,233,36,546
Pleasant Hill,8,0,0,0,0,7,0,0,1,0,0,46,0,0,0,0,1,0,0,0,3,0,0,50,0,0,22,0,3,0,176,101,15,201
Pleasant Hill North,179,0,0,0,0,49,0,2,15,1,0,488,0,0,2,0,55,0,0,3,76,0,1,372,0,12,491,8,40,0,1718,1015,228,2269
Pleasant Mount,97,0,0,0,0,15,0,0,3,0,0,38,0,0,1,0,4,0,0,0,9,0,0,47,0,1,230,0,2,0,197,102,112,430
Pleasant Ridge,4,0,0,0,0,2,0,1,3,0,0,51,0,1,0,0,4,0,0,0,4,0,0,69,2,2,22,2,3,0,206,133,6,237
Plum Grove,124,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,298,0,1,0,22,10,133,321
Poagville 4,44,0,0,0,0,16,1,1,1,0,1,156,0,1,0,0,15,0,0,1,9,0,0,163,0,3,121,1,7,2,535,348,61,669
Poagville 5,42,0,0,0,0,2,0,0,1,0,0,57,0,0,0,0,8,0,0,0,5,0,0,45,0,1,84,0,0,0,155,116,44,240
Pocahontas,172,0,0,0,0,39,0,0,1,1,0,61,0,0,0,7,0,0,0,0,3,0,0,56,0,0,285,2,1,0,185,129,211,473
Polkville,12,1,0,0,0,6,0,3,0,0,1,81,0,0,1,0,13,0,0,0,11,0,1,154,1,1,29,0,1,0,401,265,19,433
Pontotoc 1 P1,14,0,0,0,0,6,1,3,0,0,0,79,0,0,2,0,9,0,0,0,12,0,0,57,1,0,54,0,4,0,286,162,21,345
Pontotoc 2 P2,20,0,0,0,0,15,1,1,4,0,0,92,0,0,2,0,11,0,0,1,4,0,0,70,1,4,96,2,7,0,361,185,36,471
Pontotoc 3 P3,55,1,0,0,0,20,0,2,5,0,0,115,0,0,3,0,26,0,0,3,16,0,1,167,0,3,189,1,6,1,629,338,76,829
Pontotoc 4 P4,52,0,0,0,0,15,0,0,4,0,0,90,0,0,1,0,12,0,0,0,2,0,0,92,0,0,138,1,5,0,359,201,67,503
Pontotoc 5 P5,66,0,0,0,0,21,0,0,10,0,1,198,0,0,4,0,33,0,0,0,33,0,0,180,0,5,210,1,10,2,830,459,87,1058
Pope,94,0,0,1,0,22,3,1,1,0,1,94,0,0,1,0,12,0,0,0,14,0,0,137,0,4,238,1,4,1,557,261,120,805
Popetown,143,2,0,0,0,75,1,2,0,0,0,82,0,0,1,0,10,0,0,0,7,0,0,100,1,2,392,2,6,1,351,202,221,755
Poplar Creek,5,0,0,1,0,0,0,3,1,0,0,7,0,0,1,0,1,0,0,0,2,0,0,33,0,0,7,0,0,0,90,48,6,97
Poplar Head,9,0,0,0,0,3,0,2,1,0,0,34,0,0,0,8,0,0,0,0,9,0,0,75,1,0,34,0,1,0,241,129,12,277
Poplarville Beat 1,57,0,0,0,0,17,2,2,3,0,0,72,1,0,0,0,14,0,0,0,8,0,0,64,0,0,196,3,8,1,310,164,76,518
Poplarville Beat 2,8,0,0,0,0,16,0,0,3,0,0,148,0,0,2,0,15,0,0,1,23,0,0,129,0,2,69,1,18,0,481,321,24,571
Poplarville Beat 3,14,0,0,0,0,17,0,4,6,0,2,126,1,0,0,0,20,0,0,0,11,0,0,213,1,5,71,4,16,1,639,383,31,737
Possumneck,42,1,0,0,0,13,0,1,1,0,0,35,0,0,0,0,8,0,0,0,5,0,1,38,1,1,73,0,1,0,132,89,56,208
Prairie Point,119,1,0,0,0,8,1,0,1,0,0,26,0,0,0,0,6,0,0,0,5,0,0,20,0,0,373,0,0,0,119,58,129,492
Pratts,1,0,0,0,0,2,0,1,2,0,0,84,0,0,0,0,11,0,0,0,3,0,0,80,0,2,30,0,2,1,247,181,3,282
Precinct 10,122,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,244,1,0,0,2,1,139,247
Precinct 11,146,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,302,0,0,0,3,1,161,306
Precinct 13,443,0,0,1,0,42,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,809,2,3,0,10,4,487,826
Precinct 14,67,0,0,0,0,43,0,2,0,0,0,66,0,0,1,106,0,0,0,1,29,0,0,76,1,0,246,4,25,0,303,281,110,579
Precinct 16,307,0,0,2,0,156,2,1,1,0,0,87,1,0,2,116,0,0,0,2,50,0,0,64,1,4,850,13,52,0,294,324,467,1214
Precinct 18,185,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,335,1,1,0,4,2,204,344
Precinct 19,155,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,320,2,0,0,4,2,167,326
Precinct 20,204,0,0,1,0,21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,372,4,2,0,7,1,228,387
Precinct 21,125,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,259,2,0,0,12,1,146,274
Precinct 22,534,1,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,975,1,5,0,12,2,593,993
Precinct 23,398,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,724,1,1,0,12,2,434,740
Precinct 24,192,0,0,0,0,35,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,437,1,0,0,13,6,228,453
Precinct 25,395,0,0,0,0,55,2,1,1,0,0,5,0,0,0,4,0,0,0,0,1,0,0,4,0,1,795,6,6,0,23,16,452,831
Precinct 26,461,0,0,0,0,77,3,1,1,0,0,10,1,0,0,3,0,0,0,0,3,0,0,18,0,0,988,6,1,0,61,37,541,1056
Precinct 27,524,0,0,0,0,52,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,927,3,3,0,16,2,579,949
Precinct 28,426,0,0,1,0,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,734,4,3,2,16,1,478,759
Precinct 29,259,0,0,1,0,33,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,434,3,1,1,4,3,293,445
Precinct 30,212,0,0,0,0,17,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,401,1,1,0,2,4,231,405
Precinct 31,365,0,0,1,0,44,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,629,2,1,0,13,6,412,645
Precinct 32,63,0,0,1,0,29,0,1,3,0,0,70,0,0,0,111,0,0,0,0,37,0,0,102,0,2,209,2,17,0,333,324,93,563
Precinct 33,51,0,0,0,0,18,0,2,4,0,0,101,0,0,0,191,0,0,0,3,51,0,0,157,0,4,163,4,23,0,525,509,69,719
Precinct 34,90,0,0,1,0,53,0,6,2,2,0,182,3,0,1,276,0,0,0,1,69,0,1,196,0,10,324,5,41,0,832,739,144,1212
Precinct 35,71,0,0,0,0,52,0,2,6,0,0,158,0,0,1,22,0,0,0,3,85,0,1,207,0,5,264,1,33,0,778,485,123,1081
Precinct 36,204,0,0,0,0,62,1,1,5,0,0,49,0,0,2,47,0,0,0,2,12,0,0,57,0,2,479,4,15,0,206,175,267,706
Precinct 37,148,0,0,0,0,62,1,1,0,0,0,29,0,1,0,34,0,0,0,1,11,0,0,44,1,0,453,5,8,1,147,121,211,615
Precinct 38,179,0,0,0,0,53,3,0,2,0,0,6,0,0,0,3,0,0,0,0,6,0,0,14,0,1,447,6,7,0,42,31,235,503
Precinct 39,322,0,0,0,0,45,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,596,2,1,0,11,6,367,611
Precinct 40,464,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,814,5,2,0,8,0,526,830
Precinct 41,625,0,0,1,0,67,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1208,5,2,0,11,5,695,1228
Precinct 42,332,0,0,0,0,75,0,0,0,0,0,5,0,0,0,4,0,0,0,1,1,0,0,19,0,0,797,5,6,0,53,30,407,861
Precinct 43,394,0,0,0,0,101,1,0,0,0,0,17,0,0,0,4,0,0,0,0,3,0,0,19,0,3,917,8,4,1,49,43,496,982
Precinct 44,337,1,0,1,0,93,1,2,7,0,0,91,0,0,1,59,0,0,0,1,14,0,0,120,0,6,837,12,12,0,354,295,433,1221
Precinct 45,110,1,0,0,0,66,1,5,9,1,0,198,2,0,1,210,0,0,0,0,67,0,1,219,0,7,419,15,38,0,803,713,178,1282
Precinct 46,440,0,0,1,0,132,1,1,6,0,0,210,0,0,2,189,0,0,0,1,46,0,0,265,0,3,1096,14,36,0,850,720,574,1999
Precinct 47,157,0,0,0,0,28,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,8,1,0,363,1,1,0,29,15,185,395
Precinct 49,46,1,0,0,0,98,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,15,8,0,5,2,146,679
Precinct 51,490,1,0,0,0,75,0,1,1,0,0,9,0,0,0,1,0,0,0,0,1,0,0,2,0,1,938,5,6,0,29,15,566,979
Precinct 54,113,0,0,0,0,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,3,3,0,2,1,132,246
Precinct 55,225,0,0,0,0,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,456,1,2,0,11,3,255,471
Precinct 56,108,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,211,3,2,0,4,3,121,221
Precinct 57,241,0,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,452,1,2,0,9,4,277,465
Precinct 58,418,0,0,0,0,80,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,4,761,8,3,0,12,5,500,788
