Precinct,gen_con_CASTLE,gen_rep_TRUMP,gen_lib_JOHNSON,gen_dem_CLINTON,gen_gre_STEIN,gen_ind_FUENTE,pri_dem_SANDERS,pri_dem_CLINTON,pri_dem_OMALLEY,pri_rep_CARSON,pri_rep_FIORINA,pri_rep_CHRISTIE,pri_rep_TRUMP,pri_rep_BUSH,pri_rep_GILMORE,pri_rep_KASICH,pri_rep_GRAHAM,pri_rep_RUBIO,pri_rep_HUCKABEE,pri_rep_PAUL,pri_rep_SANTORUM,pri_rep_CRUZ,gen_total,rep_pri_total,dem_pri_total
1200101 First Baptist Church of Waldo,2,637,28,357,5,0,104,131,8,3,0,0,163,3,0,12,0,35,0,2,0,76,1043,294,243
1200102 LaCrosse Town Hall,2,839,29,668,18,0,149,237,10,4,0,2,152,5,0,7,0,64,0,0,0,110,1592,344,396
1200103 Alachua Recreation Center,5,1711,105,1114,34,2,278,258,39,7,3,0,354,6,0,51,1,150,2,4,2,190,3017,770,575
1200104 Newberry United Methodist Church,7,1483,75,687,11,1,161,183,22,15,1,1,375,8,0,15,0,130,0,1,0,190,2305,736,366
1200105 First Lutheran Church,2,544,101,1409,29,1,457,307,8,1,0,0,76,0,0,41,0,125,0,1,0,44,2115,288,772
1200106 Newberry Municipal Building,12,1263,65,762,13,2,143,224,19,6,1,0,277,10,0,36,1,110,0,0,0,184,2144,625,386
1200107 Ignite Life Center,1,259,54,1253,50,2,427,191,5,1,0,1,49,0,0,10,0,35,0,0,0,11,1656,107,623
1200108 Hawthorne City Hall,2,768,39,636,10,1,154,235,14,3,0,0,177,6,0,18,0,45,0,0,0,57,1473,306,403
1200109 Island Grove Baptist Church,0,279,11,117,2,0,48,32,7,1,0,1,77,2,0,3,0,13,0,0,0,16,415,113,87
1200110 Micanopy Town Hall,1,551,35,623,13,0,204,227,11,3,0,0,115,6,0,23,0,61,0,1,0,66,1238,275,442
1200111 Archer Community Center,5,964,50,1044,13,2,242,363,20,10,2,0,223,5,0,16,0,98,0,1,0,120,2110,475,625
1200112 Parkview Baptist Church,7,335,49,1292,47,1,442,287,10,3,0,0,76,8,0,14,0,38,1,2,0,36,1758,178,739
1200113 Mt. Carmel Baptist Church,3,58,4,1472,10,0,152,534,4,0,0,0,8,3,0,1,0,6,0,0,0,3,1568,21,690
1200114 Eliam Baptist Church,4,579,22,281,8,0,112,66,10,2,1,0,137,3,0,8,0,50,0,1,1,60,907,263,188
1200115 Windsor Baptist Church,1,371,22,263,3,0,68,70,6,2,0,0,69,1,0,5,0,29,0,2,0,61,672,169,144
1200116 BestWestern Gateway Grand Hotel,5,899,56,819,14,0,172,197,10,5,1,0,219,6,0,50,0,160,1,1,0,107,1842,550,379
1200117 Elks Lodge #990,3,609,80,1390,39,1,367,387,23,5,0,1,135,10,0,43,0,108,0,1,0,62,2175,365,777
1200118 Kanapaha Presbyterian Church,1,811,71,1163,10,0,192,293,1,3,1,1,158,14,0,40,0,146,0,0,0,107,2107,470,486
1200119 Springhill Baptist Church,2,100,25,1038,25,0,297,254,1,0,0,0,23,1,0,6,0,16,0,0,0,7,1215,53,552
1200120 High Springs Civic Center,3,1500,64,913,23,4,223,284,16,11,0,0,262,14,0,30,0,144,1,1,1,181,2552,645,523
1200121 The Greenhouse Church,9,837,77,1235,33,2,380,275,11,6,3,0,174,4,1,26,0,124,1,3,0,102,2245,444,666
1200122 First Church Of The Nazarene,8,894,82,1415,28,2,334,372,9,6,0,1,170,9,0,41,0,156,2,3,0,111,2485,499,715
1200123 American Cancer Society Hope Lodge,3,306,39,872,21,1,239,137,5,3,0,0,50,4,0,18,0,60,0,4,0,25,1272,164,381
1200124 Gainesville Baptist Church,2,472,67,1107,22,0,342,335,26,4,0,0,101,6,0,34,0,91,1,4,0,68,1715,309,703
1200125 SFC Center for Innov. & Econ. Dev.,1,269,69,1320,34,1,354,170,2,1,0,0,19,0,1,13,0,57,0,1,0,16,1725,108,526
1200126 Westside Recreation Center,1,319,44,935,17,1,281,254,3,1,1,0,63,1,0,31,0,76,1,2,0,28,1354,204,538
1200127 Thelma Boltin Activity Center,7,331,74,2110,45,0,735,496,14,4,1,0,69,7,0,19,0,56,0,4,1,41,2608,202,1245
1200128 McPherson Recreation Center,0,159,17,1829,16,1,252,651,6,2,0,0,28,3,0,4,1,14,0,1,0,17,2055,70,909
1200129 Haile Meeting Hall,5,1024,57,1081,11,1,196,311,10,3,0,0,229,12,0,73,0,203,0,2,0,112,2230,634,517
1200130 Greater Bethel A.M.E. Church,4,288,22,1545,20,2,237,466,5,1,0,1,34,0,0,4,0,32,0,0,1,26,1907,99,708
1200131 J. Wayne Reitz Union,4,943,156,2554,39,2,500,151,2,2,0,0,51,2,0,39,0,210,0,3,0,48,3740,355,653
1200132 LifeSouth Community Blood Centers,6,691,122,1653,56,4,553,298,9,3,0,0,121,9,0,33,0,113,1,3,0,91,2596,374,860
1200133 Highlands Presbyterian Church,0,0,0,0,0,0,278,494,8,1,0,0,51,0,0,9,0,27,1,2,0,35,0,126,780
1200133 Ironwood Clubhouse,1,230,30,1566,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,0,0
1200134 Fairbanks Baptist Church,1,517,16,399,7,0,73,105,8,0,0,0,91,3,0,4,0,39,0,0,0,23,959,160,186
1200135 Southwest United Methodist Church,1,531,31,666,9,0,151,187,14,3,0,0,124,10,0,31,0,88,1,0,0,54,1261,311,352
1200136 Doyle Conner Building,3,525,99,1577,42,3,343,120,5,1,0,0,48,1,0,16,0,92,0,2,0,41,2279,201,468
1200137 Unitarian Universalist Fellowship,2,682,49,1005,19,0,281,302,12,7,1,0,176,5,0,33,0,105,1,1,0,70,1788,399,595
1200138 Senior Recreation Center,10,849,88,1540,26,0,305,400,15,7,2,1,169,9,1,23,0,118,0,1,1,110,2567,442,720
1200139 Hilton Garden Inn,4,459,70,1484,34,3,290,109,1,0,1,0,59,3,0,8,0,58,0,1,0,19,2086,149,400
1200140 University City Church Of Christ,4,687,60,1009,16,0,267,341,22,7,0,0,152,14,0,68,0,181,0,1,0,71,1822,494,630
1200141 Oak Dale Baptist Church,4,1017,65,868,10,1,179,237,18,7,0,1,227,8,0,47,0,154,1,1,1,145,2008,592,434
1200142 Tower Road Branch Library,4,983,80,1187,8,1,246,297,4,3,0,1,241,3,0,63,0,221,0,0,0,141,2312,673,547
1200143 Grace United Methodist Church,4,705,74,1400,27,4,240,268,11,6,0,1,147,7,0,18,0,112,0,1,0,66,2242,358,519
1200144 Phillips Center for the Perf. Arts,11,762,177,3176,49,2,735,233,3,8,0,1,66,3,0,29,0,151,1,2,0,53,4259,314,971
1200145 Trinity United Methodist Church,5,1748,144,2392,41,2,551,743,33,17,1,2,408,21,0,104,0,333,3,5,1,210,4409,1105,1327
1200146 Westside Baptist Church,6,1346,76,1448,20,4,263,367,10,7,1,1,282,10,2,55,0,307,2,0,0,146,2970,813,640
1200147 The Family Church,5,1227,77,1364,10,1,219,338,12,6,1,0,270,14,0,102,1,257,1,0,0,142,2733,794,569
1200148 Freedom Comm. Center at Kanapaha,5,658,80,1131,43,1,239,190,4,5,0,0,106,4,0,13,0,66,1,1,0,55,1952,251,433
1200149 First Baptist Church,5,1038,47,779,10,1,194,208,18,3,0,1,247,9,0,25,0,132,0,6,0,134,1913,557,420
1200150 Westminster Presbyterian Church,5,456,50,969,21,1,321,350,12,0,0,0,73,4,0,52,1,119,0,1,0,47,1540,297,683
1200151 Faith Presbyterian Church,9,958,74,1414,23,1,312,449,11,9,0,1,212,7,0,65,0,168,1,2,0,104,2522,569,772
1200152 DAV State Office,2,313,38,1002,22,0,148,170,5,0,0,0,42,1,0,12,0,45,1,0,1,33,1410,135,323
1200153 Hathcock Community Center,10,956,27,1085,35,4,240,323,14,4,0,0,196,8,0,23,1,69,0,1,1,98,2155,401,577
1200154 Florida Museum of Natural History,6,562,104,1775,47,4,457,246,4,6,0,0,59,17,1,41,0,133,1,0,0,50,2549,308,707
1200155 City Public Works Admin. Bldg.,1,126,16,704,12,1,101,182,2,0,0,0,18,1,0,2,1,11,0,0,0,14,876,47,285
1200156 Covenant Presbyterian Church,1,942,86,1121,19,0,233,243,15,4,0,0,202,8,0,37,0,172,1,2,0,120,2212,546,491
1200157 Z.L. Sung 7th-day Adventist School,6,658,69,1282,38,3,363,318,16,3,0,0,111,4,0,23,0,99,1,3,2,78,2099,324,697
1200158 Gainesville Shrine Club,9,1447,134,1900,29,3,341,471,10,9,0,1,286,12,0,53,0,226,0,2,2,203,3586,794,822
1200159 Paramount Plaza Hotel,6,1198,176,2899,75,4,709,292,3,3,0,0,81,1,0,53,0,202,0,5,1,71,4415,417,1004
1200160 Fellowship Church of High Springs,5,1827,58,618,16,2,177,175,16,15,2,0,371,6,0,44,0,182,0,1,0,247,2568,868,368
1200161 The Atrium,1,607,44,1145,19,3,301,447,21,6,1,1,155,7,0,33,1,129,1,4,0,69,1846,407,769
1200162 North Central Baptist Church,3,594,59,1159,25,0,217,283,11,10,0,2,118,11,0,34,0,120,0,2,0,71,1881,368,511
1200163 CSI Academy of Florida,5,1133,50,799,17,3,169,219,24,6,0,2,251,7,0,33,0,169,0,0,0,139,2040,607,412
120031A Sanderson Community Center,2,1277,24,727,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,0,0
120032A Macclenny Baptist Gym,6,1903,38,498,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482,0,0
120033A Center of the Agriculture,6,2281,42,363,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731,0,0
120034A Baxter Fire Station,0,153,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0
120034B Taylor Voting House,0,430,17,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0
120034C Center of the Agriculture,4,1330,14,147,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,0,0
120034D Cuyler Church Hall,0,745,5,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0,0
120035A Glen Baptist Hall,5,2029,26,212,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,0,0
120036A Olustee Baptist Hall,0,146,1,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0
12003BAK001 Sanderson Community Center,0,0,0,0,0,0,123,190,24,3,0,0,238,2,0,9,0,76,0,1,0,98,0,427,337
12003BAK002 Macclenny Baptist Gym,0,0,0,0,0,0,143,143,57,16,0,0,411,8,0,13,0,153,1,1,0,156,0,759,343
12003BAK003 Center of the Agriculture,0,0,0,0,0,0,167,105,60,12,0,0,472,9,0,16,1,188,1,0,0,223,0,922,332
12003BAK004 Baxter Fire Station,0,0,0,0,0,0,23,4,2,1,0,0,26,0,0,0,0,7,0,0,0,17,0,51,29
12003BAK005 Taylor Voting House,0,0,0,0,0,0,44,12,20,4,0,0,89,0,0,2,0,25,0,3,0,46,0,169,76
12003BAK006 Center of the Agriculture,0,0,0,0,0,0,83,44,21,8,0,0,320,5,0,7,0,136,0,0,0,145,0,621,148
12003BAK007 Cuyler Church Hall,0,0,0,0,0,0,53,28,13,2,0,0,161,1,0,3,0,27,0,0,0,70,0,264,94
12003BAK008 Glen Baptist Hall,0,0,0,0,0,0,151,101,40,14,0,0,411,8,0,17,0,149,0,0,0,207,0,806,292
12003BAK009 Olustee Baptist Hall,0,0,0,0,0,0,18,27,3,0,0,0,35,0,0,3,0,8,0,0,1,9,0,56,48
120051,0,1122,25,189,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,0
120051 PCT 1,0,0,0,0,0,0,50,44,11,6,0,1,228,5,0,3,0,45,1,2,0,88,0,379,105
1200510,0,2550,86,731,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,0,0
1200510 PCT 10,0,0,0,0,0,0,156,168,9,11,0,0,692,8,0,67,0,213,0,4,2,211,0,1208,333
1200511,11,2620,112,996,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826,0,0
1200511 PCT 11,0,0,0,0,0,0,164,144,6,12,0,0,648,8,0,52,0,189,1,1,0,233,0,1144,314
1200512,9,2647,126,812,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3661,0,0
1200512 PCT 12,0,0,0,0,0,0,138,158,8,11,1,0,696,4,0,52,0,194,1,2,0,203,0,1164,304
1200513,1,1298,54,330,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,0,0
1200513 PCT 13,0,0,0,0,0,0,56,50,4,3,0,0,325,10,0,24,0,102,0,3,1,98,0,566,110
1200514,9,2406,123,721,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3326,0,0
1200514 PCT 14,0,0,0,0,0,0,136,135,20,10,0,0,614,16,0,45,0,186,2,3,0,208,0,1084,291
1200515,1,1990,48,409,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484,0,0
1200515 PCT 15,0,0,0,0,0,0,71,92,4,4,1,0,646,7,0,82,0,242,0,2,0,195,0,1179,167
1200516,2,1049,22,113,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,0,0
1200516 PCT 16,0,0,0,0,0,0,51,42,18,5,0,0,250,3,0,18,0,102,0,0,0,190,0,568,111
1200517,1,1937,68,491,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545,0,0
1200517 PCT 17,0,0,0,0,0,0,107,93,20,13,1,2,364,5,0,32,0,146,3,4,2,266,0,838,220
1200518,1,1608,62,336,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043,0,0
1200518 PCT 18,0,0,0,0,0,0,110,120,20,4,0,0,423,9,1,57,0,207,2,3,0,266,0,972,250
1200519,1,908,46,537,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,0,0
1200519 PCT 19,0,0,0,0,0,0,98,178,5,4,1,0,182,2,0,17,0,91,0,0,1,120,0,418,281
120052,1,764,20,99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0
120052 PCT 2,0,0,0,0,0,0,45,21,6,4,0,0,167,6,0,11,0,47,1,0,0,96,0,332,72
1200520,4,1020,44,237,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,0,0
1200520 PCT 20,0,0,0,0,0,0,61,60,11,9,0,0,222,5,0,23,0,127,1,0,0,119,0,506,132
1200521,7,2535,90,611,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3319,0,0
1200521 PCT 21,0,0,0,0,0,0,102,127,16,13,1,1,633,12,0,60,0,316,5,2,0,409,0,1452,245
1200522,5,2382,111,667,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229,0,0
1200522 PCT 22,0,0,0,0,0,0,156,190,23,9,0,0,609,16,0,72,0,310,2,2,0,372,0,1392,369
1200523,10,2487,118,953,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3668,0,0
1200523 PCT 23,0,0,0,0,0,0,161,210,25,17,0,0,541,15,0,61,1,275,0,3,0,384,0,1297,396
1200524,3,789,34,273,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,0,0
1200524 PCT 24,0,0,0,0,0,0,61,53,8,3,0,0,151,3,0,17,0,86,1,0,0,107,0,368,122
1200525,4,1393,57,418,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,0,0
1200525 PCT 25,0,0,0,0,0,0,66,89,13,10,1,0,373,8,0,59,0,211,1,2,0,205,0,870,168
1200526,2,1539,71,422,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,0,0
1200526 PCT 26,0,0,0,0,0,0,87,106,16,15,0,0,350,8,0,35,0,176,2,0,1,263,0,850,209
1200527,4,1845,83,658,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655,0,0
1200527 PCT 27,0,0,0,0,0,0,147,129,13,20,1,0,412,9,0,38,0,159,1,0,0,235,0,875,289
1200528,3,980,66,508,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,0,0
1200528 PCT 28,0,0,0,0,0,0,89,114,15,6,0,0,198,8,0,9,0,95,0,3,0,85,0,404,218
1200529,4,1261,59,888,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,0,0
1200529 PCT 29,0,0,0,0,0,0,136,230,21,9,0,1,283,8,0,23,0,119,0,1,1,112,0,557,387
120053,0,434,4,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0
120053 PCT 3,0,0,0,0,0,0,18,13,7,0,0,0,94,4,0,10,0,30,0,1,0,58,0,197,38
1200530,2,574,38,314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0
1200530 PCT 30,0,0,0,0,0,0,41,74,6,5,0,1,121,3,0,4,0,39,0,0,0,54,0,227,121
1200531,21,1938,143,1104,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299,0,0
1200531 PCT 31,0,0,0,0,0,0,191,260,29,12,2,0,417,29,0,72,0,192,2,5,1,224,0,956,480
1200532,5,168,10,1082,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,0,0
1200532 PCT 32,0,0,0,0,0,0,67,429,7,3,1,0,24,1,0,1,0,13,0,1,0,15,0,59,503
1200533,8,453,36,797,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,0,0
1200533 PCT 33,0,0,0,0,0,0,65,241,12,5,1,0,83,2,0,3,0,17,0,1,1,22,0,135,318
1200534,0,724,33,256,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,0
1200534 PCT 34,0,0,0,0,0,0,57,60,4,2,0,0,184,6,0,30,0,93,1,1,1,73,0,391,121
1200535,3,1198,79,437,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,0
1200535 PCT 35,0,0,0,0,0,0,117,131,11,7,0,0,291,17,0,61,0,184,2,0,0,171,0,733,259
1200536,2,392,20,274,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,0
1200536 PCT 36,0,0,0,0,0,0,47,64,1,1,0,0,71,1,0,1,0,23,1,0,0,40,0,138,112
1200537,10,1506,75,1034,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679,0,0
1200537 PCT 37,0,0,0,0,0,0,141,254,27,8,0,0,301,9,1,13,0,121,1,1,0,118,0,573,422
1200538,1,801,36,376,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,0
1200538 PCT 38,0,0,0,0,0,0,70,71,16,4,1,1,141,5,0,10,0,46,0,2,0,69,0,279,157
1200539,12,2072,95,668,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898,0,0
1200539 PCT 39,0,0,0,0,0,0,124,161,15,11,0,0,397,14,0,53,1,251,2,0,1,282,0,1012,300
120054,1,1956,68,289,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355,0,0
120054 PCT 4,0,0,0,0,0,0,116,65,17,8,0,1,423,5,0,23,0,116,0,0,0,193,0,769,198
1200540,3,972,42,450,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,0,0
1200540 PCT 40,0,0,0,0,0,0,93,106,14,3,0,0,200,4,0,14,0,99,2,1,0,111,0,434,213
1200541,1,1232,66,569,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,0,0
1200541 PCT 41,0,0,0,0,0,0,120,122,16,2,0,0,281,12,0,25,0,104,2,0,0,171,0,597,258
1200542,4,1074,79,428,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,0,0
1200542 PCT 42,0,0,0,0,0,0,79,55,14,5,0,0,202,3,0,24,0,80,1,0,0,118,0,433,148
1200543,3,879,34,347,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,0
1200543 PCT 43,0,0,0,0,0,0,62,82,11,4,2,0,169,4,0,22,0,67,2,0,0,113,0,383,155
1200544,1,665,30,204,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,0,0
1200544 PCT 44,0,0,0,0,0,0,53,60,7,4,0,2,186,1,0,18,0,82,0,0,1,56,0,350,120
120055,6,1763,50,256,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,0,0
120055 PCT 5,0,0,0,0,0,0,84,73,21,8,0,0,339,4,0,31,0,105,1,1,0,231,0,720,178
120056,4,2356,70,343,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821,0,0
120056 PCT 6,0,0,0,0,0,0,125,100,27,10,1,2,564,12,0,35,0,196,1,1,0,243,0,1065,252
120057,1,306,6,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0
120057 PCT 7,0,0,0,0,0,0,15,12,4,1,0,0,72,0,0,0,0,17,0,0,0,32,0,122,31
120058,5,1920,60,516,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,0,0
120058 PCT 8,0,0,0,0,0,0,102,116,5,10,0,1,491,7,0,67,0,206,2,3,1,183,0,971,223
120059,3,1681,53,538,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,0,0
120059 PCT 9,0,0,0,0,0,0,100,116,8,8,0,1,390,7,0,43,0,128,0,0,0,124,0,701,224
120071,3,1130,19,121,4,0,86,44,34,5,0,0,216,0,0,7,0,55,0,0,0,132,1298,415,164
1200710,2,629,3,96,5,0,62,35,15,3,0,0,132,3,0,9,1,55,1,0,0,89,739,293,112
1200711,4,673,19,175,3,0,67,57,17,2,0,0,121,2,0,6,0,58,0,1,0,47,882,237,141
1200712,6,966,31,359,4,0,85,126,20,3,0,0,279,5,0,24,0,119,0,1,0,119,1380,550,231
1200713,0,361,5,42,1,0,24,21,10,1,0,0,52,0,0,1,0,17,0,0,0,26,411,97,55
1200714,4,438,5,106,4,0,53,46,7,2,0,0,81,0,0,1,0,28,0,0,0,66,560,178,106
120072,3,282,12,283,3,0,52,135,5,1,1,1,43,1,0,1,0,16,0,0,0,20,586,84,192
120073,1,418,7,59,2,0,38,15,10,0,0,0,69,1,0,3,0,14,0,0,0,49,491,136,63
120074,1,817,9,156,3,0,89,54,15,3,0,0,139,2,0,5,0,47,0,0,1,89,999,286,158
120075,3,780,22,415,11,1,103,146,23,3,0,0,133,5,0,9,0,101,4,1,0,103,1252,359,272
120076,0,517,13,64,1,0,43,16,11,3,1,0,123,1,0,3,0,41,0,0,0,49,599,221,70
120077,2,321,7,478,2,1,57,175,10,1,0,0,53,0,0,4,0,15,1,0,0,25,816,99,242
120078,3,970,17,267,2,0,93,88,15,5,0,0,225,6,0,12,0,93,0,1,0,92,1277,434,196
120079,1,611,8,303,2,2,56,99,14,2,0,0,136,5,0,9,0,41,0,0,0,58,941,251,169
12009100 Precinct 100,3,1083,42,431,6,1,87,148,13,10,0,1,277,5,0,13,0,94,1,1,1,98,1597,501,248
12009101 Precinct 101,0,0,0,0,0,0,75,114,4,5,0,0,154,2,0,27,0,77,0,0,0,34,0,299,193
12009102 Precinct 102,0,433,18,242,4,1,47,64,7,6,0,0,129,2,0,17,0,70,0,0,1,39,706,264,118
12009103 Precinct 103,5,1855,84,793,13,3,191,267,15,11,0,0,471,18,0,77,1,314,1,0,0,214,2807,1107,473
12009104 Precinct 104,4,2405,70,902,19,5,205,282,21,13,0,1,584,10,0,48,0,243,3,3,0,228,3459,1133,508
12009105 Precinct 105,8,2588,131,1393,30,4,159,222,18,8,1,1,337,4,0,25,0,175,0,1,1,132,4230,685,399
12009106 Precinct 106,4,1478,42,350,14,3,118,85,13,3,0,0,377,16,0,25,0,141,0,0,0,126,1907,688,216
12009107 Precinct 107,3,994,67,541,12,2,102,185,13,11,0,0,219,7,0,35,0,159,1,0,1,139,1646,572,300
12009108 Precinct 108,12,1387,74,1904,25,3,163,457,4,7,0,0,172,4,0,19,0,95,1,1,0,53,3457,352,624
12009109 Precinct 109,6,2396,117,1407,39,4,146,239,8,12,1,1,302,8,0,46,0,144,1,0,0,120,4042,635,393
12009110 Precinct 110,0,0,0,0,0,0,129,195,15,15,0,0,302,17,0,31,0,162,0,1,3,114,0,645,339
12009111 Precinct 111,2,1203,74,684,18,3,129,165,15,12,0,0,269,6,0,29,0,128,0,3,1,85,2022,533,309
12009112 Precinct 112,8,1452,81,693,11,2,132,181,14,6,1,1,376,11,0,62,0,229,1,0,0,212,2302,899,327
12009113 Precinct 113,3,1475,105,787,17,4,147,198,19,7,0,2,301,8,1,23,0,133,1,3,0,122,2424,601,364
12009114 Precinct 114,7,2231,112,1367,31,3,253,328,19,11,1,4,547,15,0,62,0,312,3,1,0,250,3826,1206,600
12009115 Precinct 115,6,1586,89,882,25,3,173,242,16,12,3,0,439,11,0,57,0,244,0,0,0,140,2633,906,431
12009116 Precinct 116,4,2299,62,880,16,7,168,255,18,17,0,0,759,15,0,85,0,358,1,1,0,246,3326,1482,441
12009117 Precinct 117,0,0,0,0,0,0,138,189,13,3,0,1,242,10,0,18,0,138,4,1,0,118,0,535,340
12009118 Precinct 118,8,2710,106,1056,26,3,216,329,33,13,1,3,595,15,0,51,0,213,0,3,0,259,3962,1153,578
12009119 Precinct 119,0,0,0,0,0,0,71,106,7,2,0,0,171,3,0,14,0,58,0,4,0,76,0,328,184
12009120 Precinct 120,1,91,10,787,4,1,50,305,5,0,0,0,19,0,0,1,0,6,1,0,0,4,905,31,360
12009121 Precinct 121,9,1210,61,459,16,1,125,127,18,16,0,0,334,8,0,38,0,172,3,2,0,164,1787,737,270
12009122 Precinct 122,9,1102,64,513,12,2,99,140,10,2,1,1,228,5,0,15,0,100,1,0,0,106,1724,459,249
12009123 Precinct 123,3,1471,83,777,17,5,145,214,12,7,0,1,319,7,0,22,0,123,2,1,0,149,2388,631,371
12009124 Precinct 124,6,1674,123,955,15,3,182,256,20,11,1,1,369,21,0,28,0,163,0,2,0,159,2830,755,458
12009125 Precinct 125,9,1836,96,899,22,6,176,242,17,11,0,0,456,13,0,43,2,163,2,2,0,133,2919,825,435
12009126 Precinct 126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12009127 Precinct 127,0,459,8,235,4,1,38,72,1,2,0,0,128,5,0,11,0,49,0,0,0,30,727,225,111
12009128 Precinct 128,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1
12009129 Precinct 129,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0
12009130 Precinct 130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12009131 Precinct 131,3,650,32,382,7,1,70,94,5,2,0,0,131,1,0,18,0,74,0,1,0,68,1094,295,169
12009132 Precinct 132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12009133 Precinct 133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12009134 Precinct 134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12009135 Precinct 135,2,963,30,428,6,1,20,23,2,0,0,0,76,2,0,4,0,15,0,0,0,29,1449,126,45
12009136 Precinct 136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
