,county,precinct,office,district,candidate,party,election_day,early_voting,provisional,votes
3908,Yavapai,216,U.S. REP IN CONGRESS - DIST. 4,,Overvote,,1,0,0,1
3909,Yavapai,216,U.S. REP IN CONGRESS - DIST. 4,,Undervote,,118,37,0,155
3910,Yavapai,216,U.S. REP IN CONGRESS - DIST. 4,,TotalVotes,,1323,502,11,1836
3911,Yavapai,216,STATE SENATOR - DIST. 6,,Overvote,,1,0,0,1
3912,Yavapai,216,STATE SENATOR - DIST. 6,,Undervote,,98,36,1,135
3913,Yavapai,216,STATE SENATOR - DIST. 6,,TotalVotes,,1342,502,10,1854
3914,Yavapai,216,STATE REP - DIST. 6,,Overvote,,0,0,0,0
3915,Yavapai,216,STATE REP - DIST. 6,,Undervote,,913,370,7,1290
3916,Yavapai,216,STATE REP - DIST. 6,,TotalVotes,,1969,706,15,2690
3917,Yavapai,216,CORPORATION COMMISSIONER,,Overvote,,0,3,0,3
3918,Yavapai,216,CORPORATION COMMISSIONER,,Undervote,,1212,514,9,1735
3919,Yavapai,216,CORPORATION COMMISSIONER,,TotalVotes,,3111,1097,24,4232
3920,Yavapai,216,BOARD OF SUPERVISORS - DIST. 2,,Overvote,,0,0,0,0
3921,Yavapai,216,BOARD OF SUPERVISORS - DIST. 2,,Undervote,,560,158,1,719
3922,Yavapai,216,BOARD OF SUPERVISORS - DIST. 2,,TotalVotes,,881,380,10,1271
3923,Yavapai,216,COUNTY ASSESSOR,,Overvote,,1,0,0,1
3924,Yavapai,216,COUNTY ASSESSOR,,Undervote,,583,165,1,749
3925,Yavapai,216,COUNTY ASSESSOR,,TotalVotes,,857,373,10,1240
3926,Yavapai,216,COUNTY ATTORNEY,,Overvote,,1,0,0,1
3927,Yavapai,216,COUNTY ATTORNEY,,Undervote,,560,165,0,725
3928,Yavapai,216,COUNTY ATTORNEY,,TotalVotes,,880,373,11,1264
3929,Yavapai,216,COUNTY RECORDER,,Overvote,,1,0,0,1
3930,Yavapai,216,COUNTY RECORDER,,Undervote,,583,168,1,752
3931,Yavapai,216,COUNTY RECORDER,,TotalVotes,,857,370,10,1237
3932,Yavapai,216,COUNTY SCHOOL SUPERINTENDENT,,Overvote,,1,0,0,1
3933,Yavapai,216,COUNTY SCHOOL SUPERINTENDENT,,Undervote,,594,183,1,778
3934,Yavapai,216,COUNTY SCHOOL SUPERINTENDENT,,TotalVotes,,846,355,10,1211
3935,Yavapai,216,COUNTY SHERIFF,,Overvote,,1,0,0,1
3936,Yavapai,216,COUNTY SHERIFF,,Undervote,,586,160,0,746
3937,Yavapai,216,COUNTY SHERIFF,,TotalVotes,,854,378,11,1243
3938,Yavapai,216,COUNTY TREASURER,,Overvote,,2,0,0,2
3939,Yavapai,216,COUNTY TREASURER,,Undervote,,576,161,1,738
3940,Yavapai,216,COUNTY TREASURER,,TotalVotes,,863,377,10,1250
3941,Yavapai,216,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Overvote,,0,0,0,0
3942,Yavapai,216,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Undervote,,537,161,1,699
3943,Yavapai,216,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,TotalVotes,,904,377,10,1291
3944,Yavapai,216,JUDGE OF SUPERIOR COURT - DIV. 4,,Overvote,,0,0,0,0
3945,Yavapai,216,JUDGE OF SUPERIOR COURT - DIV. 4,,Undervote,,619,186,2,807
3946,Yavapai,216,JUDGE OF SUPERIOR COURT - DIV. 4,,TotalVotes,,822,352,9,1183
3947,Yavapai,216,JUDGE OF SUPERIOR COURT - DIV. 7,,Overvote,,1,0,0,1
3948,Yavapai,216,JUDGE OF SUPERIOR COURT - DIV. 7,,Undervote,,614,183,4,801
3949,Yavapai,216,JUDGE OF SUPERIOR COURT - DIV. 7,,TotalVotes,,826,355,7,1188
3950,Yavapai,216,MINGUS UNION HSD #4,,Overvote,,6,0,0,6
3951,Yavapai,216,MINGUS UNION HSD #4,,Undervote,,2163,740,16,2919
3952,Yavapai,216,MINGUS UNION HSD #4,,TotalVotes,,2154,874,17,3045
3953,Yavapai,216,YAVAPAI COLLEGE DISTRICT 2,,Overvote,,5,3,0,8
3954,Yavapai,216,YAVAPAI COLLEGE DISTRICT 2,,Undervote,,662,193,3,858
3955,Yavapai,216,YAVAPAI COLLEGE DISTRICT 2,,TotalVotes,,774,342,8,1124
3956,Yavapai,216,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,Overvote,,1,0,0,1
3957,Yavapai,216,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,Undervote,,551,156,1,708
3958,Yavapai,216,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,TotalVotes,,889,382,10,1281
3959,Yavapai,216,BROWN - JUDGE OF THE COURT OF APPEALS,,Overvote,,1,0,0,1
3960,Yavapai,216,BROWN - JUDGE OF THE COURT OF APPEALS,,Undervote,,581,179,2,762
3961,Yavapai,216,BROWN - JUDGE OF THE COURT OF APPEALS,,TotalVotes,,859,359,9,1227
3962,Yavapai,216,JONES - JUDGE OF THE COURT OF APPEALS,,Overvote,,1,1,0,2
3963,Yavapai,216,JONES - JUDGE OF THE COURT OF APPEALS,,Undervote,,592,180,3,775
3964,Yavapai,216,JONES - JUDGE OF THE COURT OF APPEALS,,TotalVotes,,848,357,8,1213
3965,Yavapai,216,THOMPSON - JUDGE OF THE COURT OF APPEALS,,Overvote,,1,0,0,1
3966,Yavapai,216,THOMPSON - JUDGE OF THE COURT OF APPEALS,,Undervote,,591,183,3,777
3967,Yavapai,216,THOMPSON - JUDGE OF THE COURT OF APPEALS,,TotalVotes,,849,355,8,1212
3968,Yavapai,216,COTTONWOOD MAYOR,,Overvote,,0,0,0,0
3969,Yavapai,216,COTTONWOOD MAYOR,,Undervote,,0,0,0,0
3970,Yavapai,216,COTTONWOOD MAYOR,,TotalVotes,,0,0,0,0
3971,Yavapai,216,PROPOSITION 205,,Overvote,,1,0,0,1
3972,Yavapai,216,PROPOSITION 205,,Undervote,,80,8,1,89
3973,Yavapai,216,PROPOSITION 205,,TotalVotes,,1360,530,10,1900
3974,Yavapai,216,PROPOSITION 206,,Overvote,,2,0,0,2
3975,Yavapai,216,PROPOSITION 206,,Undervote,,89,11,1,101
3976,Yavapai,216,PROPOSITION 206,,TotalVotes,,1350,527,10,1887
3977,Yavapai,217,President,,Overvote,,0,0,0,0
3978,Yavapai,217,President,,Undervote,,0,1,0,1
3979,Yavapai,217,President,,TotalVotes,,77,22,1,100
3980,Yavapai,217,U.S. Senate,,Overvote,,0,0,0,0
3981,Yavapai,217,U.S. Senate,,Undervote,,1,2,0,3
3982,Yavapai,217,U.S. Senate,,TotalVotes,,76,21,1,98
3983,Yavapai,217,U.S. REP IN CONGRESS - DIST. 1,,Overvote,,0,0,0,0
3984,Yavapai,217,U.S. REP IN CONGRESS - DIST. 1,,Undervote,,6,3,1,10
3985,Yavapai,217,U.S. REP IN CONGRESS - DIST. 1,,TotalVotes,,71,20,0,91
3986,Yavapai,217,STATE SENATOR - DIST. 6,,Overvote,,0,0,0,0
3987,Yavapai,217,STATE SENATOR - DIST. 6,,Undervote,,5,2,0,7
3988,Yavapai,217,STATE SENATOR - DIST. 6,,TotalVotes,,72,21,1,94
3989,Yavapai,217,STATE REP - DIST. 6,,Overvote,,0,0,0,0
3990,Yavapai,217,STATE REP - DIST. 6,,Undervote,,54,18,0,72
3991,Yavapai,217,STATE REP - DIST. 6,,TotalVotes,,100,28,2,130
3992,Yavapai,217,CORPORATION COMMISSIONER,,Overvote,,0,0,0,0
3993,Yavapai,217,CORPORATION COMMISSIONER,,Undervote,,77,31,2,110
3994,Yavapai,217,CORPORATION COMMISSIONER,,TotalVotes,,154,38,1,193
3995,Yavapai,217,BOARD OF SUPERVISORS - DIST. 2,,Overvote,,0,0,0,0
3996,Yavapai,217,BOARD OF SUPERVISORS - DIST. 2,,Undervote,,33,12,1,46
3997,Yavapai,217,BOARD OF SUPERVISORS - DIST. 2,,TotalVotes,,44,11,0,55
3998,Yavapai,217,COUNTY ASSESSOR,,Overvote,,0,0,0,0
3999,Yavapai,217,COUNTY ASSESSOR,,Undervote,,39,13,1,53
4000,Yavapai,217,COUNTY ASSESSOR,,TotalVotes,,38,10,0,48
4001,Yavapai,217,COUNTY ATTORNEY,,Overvote,,0,0,0,0
4002,Yavapai,217,COUNTY ATTORNEY,,Undervote,,37,11,1,49
4003,Yavapai,217,COUNTY ATTORNEY,,TotalVotes,,40,12,0,52
4004,Yavapai,217,COUNTY RECORDER,,Overvote,,1,0,0,1
4005,Yavapai,217,COUNTY RECORDER,,Undervote,,42,12,1,55
4006,Yavapai,217,COUNTY RECORDER,,TotalVotes,,34,11,0,45
4007,Yavapai,217,COUNTY SCHOOL SUPERINTENDENT,,Overvote,,0,0,0,0
4008,Yavapai,217,COUNTY SCHOOL SUPERINTENDENT,,Undervote,,37,12,1,50
4009,Yavapai,217,COUNTY SCHOOL SUPERINTENDENT,,TotalVotes,,40,11,0,51
4010,Yavapai,217,COUNTY SHERIFF,,Overvote,,0,0,0,0
4011,Yavapai,217,COUNTY SHERIFF,,Undervote,,38,11,1,50
4012,Yavapai,217,COUNTY SHERIFF,,TotalVotes,,39,12,0,51
4013,Yavapai,217,COUNTY TREASURER,,Overvote,,1,0,0,1
4014,Yavapai,217,COUNTY TREASURER,,Undervote,,38,12,1,51
4015,Yavapai,217,COUNTY TREASURER,,TotalVotes,,38,11,0,49
4016,Yavapai,217,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Overvote,,1,0,0,1
4017,Yavapai,217,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Undervote,,35,12,0,47
4018,Yavapai,217,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,TotalVotes,,41,11,1,53
4019,Yavapai,217,JUDGE OF SUPERIOR COURT - DIV. 4,,Overvote,,1,0,0,1
4020,Yavapai,217,JUDGE OF SUPERIOR COURT - DIV. 4,,Undervote,,44,10,1,55
4021,Yavapai,217,JUDGE OF SUPERIOR COURT - DIV. 4,,TotalVotes,,32,13,0,45
4022,Yavapai,217,JUDGE OF SUPERIOR COURT - DIV. 7,,Overvote,,0,0,0,0
4023,Yavapai,217,JUDGE OF SUPERIOR COURT - DIV. 7,,Undervote,,38,10,1,49
4024,Yavapai,217,JUDGE OF SUPERIOR COURT - DIV. 7,,TotalVotes,,39,13,0,52
4025,Yavapai,217,MINGUS UNION HSD #4,,Overvote,,0,0,0,0
4026,Yavapai,217,MINGUS UNION HSD #4,,Undervote,,130,35,3,168
4027,Yavapai,217,MINGUS UNION HSD #4,,TotalVotes,,101,34,0,135
4028,Yavapai,217,YAVAPAI COLLEGE DISTRICT 2,,Overvote,,0,0,0,0
4029,Yavapai,217,YAVAPAI COLLEGE DISTRICT 2,,Undervote,,41,12,1,54
4030,Yavapai,217,YAVAPAI COLLEGE DISTRICT 2,,TotalVotes,,36,11,0,47
4031,Yavapai,217,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,Overvote,,0,0,0,0
4032,Yavapai,217,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,Undervote,,39,8,0,47
4033,Yavapai,217,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,TotalVotes,,38,15,1,54
4034,Yavapai,217,BROWN - JUDGE OF THE COURT OF APPEALS,,Overvote,,0,0,0,0
4035,Yavapai,217,BROWN - JUDGE OF THE COURT OF APPEALS,,Undervote,,40,9,0,49
4036,Yavapai,217,BROWN - JUDGE OF THE COURT OF APPEALS,,TotalVotes,,37,14,1,52
4037,Yavapai,217,JONES - JUDGE OF THE COURT OF APPEALS,,Overvote,,0,0,0,0
4038,Yavapai,217,JONES - JUDGE OF THE COURT OF APPEALS,,Undervote,,39,9,0,48
4039,Yavapai,217,JONES - JUDGE OF THE COURT OF APPEALS,,TotalVotes,,38,14,1,53
4040,Yavapai,217,THOMPSON - JUDGE OF THE COURT OF APPEALS,,Overvote,,0,0,0,0
4041,Yavapai,217,THOMPSON - JUDGE OF THE COURT OF APPEALS,,Undervote,,39,9,0,48
4042,Yavapai,217,THOMPSON - JUDGE OF THE COURT OF APPEALS,,TotalVotes,,38,14,1,53
4043,Yavapai,217,PROPOSITION 205,,Overvote,,0,0,0,0
4044,Yavapai,217,PROPOSITION 205,,Undervote,,5,0,0,5
4045,Yavapai,217,PROPOSITION 205,,TotalVotes,,72,23,1,96
4046,Yavapai,217,PROPOSITION 206,,Overvote,,0,0,0,0
4047,Yavapai,217,PROPOSITION 206,,Undervote,,9,3,0,12
4048,Yavapai,217,PROPOSITION 206,,TotalVotes,,68,20,1,89
4049,Yavapai,218,President,,Overvote,,9,2,0,11
4050,Yavapai,218,President,,Undervote,,12,2,0,14
4051,Yavapai,218,President,,TotalVotes,,1465,623,16,2104
4052,Yavapai,218,U.S. Senate,,Overvote,,0,0,0,0
4053,Yavapai,218,U.S. Senate,,Undervote,,50,23,0,73
4054,Yavapai,218,U.S. Senate,,TotalVotes,,1436,604,16,2056
4055,Yavapai,218,U.S. REP IN CONGRESS - DIST. 1,,Overvote,,0,1,0,1
4056,Yavapai,218,U.S. REP IN CONGRESS - DIST. 1,,Undervote,,89,53,2,144
4057,Yavapai,218,U.S. REP IN CONGRESS - DIST. 1,,TotalVotes,,1397,573,14,1984
4058,Yavapai,218,STATE SENATOR - DIST. 6,,Overvote,,1,0,0,1
4059,Yavapai,218,STATE SENATOR - DIST. 6,,Undervote,,103,56,2,161
4060,Yavapai,218,STATE SENATOR - DIST. 6,,TotalVotes,,1382,571,14,1967
4061,Yavapai,218,STATE REP - DIST. 6,,Overvote,,0,0,2,2
4062,Yavapai,218,STATE REP - DIST. 6,,Undervote,,948,470,11,1429
4063,Yavapai,218,STATE REP - DIST. 6,,TotalVotes,,2024,784,19,2827
4064,Yavapai,218,CORPORATION COMMISSIONER,,Overvote,,3,0,0,3
4065,Yavapai,218,CORPORATION COMMISSIONER,,Undervote,,1270,644,22,1936
4066,Yavapai,218,CORPORATION COMMISSIONER,,TotalVotes,,3185,1237,26,4448
4067,Yavapai,218,BOARD OF SUPERVISORS - DIST. 2,,Overvote,,0,0,0,0
4068,Yavapai,218,BOARD OF SUPERVISORS - DIST. 2,,Undervote,,497,175,3,675
4069,Yavapai,218,BOARD OF SUPERVISORS - DIST. 2,,TotalVotes,,989,452,13,1454
4070,Yavapai,218,COUNTY ASSESSOR,,Overvote,,0,0,0,0
4071,Yavapai,218,COUNTY ASSESSOR,,Undervote,,519,187,4,710
4072,Yavapai,218,COUNTY ASSESSOR,,TotalVotes,,967,440,12,1419
4073,Yavapai,218,COUNTY ATTORNEY,,Overvote,,1,0,0,1
4074,Yavapai,218,COUNTY ATTORNEY,,Undervote,,513,187,3,703
4075,Yavapai,218,COUNTY ATTORNEY,,TotalVotes,,972,440,13,1425
4076,Yavapai,218,COUNTY RECORDER,,Overvote,,0,0,0,0
4077,Yavapai,218,COUNTY RECORDER,,Undervote,,532,185,5,722
4078,Yavapai,218,COUNTY RECORDER,,TotalVotes,,954,442,11,1407
4079,Yavapai,218,COUNTY SCHOOL SUPERINTENDENT,,Overvote,,0,0,0,0
4080,Yavapai,218,COUNTY SCHOOL SUPERINTENDENT,,Undervote,,527,184,4,715
4081,Yavapai,218,COUNTY SCHOOL SUPERINTENDENT,,TotalVotes,,959,443,12,1414
4082,Yavapai,218,COUNTY SHERIFF,,Overvote,,0,0,0,0
4083,Yavapai,218,COUNTY SHERIFF,,Undervote,,508,186,4,698
4084,Yavapai,218,COUNTY SHERIFF,,TotalVotes,,978,441,12,1431
4085,Yavapai,218,COUNTY TREASURER,,Overvote,,0,0,0,0
4086,Yavapai,218,COUNTY TREASURER,,Undervote,,508,189,3,700
4087,Yavapai,218,COUNTY TREASURER,,TotalVotes,,978,438,13,1429
4088,Yavapai,218,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Overvote,,0,0,0,0
4089,Yavapai,218,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Undervote,,502,172,3,677
4090,Yavapai,218,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,TotalVotes,,984,455,13,1452
4091,Yavapai,218,JUDGE OF SUPERIOR COURT - DIV. 4,,Overvote,,0,0,0,0
4092,Yavapai,218,JUDGE OF SUPERIOR COURT - DIV. 4,,Undervote,,534,210,3,747
4093,Yavapai,218,JUDGE OF SUPERIOR COURT - DIV. 4,,TotalVotes,,952,417,13,1382
4094,Yavapai,218,JUDGE OF SUPERIOR COURT - DIV. 7,,Overvote,,0,0,0,0
4095,Yavapai,218,JUDGE OF SUPERIOR COURT - DIV. 7,,Undervote,,537,208,2,747
4096,Yavapai,218,JUDGE OF SUPERIOR COURT - DIV. 7,,TotalVotes,,949,419,14,1382
4097,Yavapai,218,YAVAPAI COLLEGE DISTRICT 2,,Overvote,,8,5,0,13
4098,Yavapai,218,YAVAPAI COLLEGE DISTRICT 2,,Undervote,,494,182,2,678
4099,Yavapai,218,YAVAPAI COLLEGE DISTRICT 2,,TotalVotes,,984,440,14,1438
4100,Yavapai,218,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,Overvote,,1,1,0,2
4101,Yavapai,218,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,Undervote,,422,178,2,602
4102,Yavapai,218,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,TotalVotes,,1063,448,14,1525
4103,Yavapai,218,BROWN - JUDGE OF THE COURT OF APPEALS,,Overvote,,0,0,0,0
4104,Yavapai,218,BROWN - JUDGE OF THE COURT OF APPEALS,,Undervote,,446,184,2,632
4105,Yavapai,218,BROWN - JUDGE OF THE COURT OF APPEALS,,TotalVotes,,1040,443,14,1497
4106,Yavapai,218,JONES - JUDGE OF THE COURT OF APPEALS,,Overvote,,1,0,0,1
4107,Yavapai,218,JONES - JUDGE OF THE COURT OF APPEALS,,Undervote,,451,185,2,638
4108,Yavapai,218,JONES - JUDGE OF THE COURT OF APPEALS,,TotalVotes,,1034,442,14,1490
4109,Yavapai,218,THOMPSON - JUDGE OF THE COURT OF APPEALS,,Overvote,,1,0,0,1
4110,Yavapai,218,THOMPSON - JUDGE OF THE COURT OF APPEALS,,Undervote,,454,191,2,647
4111,Yavapai,218,THOMPSON - JUDGE OF THE COURT OF APPEALS,,TotalVotes,,1031,436,14,1481
4112,Yavapai,218,MONTEZUMA-RIMROCK FIRE DIST,,Overvote,,0,8,0,8
4113,Yavapai,218,MONTEZUMA-RIMROCK FIRE DIST,,Undervote,,1065,491,15,1571
4114,Yavapai,218,MONTEZUMA-RIMROCK FIRE DIST,,TotalVotes,,1907,755,17,2679
4115,Yavapai,218,PROPOSITION 205,,Overvote,,0,0,0,0
4116,Yavapai,218,PROPOSITION 205,,Undervote,,65,28,0,93
4117,Yavapai,218,PROPOSITION 205,,TotalVotes,,1421,599,16,2036
4118,Yavapai,218,PROPOSITION 206,,Overvote,,0,0,0,0
4119,Yavapai,218,PROPOSITION 206,,Undervote,,70,27,0,97
4120,Yavapai,218,PROPOSITION 206,,TotalVotes,,1416,600,16,2032
4121,Yavapai,219,President,,Overvote,,9,8,1,18
4122,Yavapai,219,President,,Undervote,,36,11,1,48
4123,Yavapai,219,President,,TotalVotes,,3496,1157,13,4666
4124,Yavapai,219,U.S. Senate,,Overvote,,2,2,0,4
4125,Yavapai,219,U.S. Senate,,Undervote,,121,44,1,166
4126,Yavapai,219,U.S. Senate,,TotalVotes,,3418,1130,14,4562
4127,Yavapai,219,U.S. REP IN CONGRESS - DIST. 1,,Overvote,,1,1,0,2
4128,Yavapai,219,U.S. REP IN CONGRESS - DIST. 1,,Undervote,,244,99,1,344
4129,Yavapai,219,U.S. REP IN CONGRESS - DIST. 1,,TotalVotes,,3296,1076,14,4386
4130,Yavapai,219,STATE SENATOR - DIST. 6,,Overvote,,1,0,0,1
4131,Yavapai,219,STATE SENATOR - DIST. 6,,Undervote,,233,108,1,342
4132,Yavapai,219,STATE SENATOR - DIST. 6,,TotalVotes,,3307,1067,14,4388
4133,Yavapai,219,STATE REP - DIST. 6,,Overvote,,6,2,0,8
4134,Yavapai,219,STATE REP - DIST. 6,,Undervote,,1992,741,10,2743
4135,Yavapai,219,STATE REP - DIST. 6,,TotalVotes,,5084,1607,20,6711
4136,Yavapai,219,CORPORATION COMMISSIONER,,Overvote,,3,0,0,3
4137,Yavapai,219,CORPORATION COMMISSIONER,,Undervote,,2612,1008,14,3634
4138,Yavapai,219,CORPORATION COMMISSIONER,,TotalVotes,,8008,2517,31,10556
4139,Yavapai,219,BOARD OF SUPERVISORS - DIST. 2,,Overvote,,0,0,0,0
4140,Yavapai,219,BOARD OF SUPERVISORS - DIST. 2,,Undervote,,1092,305,1,1398
4141,Yavapai,219,BOARD OF SUPERVISORS - DIST. 2,,TotalVotes,,2449,870,14,3333
4142,Yavapai,219,COUNTY ASSESSOR,,Overvote,,0,0,0,0
4143,Yavapai,219,COUNTY ASSESSOR,,Undervote,,1138,331,1,1470
4144,Yavapai,219,COUNTY ASSESSOR,,TotalVotes,,2403,844,14,3261
4145,Yavapai,219,COUNTY ATTORNEY,,Overvote,,0,0,0,0
4146,Yavapai,219,COUNTY ATTORNEY,,Undervote,,1106,337,3,1446
4147,Yavapai,219,COUNTY ATTORNEY,,TotalVotes,,2435,838,12,3285
4148,Yavapai,219,COUNTY RECORDER,,Overvote,,0,1,0,1
4149,Yavapai,219,COUNTY RECORDER,,Undervote,,1124,338,2,1464
4150,Yavapai,219,COUNTY RECORDER,,TotalVotes,,2417,836,13,3266
4151,Yavapai,219,COUNTY SCHOOL SUPERINTENDENT,,Overvote,,1,0,0,1
4152,Yavapai,219,COUNTY SCHOOL SUPERINTENDENT,,Undervote,,1133,346,2,1481
4153,Yavapai,219,COUNTY SCHOOL SUPERINTENDENT,,TotalVotes,,2407,829,13,3249
4154,Yavapai,219,COUNTY SHERIFF,,Overvote,,0,0,0,0
4155,Yavapai,219,COUNTY SHERIFF,,Undervote,,1101,324,2,1427
4156,Yavapai,219,COUNTY SHERIFF,,TotalVotes,,2440,851,13,3304
4157,Yavapai,219,COUNTY TREASURER,,Overvote,,1,1,0,2
4158,Yavapai,219,COUNTY TREASURER,,Undervote,,1072,327,2,1401
4159,Yavapai,219,COUNTY TREASURER,,TotalVotes,,2468,847,13,3328
4160,Yavapai,219,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Overvote,,4,0,0,4
4161,Yavapai,219,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Undervote,,1060,316,2,1378
4162,Yavapai,219,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,TotalVotes,,2477,859,13,3349
4163,Yavapai,219,JUDGE OF SUPERIOR COURT - DIV. 4,,Overvote,,1,0,0,1
4164,Yavapai,219,JUDGE OF SUPERIOR COURT - DIV. 4,,Undervote,,1311,390,2,1703
4165,Yavapai,219,JUDGE OF SUPERIOR COURT - DIV. 4,,TotalVotes,,2229,785,13,3027
4166,Yavapai,219,JUDGE OF SUPERIOR COURT - DIV. 7,,Overvote,,1,0,0,1
4167,Yavapai,219,JUDGE OF SUPERIOR COURT - DIV. 7,,Undervote,,1241,391,2,1634
4168,Yavapai,219,JUDGE OF SUPERIOR COURT - DIV. 7,,TotalVotes,,2299,784,13,3096
4169,Yavapai,219,CAMP VERDE USD #28,,Overvote,,12,0,0,12
4170,Yavapai,219,CAMP VERDE USD #28,,Undervote,,4263,1477,19,5759
4171,Yavapai,219,CAMP VERDE USD #28,,TotalVotes,,6192,2003,26,8221
4172,Yavapai,219,MINGUS UNION HSD #4,,Overvote,,0,0,0,0
4173,Yavapai,219,MINGUS UNION HSD #4,,Undervote,,85,10,0,95
4174,Yavapai,219,MINGUS UNION HSD #4,,TotalVotes,,71,35,0,106
4175,Yavapai,219,YAVAPAI COLLEGE DISTRICT 2,,Overvote,,32,7,0,39
4176,Yavapai,219,YAVAPAI COLLEGE DISTRICT 2,,Undervote,,1336,377,2,1715
4177,Yavapai,219,YAVAPAI COLLEGE DISTRICT 2,,TotalVotes,,2173,791,13,2977
4178,Yavapai,219,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,Overvote,,0,0,0,0
4179,Yavapai,219,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,Undervote,,1130,307,1,1438
4180,Yavapai,219,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,TotalVotes,,2411,868,14,3293
4181,Yavapai,219,BROWN - JUDGE OF THE COURT OF APPEALS,,Overvote,,3,0,0,3
4182,Yavapai,219,BROWN - JUDGE OF THE COURT OF APPEALS,,Undervote,,1170,327,1,1498
