county,precinct,office,district,party,candidate,votes
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,DEM,Under Votes,2
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Ben Carson,40
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Carly Fiorina,0
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Chris Christie,0
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Donald J. Trump,68
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Jeb Bush,1
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,John R. Kasich,14
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Lindsey Graham,0
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Marco Rubio,43
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Mike Huckabee,1
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Over Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Rand Paul,0
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Rick Santorum,0
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Ted Cruz,30
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Uncommitted,0
Montgomery,413 WARES FERRY ELEMENTARY #1,President,,REP,Under Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. House,2,REP,Becky Gerritson,51
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. House,2,REP,Martha Roby,113
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. House,2,REP,Over Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. House,2,REP,"Robert L. ""Bob"" Rogers",22
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. House,2,REP,Under Votes,11
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,DEM,Charles Nana,183
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,DEM,Over Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,DEM,Ron Crumpton,311
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,DEM,Under Votes,112
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,REP,John Martin,7
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,REP,Jonathan McConnell,39
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,REP,Marcus Bowman,8
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,REP,Over Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,REP,Richard C. Shelby,118
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,REP,Shadrack McGill,5
Montgomery,413 WARES FERRY ELEMENTARY #1,U.S. Senate,,REP,Under Votes,20
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,DEM,Bernie Sanders,46
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,DEM,Hillary Clinton,399
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,DEM,Martin J. O'Malley,2
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,DEM,Over Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,DEM,Uncommitted,6
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,DEM,Under Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Ben Carson,25
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Carly Fiorina,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Chris Christie,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Donald J. Trump,71
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Jeb Bush,1
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,John R. Kasich,5
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Lindsey Graham,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Marco Rubio,29
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Mike Huckabee,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Over Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Rand Paul,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Rick Santorum,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Ted Cruz,37
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Uncommitted,0
Montgomery,413 WARES FERRY ELEMENTARY #2,President,,REP,Under Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. House,2,REP,Becky Gerritson,53
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. House,2,REP,Martha Roby,95
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. House,2,REP,Over Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. House,2,REP,"Robert L. ""Bob"" Rogers",8
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. House,2,REP,Under Votes,12
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,DEM,Charles Nana,144
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,DEM,Over Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,DEM,Ron Crumpton,235
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,DEM,Under Votes,74
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,REP,John Martin,8
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,REP,Jonathan McConnell,48
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,REP,Marcus Bowman,3
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,REP,Over Votes,0
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,REP,Richard C. Shelby,90
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,REP,Shadrack McGill,2
Montgomery,413 WARES FERRY ELEMENTARY #2,U.S. Senate,,REP,Under Votes,17
Montgomery,501 LANDMARK CH CHRIST #1,President,,DEM,Bernie Sanders,75
Montgomery,501 LANDMARK CH CHRIST #1,President,,DEM,Hillary Clinton,398
Montgomery,501 LANDMARK CH CHRIST #1,President,,DEM,Martin J. O'Malley,1
Montgomery,501 LANDMARK CH CHRIST #1,President,,DEM,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #1,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Montgomery,501 LANDMARK CH CHRIST #1,President,,DEM,Uncommitted,5
Montgomery,501 LANDMARK CH CHRIST #1,President,,DEM,Under Votes,5
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Ben Carson,123
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Carly Fiorina,0
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Chris Christie,2
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Donald J. Trump,324
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Jeb Bush,1
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,John R. Kasich,53
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Lindsey Graham,0
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Marco Rubio,241
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Mike Huckabee,1
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Rand Paul,3
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Rick Santorum,0
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Ted Cruz,170
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Uncommitted,7
Montgomery,501 LANDMARK CH CHRIST #1,President,,REP,Under Votes,0
Montgomery,501 LANDMARK CH CHRIST #1,U.S. House,2,REP,Becky Gerritson,258
Montgomery,501 LANDMARK CH CHRIST #1,U.S. House,2,REP,Martha Roby,522
Montgomery,501 LANDMARK CH CHRIST #1,U.S. House,2,REP,Over Votes,1
Montgomery,501 LANDMARK CH CHRIST #1,U.S. House,2,REP,"Robert L. ""Bob"" Rogers",37
Montgomery,501 LANDMARK CH CHRIST #1,U.S. House,2,REP,Under Votes,33
Montgomery,501 LANDMARK CH CHRIST #1,U.S. House,3,REP,Larry Dichiara,13
Montgomery,501 LANDMARK CH CHRIST #1,U.S. House,3,REP,Mike Rogers,55
Montgomery,501 LANDMARK CH CHRIST #1,U.S. House,3,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #1,U.S. House,3,REP,Under Votes,6
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,DEM,Charles Nana,121
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,DEM,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,DEM,Ron Crumpton,214
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,DEM,Under Votes,149
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,REP,John Martin,9
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,REP,Jonathan McConnell,297
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,REP,Marcus Bowman,14
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,REP,Over Votes,1
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,REP,Richard C. Shelby,548
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,REP,Shadrack McGill,13
Montgomery,501 LANDMARK CH CHRIST #1,U.S. Senate,,REP,Under Votes,43
Montgomery,501 LANDMARK CH CHRIST #2,President,,DEM,Bernie Sanders,77
Montgomery,501 LANDMARK CH CHRIST #2,President,,DEM,Hillary Clinton,361
Montgomery,501 LANDMARK CH CHRIST #2,President,,DEM,Martin J. O'Malley,1
Montgomery,501 LANDMARK CH CHRIST #2,President,,DEM,Over Votes,1
Montgomery,501 LANDMARK CH CHRIST #2,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Montgomery,501 LANDMARK CH CHRIST #2,President,,DEM,Uncommitted,3
Montgomery,501 LANDMARK CH CHRIST #2,President,,DEM,Under Votes,1
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Ben Carson,104
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Carly Fiorina,1
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Chris Christie,2
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Donald J. Trump,304
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Jeb Bush,6
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,John R. Kasich,87
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Lindsey Graham,0
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Marco Rubio,198
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Mike Huckabee,2
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Rand Paul,3
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Rick Santorum,0
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Ted Cruz,166
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Uncommitted,6
Montgomery,501 LANDMARK CH CHRIST #2,President,,REP,Under Votes,2
Montgomery,501 LANDMARK CH CHRIST #2,U.S. House,2,REP,Becky Gerritson,227
Montgomery,501 LANDMARK CH CHRIST #2,U.S. House,2,REP,Martha Roby,527
Montgomery,501 LANDMARK CH CHRIST #2,U.S. House,2,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #2,U.S. House,2,REP,"Robert L. ""Bob"" Rogers",37
Montgomery,501 LANDMARK CH CHRIST #2,U.S. House,2,REP,Under Votes,35
Montgomery,501 LANDMARK CH CHRIST #2,U.S. House,3,REP,Larry Dichiara,5
Montgomery,501 LANDMARK CH CHRIST #2,U.S. House,3,REP,Mike Rogers,41
Montgomery,501 LANDMARK CH CHRIST #2,U.S. House,3,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #2,U.S. House,3,REP,Under Votes,9
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,DEM,Charles Nana,113
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,DEM,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,DEM,Ron Crumpton,229
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,DEM,Under Votes,102
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,REP,John Martin,16
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,REP,Jonathan McConnell,281
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,REP,Marcus Bowman,13
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,REP,Over Votes,2
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,REP,Richard C. Shelby,503
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,REP,Shadrack McGill,12
Montgomery,501 LANDMARK CH CHRIST #2,U.S. Senate,,REP,Under Votes,54
Montgomery,501 LANDMARK CH CHRIST #3,President,,DEM,Bernie Sanders,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,DEM,Hillary Clinton,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,DEM,Martin J. O'Malley,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,DEM,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Montgomery,501 LANDMARK CH CHRIST #3,President,,DEM,Uncommitted,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,DEM,Under Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Ben Carson,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Carly Fiorina,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Chris Christie,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Donald J. Trump,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Jeb Bush,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,John R. Kasich,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Lindsey Graham,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Marco Rubio,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Mike Huckabee,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Rand Paul,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Rick Santorum,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Ted Cruz,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Uncommitted,0
Montgomery,501 LANDMARK CH CHRIST #3,President,,REP,Under Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. House,2,REP,Becky Gerritson,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. House,2,REP,Martha Roby,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. House,2,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. House,2,REP,"Robert L. ""Bob"" Rogers",0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. House,2,REP,Under Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. House,3,REP,Larry Dichiara,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. House,3,REP,Mike Rogers,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. House,3,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. House,3,REP,Under Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,DEM,Charles Nana,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,DEM,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,DEM,Ron Crumpton,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,DEM,Under Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,REP,John Martin,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,REP,Jonathan McConnell,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,REP,Marcus Bowman,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,REP,Richard C. Shelby,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,REP,Shadrack McGill,0
Montgomery,501 LANDMARK CH CHRIST #3,U.S. Senate,,REP,Under Votes,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,DEM,Bernie Sanders,5
Montgomery,501 LANDMARK CH CHRIST #4,President,,DEM,Hillary Clinton,23
Montgomery,501 LANDMARK CH CHRIST #4,President,,DEM,Martin J. O'Malley,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,DEM,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Montgomery,501 LANDMARK CH CHRIST #4,President,,DEM,Uncommitted,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,DEM,Under Votes,1
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Ben Carson,9
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Carly Fiorina,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Chris Christie,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Donald J. Trump,8
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Jeb Bush,1
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,John R. Kasich,4
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Lindsey Graham,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Marco Rubio,14
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Mike Huckabee,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Rand Paul,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Rick Santorum,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Ted Cruz,11
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Uncommitted,0
Montgomery,501 LANDMARK CH CHRIST #4,President,,REP,Under Votes,0
Montgomery,501 LANDMARK CH CHRIST #4,U.S. House,2,REP,Becky Gerritson,9
Montgomery,501 LANDMARK CH CHRIST #4,U.S. House,2,REP,Martha Roby,33
Montgomery,501 LANDMARK CH CHRIST #4,U.S. House,2,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #4,U.S. House,2,REP,"Robert L. ""Bob"" Rogers",2
Montgomery,501 LANDMARK CH CHRIST #4,U.S. House,2,REP,Under Votes,0
Montgomery,501 LANDMARK CH CHRIST #4,U.S. House,3,REP,Larry Dichiara,1
Montgomery,501 LANDMARK CH CHRIST #4,U.S. House,3,REP,Mike Rogers,1
Montgomery,501 LANDMARK CH CHRIST #4,U.S. House,3,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #4,U.S. House,3,REP,Under Votes,1
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,DEM,Charles Nana,8
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,DEM,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,DEM,Ron Crumpton,9
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,DEM,Under Votes,12
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,REP,John Martin,2
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,REP,Jonathan McConnell,10
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,REP,Marcus Bowman,2
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,REP,Over Votes,0
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,REP,Richard C. Shelby,30
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,REP,Shadrack McGill,0
Montgomery,501 LANDMARK CH CHRIST #4,U.S. Senate,,REP,Under Votes,3
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,DEM,Bernie Sanders,9
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,DEM,Hillary Clinton,22
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,DEM,Martin J. O'Malley,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,DEM,Over Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,DEM,Uncommitted,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,DEM,Under Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Ben Carson,15
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Carly Fiorina,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Chris Christie,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Donald J. Trump,47
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Jeb Bush,1
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,John R. Kasich,4
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Lindsey Graham,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Marco Rubio,13
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Mike Huckabee,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Over Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Rand Paul,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Rick Santorum,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Ted Cruz,16
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Uncommitted,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,President,,REP,Under Votes,1
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. House,2,REP,Becky Gerritson,21
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. House,2,REP,Martha Roby,70
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. House,2,REP,Over Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. House,2,REP,"Robert L. ""Bob"" Rogers",4
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. House,2,REP,Under Votes,2
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,DEM,Charles Nana,8
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,DEM,Over Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,DEM,Ron Crumpton,16
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,DEM,Under Votes,7
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,REP,John Martin,2
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,REP,Jonathan McConnell,19
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,REP,Marcus Bowman,1
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,REP,Over Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,REP,Richard C. Shelby,72
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,REP,Shadrack McGill,1
Montgomery,502 SNOWDOUN WOMENS CLUB #1,U.S. Senate,,REP,Under Votes,2
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,DEM,Bernie Sanders,3
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,DEM,Hillary Clinton,43
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,DEM,Martin J. O'Malley,1
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,DEM,Over Votes,2
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,DEM,Uncommitted,1
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,DEM,Under Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Ben Carson,16
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Carly Fiorina,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Chris Christie,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Donald J. Trump,52
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Jeb Bush,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,John R. Kasich,7
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Lindsey Graham,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Marco Rubio,17
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Mike Huckabee,1
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Over Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Rand Paul,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Rick Santorum,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Ted Cruz,20
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Uncommitted,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,President,,REP,Under Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. House,2,REP,Becky Gerritson,37
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. House,2,REP,Martha Roby,67
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. House,2,REP,Over Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. House,2,REP,"Robert L. ""Bob"" Rogers",4
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. House,2,REP,Under Votes,5
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,DEM,Charles Nana,9
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,DEM,Over Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,DEM,Ron Crumpton,30
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,DEM,Under Votes,11
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,REP,John Martin,3
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,REP,Jonathan McConnell,23
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,REP,Marcus Bowman,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,REP,Over Votes,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,REP,Richard C. Shelby,84
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,REP,Shadrack McGill,0
Montgomery,502 SNOWDOUN WOMENS CLUB #2,U.S. Senate,,REP,Under Votes,3
Montgomery,503 LAPINE CHURCH CHRIST #1,President,,DEM,Bernie Sanders,3
