precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_WILLIAMS,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_KENISTON,gen_ind_KOTLIKOFF,gen_ind_MALDONADO,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_SCHOENKE,gen_ind_SOLTYSIK,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
CLARKVILLAGE OF GRANTON WARD 1,18,0,0,39,0,0,0,45,0,0,0,2,1,1,0,23,0,0,56,4,0,0,0,0,0,0,0,0,0,0,0,8,113,57,181
CLARKVILLAGE OF UNITY WARD 2,3,0,0,5,0,0,0,16,0,0,0,2,1,0,0,19,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,4,61,8,75
CLARKVILLAGE OF WITHEE WARD 1,30,0,0,29,0,0,0,48,0,0,1,3,0,1,0,60,0,2,72,3,0,0,0,0,0,0,0,0,3,0,0,8,156,59,244
COLUMBIACITY OF LODI WARDS 1-6,319,0,0,478,0,8,1,248,1,0,2,112,1,4,0,169,0,4,998,12,0,1,0,0,0,0,0,5,1,0,0,68,638,797,1727
"COLUMBIACITY OF PORTAGE WARDS 1,9-10",214,0,0,278,2,3,0,199,0,2,1,111,3,8,0,183,0,8,654,20,0,0,0,0,0,0,0,5,1,0,0,56,611,492,1355
"COLUMBIACITY OF PORTAGE WARDS 2-3,5",213,0,2,373,2,3,0,148,1,0,0,64,4,3,0,151,0,7,707,22,0,2,0,0,0,0,0,0,0,0,0,61,517,588,1316
"COLUMBIACITY OF PORTAGE WARDS 4,6-8",192,0,0,365,3,4,0,164,0,0,1,63,4,7,0,159,0,4,671,16,0,1,0,0,0,0,0,2,0,0,0,58,583,557,1335
COLUMBIATOWN OF ARLINGTON WARD 1,70,0,0,89,0,0,1,79,1,0,0,33,1,1,0,70,0,1,203,2,0,0,0,0,0,0,0,0,0,0,0,20,238,159,464
COLUMBIATOWN OF CALEDONIA WARDS 1-2,147,0,0,168,1,2,0,128,0,0,0,66,0,5,0,123,0,3,455,13,0,0,0,0,0,0,0,1,0,0,0,30,369,315,871
COLUMBIATOWN OF COLUMBUS WARD 1,41,0,0,64,0,1,3,87,0,0,1,30,1,1,0,53,0,7,134,2,0,0,0,0,0,0,0,5,0,0,0,17,206,105,371
COLUMBIATOWN OF COURTLAND WARD 1,16,0,0,35,0,0,1,58,0,0,0,12,0,1,0,57,0,1,66,0,0,0,0,0,0,0,0,1,0,0,0,9,173,51,250
COLUMBIATOWN OF DEKORRA WARDS 1-3,214,0,1,302,1,0,0,205,0,0,0,84,1,4,1,245,0,4,617,18,0,0,0,0,0,0,0,0,0,0,0,42,700,517,1381
COLUMBIATOWN OF FORT WINNEBAGO WARD 1,61,0,0,90,0,1,0,101,0,0,0,38,0,0,0,106,0,0,185,3,0,0,0,0,0,0,0,0,1,0,0,17,303,151,509
COLUMBIATOWN OF FOUNTAIN PRAIRIE WARDS 1-2,61,0,0,100,1,0,0,85,0,0,0,38,0,0,0,72,0,3,228,2,0,0,0,0,0,0,0,5,1,0,0,18,245,161,502
COLUMBIATOWN OF HAMPDEN WARD 1,53,0,1,70,1,2,0,71,0,0,0,24,1,2,0,47,0,1,147,1,0,1,0,0,0,0,0,0,0,0,0,11,193,124,354
COLUMBIATOWN OF LEEDS WARDS 1-2,63,0,0,104,0,0,0,84,1,0,0,30,1,6,0,73,0,3,195,7,0,0,0,0,0,0,0,0,1,0,0,23,239,167,468
COLUMBIATOWN OF LEWISTON WARDS 1-2,92,0,0,169,0,0,1,94,0,0,0,36,0,3,0,131,0,5,306,6,0,0,0,0,0,0,0,1,1,0,0,18,341,261,678
COLUMBIATOWN OF LODI WARDS 1-5,294,0,0,395,4,3,0,316,4,0,2,147,2,4,1,319,0,10,906,21,0,0,0,0,0,0,0,10,0,0,0,71,960,689,1978
COLUMBIATOWN OF LOWVILLE WARDS 1-2,79,0,0,148,0,1,0,117,0,0,0,36,0,5,0,114,0,5,268,4,0,0,0,0,0,0,0,0,0,0,0,18,321,227,616
COLUMBIATOWN OF MARCELLON WARDS 1-2,66,0,1,88,0,0,0,108,1,0,0,21,0,4,0,103,0,7,202,3,0,0,0,0,0,0,0,4,0,0,0,8,291,155,515
COLUMBIATOWN OF NEWPORT WARD 1,50,0,0,53,0,2,1,61,0,0,0,30,0,1,0,75,0,0,149,7,0,0,0,2,0,0,0,1,0,0,0,13,216,103,388
COLUMBIATOWN OF OTSEGO WARD 1,51,0,0,103,0,2,0,71,0,0,0,24,2,4,0,75,0,0,159,4,0,1,0,0,0,0,0,1,0,0,0,22,209,154,396
COLUMBIATOWN OF PACIFIC WARDS 1-4,224,0,0,290,1,6,1,233,0,0,0,150,0,6,0,298,0,2,684,6,0,1,0,0,0,0,0,5,0,0,0,40,848,514,1586
COLUMBIATOWN OF RANDOLPH WARD 1,24,0,0,46,2,0,0,118,0,0,1,30,0,1,0,70,0,1,78,2,0,1,2,0,0,0,0,0,0,0,0,5,323,70,412
COLUMBIATOWN OF SCOTT WARD 1,44,0,0,56,0,4,1,73,0,0,0,21,1,5,0,55,0,2,118,3,0,0,0,0,0,0,0,0,1,0,0,23,188,100,335
COLUMBIATOWN OF SPRINGVALE WARDS 1-2,46,0,0,53,0,1,0,52,0,0,0,20,0,0,0,60,0,1,120,3,0,0,0,0,0,0,0,1,0,0,0,3,180,99,308
COLUMBIATOWN OF WEST POINT WARDS 1-3,198,0,0,240,0,4,0,182,0,0,3,123,1,0,2,148,0,4,645,7,0,1,0,0,0,0,0,5,0,0,0,44,556,438,1262
COLUMBIATOWN OF WYOCENA WARDS 1-2,155,0,1,178,1,1,1,151,0,0,1,59,1,6,0,157,0,2,422,5,0,0,0,0,0,0,0,3,0,0,0,28,488,334,948
COLUMBIAVILLAGE OF ARLINGTON WARD 1,47,0,0,90,2,0,0,74,0,0,0,27,0,2,0,73,0,4,216,6,0,0,0,0,0,0,0,2,0,0,0,14,227,137,469
COLUMBIAVILLAGE OF CAMBRIA WARD 1,35,0,0,88,2,1,0,62,0,0,1,13,0,4,0,52,0,6,161,8,0,0,0,0,0,0,0,3,1,0,0,12,175,123,366
COLUMBIAVILLAGE OF DOYLESTOWN WARD 1,22,0,0,34,0,0,0,18,2,0,0,9,0,0,0,26,0,0,63,4,0,0,0,0,0,0,0,0,0,0,0,10,61,56,138
COLUMBIAVILLAGE OF FALL RIVER WARDS 1-2,102,0,1,153,0,0,0,111,1,0,0,48,1,1,0,122,0,3,345,12,0,1,0,0,0,0,0,2,2,0,0,29,396,256,790
COLUMBIAVILLAGE OF FRIESLAND WARD 1,8,0,1,16,0,1,1,68,1,1,0,15,0,1,0,20,0,2,37,2,0,0,0,0,0,0,0,0,0,0,0,5,114,25,160
COLUMBIAVILLAGE OF PARDEEVILLE WARD 1-3,153,0,0,209,8,1,1,149,0,0,1,57,1,6,1,174,0,14,437,14,0,0,0,0,0,0,0,5,0,0,0,29,524,362,1023
COLUMBIAVILLAGE OF POYNETTE WARD 1-4,192,0,0,325,1,3,0,149,0,0,0,45,2,3,0,145,0,6,621,14,0,0,0,0,0,0,0,2,0,0,0,51,530,517,1224
COLUMBIAVILLAGE OF RANDOLPH WARD 3,11,0,0,29,0,1,0,69,0,0,0,18,1,0,0,38,0,1,64,3,0,0,0,0,0,0,0,1,0,0,0,14,154,40,237
COLUMBIAVILLAGE OF RIO WARD 1-2,83,0,0,165,1,6,0,71,0,0,1,32,1,0,0,100,0,2,250,17,0,0,0,0,0,0,0,5,1,0,0,26,246,248,547
COLUMBIAVILLAGE OF WYOCENA WARD 1,30,0,0,92,1,2,0,34,0,0,0,10,2,0,0,67,0,2,128,9,0,0,0,0,0,0,0,1,0,0,0,18,172,122,330
CRAWFORDCITY OF PRAIRIE DU CHIEN WARD 1,76,0,0,64,0,5,0,52,0,0,0,20,0,0,1,65,0,3,167,0,0,0,0,0,0,0,0,0,1,0,0,15,204,140,390
CRAWFORDCITY OF PRAIRIE DU CHIEN WARD 3,47,0,1,71,0,1,2,34,0,0,0,9,1,3,0,50,0,2,149,6,0,1,0,0,0,0,0,0,0,0,0,12,155,119,325
CRAWFORDCITY OF PRAIRIE DU CHIEN WARD 4,59,0,0,65,0,1,1,50,1,0,0,7,0,0,0,57,0,1,161,8,0,0,0,0,0,0,0,0,0,0,0,10,191,124,371
CRAWFORDCITY OF PRAIRIE DU CHIEN WARD 5,81,0,0,88,1,0,0,45,0,0,0,17,0,2,0,59,0,2,214,1,0,0,0,0,0,0,0,2,2,0,0,12,178,169,411
CRAWFORDCITY OF PRAIRIE DU CHIEN WARD 6,91,0,2,62,1,1,0,43,0,0,0,26,0,4,0,73,0,2,228,4,0,0,0,0,0,0,2,1,0,0,0,9,188,155,434
"CRAWFORDCITY OF PRAIRIE DU CHIEN WARDS 2,7",74,0,0,82,0,1,1,47,1,0,0,31,4,3,0,60,0,3,223,7,0,0,0,0,0,0,0,3,0,0,0,9,209,156,454
CRAWFORDTOWN OF BRIDGEPORT WARD 1,70,0,0,75,1,2,0,77,0,0,1,36,1,2,0,96,0,3,220,1,0,0,0,0,0,0,0,3,0,0,0,22,295,145,544
CRAWFORDTOWN OF FREEMAN WARD 1,62,0,0,86,0,2,1,54,0,0,0,9,0,1,0,79,0,4,185,3,0,0,0,0,0,0,0,1,1,0,0,20,206,148,420
CRAWFORDTOWN OF HANEY WARD 1,30,0,1,46,0,0,0,24,0,0,0,4,0,1,0,22,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,9,72,77,165
CRAWFORDTOWN OF MARIETTA WARD 1,31,0,0,54,2,2,0,41,0,0,1,22,1,0,1,58,0,2,87,1,0,2,0,0,0,0,0,4,0,0,0,11,156,85,263
CRAWFORDTOWN OF SCOTT WARD 1,41,0,0,68,0,1,1,28,0,0,0,11,0,0,0,47,0,2,114,3,0,0,0,0,0,0,0,1,0,0,0,6,113,109,239
CRAWFORDTOWN OF SENECA WARD 1,60,0,0,72,1,1,0,65,1,0,0,23,0,1,0,81,0,0,191,0,0,1,0,0,0,0,0,0,1,0,0,17,241,132,451
CRAWFORDTOWN OF UTICA WARD 1,40,0,1,112,0,2,0,50,0,0,0,13,0,1,1,44,0,5,174,6,0,0,0,0,0,0,0,3,0,0,0,13,135,153,336
CRAWFORDVILLAGE OF BELL CENTER WARD 1,7,0,1,20,0,0,0,9,0,0,0,1,0,0,0,7,0,1,16,5,0,0,0,0,0,0,0,0,0,0,0,3,19,28,44
CRAWFORDVILLAGE OF DE SOTO WARD 2,6,0,0,9,0,1,0,6,0,0,0,2,0,0,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,47
CRAWFORDVILLAGE OF EASTMAN WARD 1,31,0,0,31,1,1,0,29,0,1,0,3,1,0,0,30,0,0,55,0,0,1,0,0,0,0,0,0,0,0,0,9,111,62,176
CRAWFORDVILLAGE OF FERRYVILLE WARD 1,22,0,0,27,0,0,0,15,0,0,0,5,0,0,0,16,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,4,52,49,126
CRAWFORDVILLAGE OF GAYS MILLS WARD 1,36,0,0,68,0,0,0,32,0,0,0,8,0,2,0,35,0,1,119,1,0,0,0,0,0,0,0,1,0,0,0,11,95,104,228
CRAWFORDVILLAGE OF LYNXVILLE WARD 1,6,0,0,14,0,0,0,11,0,0,0,3,0,0,0,12,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,71
CRAWFORDVILLAGE OF MT. STERLING WARD 1,19,0,0,19,0,0,0,11,0,0,0,6,0,1,0,14,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,4,33,38,84
CRAWFORDVILLAGE OF SOLDIERS GROVE WARD 1,40,0,0,70,0,1,0,16,0,0,0,7,1,1,0,44,0,1,117,4,0,0,0,0,0,0,0,1,0,0,0,7,114,110,244
CRAWFORDVILLAGE OF STEUBEN WARD 1,9,0,0,16,0,2,0,4,0,0,0,1,0,1,0,6,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,51
CRAWFORDVILLAGE OF WAUZEKA WARD 1,31,0,1,68,0,0,0,34,0,0,1,12,0,0,0,33,0,3,109,2,0,0,0,0,0,0,0,1,0,0,0,13,158,100,286
DANECITY OF EDGERTON WARD 7,6,0,0,14,0,0,0,5,0,0,0,3,1,0,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,26,20,60
DANECITY OF MADISON WARD 1,253,0,0,431,0,3,0,100,0,0,1,64,0,3,1,73,0,4,1105,16,0,0,0,0,0,0,1,14,0,0,0,64,326,684,1530
DANECITY OF MADISON WARD 10,343,0,0,484,0,1,1,121,0,0,0,98,1,3,0,120,0,2,1063,14,0,0,0,0,0,0,0,6,0,0,0,43,301,827,1429
DANECITY OF MADISON WARD 100,359,0,1,586,1,2,1,132,0,0,1,100,0,1,1,82,0,2,1308,30,0,0,0,0,0,0,0,4,0,0,0,69,299,946,1712
DANECITY OF MADISON WARD 101,87,0,1,166,1,0,0,33,0,0,2,34,0,0,0,26,0,2,621,10,0,1,0,0,0,0,0,0,0,0,0,31,147,254,812
DANECITY OF MADISON WARD 102,251,0,0,309,0,0,2,67,0,0,0,75,0,2,0,61,0,4,622,6,0,0,0,0,0,0,0,0,0,0,0,17,124,560,773
DANECITY OF MADISON WARD 103,87,0,0,166,0,0,0,17,0,0,0,9,0,0,0,19,0,2,373,10,0,0,0,0,0,0,0,4,0,0,1,10,57,253,457
DANECITY OF MADISON WARD 104,257,0,0,635,0,5,0,100,0,0,0,89,1,1,0,66,0,5,1253,28,0,2,0,0,0,0,1,12,3,0,0,66,258,892,1628
DANECITY OF MADISON WARD 105,332,0,1,587,2,0,0,169,1,0,0,101,0,2,0,83,0,5,1426,16,0,1,0,0,0,0,0,0,3,0,0,89,338,920,1878
DANECITY OF MADISON WARD 106,349,0,0,369,1,2,1,256,1,0,0,233,1,3,0,177,0,6,1250,16,0,2,0,0,0,0,0,16,0,0,0,71,702,718,2063
DANECITY OF MADISON WARD 107,243,0,1,245,2,4,0,89,1,0,1,85,2,5,0,66,0,2,874,6,0,0,0,0,0,0,0,0,1,0,0,65,314,489,1262
DANECITY OF MADISON WARD 108,389,0,3,493,1,0,0,82,0,0,0,73,0,1,0,63,0,6,1253,24,0,0,0,0,0,0,0,2,1,0,0,32,209,885,1527
DANECITY OF MADISON WARD 109,425,0,0,507,0,0,0,112,0,0,0,153,0,5,0,108,0,3,1285,27,0,1,0,0,0,0,0,0,0,0,0,66,317,932,1699
DANECITY OF MADISON WARD 11,139,0,0,275,0,0,0,43,0,0,0,20,0,0,0,31,0,3,582,10,0,1,0,0,0,0,0,2,0,0,0,24,118,414,740
DANECITY OF MADISON WARD 110,279,0,1,283,6,1,0,97,2,0,0,145,1,4,0,95,0,3,877,10,0,1,0,1,0,0,0,8,2,0,0,46,294,563,1242
DANECITY OF MADISON WARD 111,404,0,0,432,3,3,1,219,1,0,1,206,0,4,0,167,0,7,1328,11,0,1,0,0,0,0,0,9,1,0,0,77,563,836,1997
DANECITY OF MADISON WARD 112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DANECITY OF MADISON WARD 12,397,0,1,663,0,1,1,119,1,1,0,63,1,3,0,124,0,2,1265,32,0,0,0,0,0,0,0,5,0,0,0,36,315,1061,1655
DANECITY OF MADISON WARD 120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7
DANECITY OF MADISON WARD 122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DANECITY OF MADISON WARD 123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9
DANECITY OF MADISON WARD 125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
DANECITY OF MADISON WARD 126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANECITY OF MADISON WARD 128,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
