precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,gen_sol_RIVA,gen_sow_KENNEDY,dem_primary_total,general_total
KINGBEL 48-0164,36,34,3,6,6,26,3,163,1,7,71,0,0,70,245
KINGBEL 48-0165,63,14,1,2,11,41,1,199,1,12,93,0,0,77,306
KINGBEL 48-0166,40,23,0,4,13,39,1,181,1,14,119,0,0,63,316
KINGBEL 48-0167,49,19,1,8,1,20,1,164,2,10,59,1,1,68,238
KINGBEL 48-0168,36,28,0,3,6,18,1,155,1,12,41,0,0,64,210
KINGBEL 48-0169,59,34,0,4,5,32,1,196,2,11,85,0,0,93,295
KINGBEL 48-0170,34,21,1,4,2,20,0,124,3,16,47,0,0,55,190
KINGBEL 48-0171,45,59,3,4,7,33,2,223,4,9,99,1,0,104,338
KINGBEL 48-0177,68,37,0,3,10,32,3,224,5,12,79,0,0,105,323
KINGBEL 48-0178,27,40,0,4,2,14,1,216,7,12,50,0,1,67,287
KINGBEL 48-0186,29,18,0,4,8,19,0,152,3,14,51,1,0,47,221
KINGBEL 48-0188,62,30,1,5,9,23,0,276,3,18,94,0,0,92,391
KINGBEL 48-0189,53,51,0,5,3,28,2,281,5,10,110,0,0,104,408
KINGBEL 48-0190,35,45,5,7,5,15,3,245,8,21,65,2,1,80,345
KINGBEL 48-0191,39,14,1,0,8,22,1,159,0,15,56,0,0,53,231
KINGBEL 48-0192,60,19,1,3,15,30,1,181,3,8,79,0,0,79,272
KINGBEL 48-0193,55,47,0,9,6,28,2,238,8,14,79,0,0,102,341
KINGBEL 48-0194,50,18,3,3,7,15,0,160,6,13,49,0,0,68,228
KINGBEL 48-0196,39,18,1,0,10,38,0,154,1,12,95,0,0,57,262
KINGBEL 48-0198,122,49,0,3,29,79,1,462,7,44,197,0,1,171,712
KINGBEL 48-0201,64,26,2,2,29,50,0,253,4,21,142,0,0,90,420
KINGBEL 48-0207,39,27,3,4,10,24,1,181,2,17,66,0,0,66,267
KINGBEL 48-0212,106,81,0,8,15,49,4,320,4,19,131,0,1,187,479
KINGBEL 48-0213,46,43,0,5,3,27,2,220,14,11,77,1,0,89,325
KINGBEL 48-0214,62,22,2,6,1,27,0,153,0,8,54,3,1,84,219
KINGBEL 48-0216,34,28,2,10,5,23,1,201,1,9,83,0,0,62,295
KINGBEL 48-0217,50,38,1,5,9,29,0,243,14,10,84,0,0,88,351
KINGBEL 48-0218,74,47,0,11,20,46,0,302,6,18,115,1,0,121,442
KINGBEL 48-0221,81,39,4,7,13,52,1,315,6,23,155,0,0,120,500
KINGBEL 48-0223,66,20,0,1,14,29,0,254,3,16,80,0,0,86,353
KINGBEL 48-0224,89,43,2,5,16,50,2,379,4,25,122,0,1,132,533
KINGBEL 48-0225,61,28,0,5,13,51,0,222,4,15,114,0,0,89,355
KINGBEL 48-0226,44,17,0,3,14,31,0,177,4,4,72,0,1,61,258
KINGBEL 48-0227,81,70,1,9,16,41,0,367,19,27,98,1,0,151,512
KINGBEL 48-0694,64,49,2,7,10,51,1,297,5,15,123,0,0,113,441
KINGBEL 48-1023,47,22,0,5,10,36,1,197,2,13,81,0,0,69,294
KINGBEL 48-1049,44,18,1,4,17,39,1,164,1,19,100,0,0,62,285
KINGBEL 48-2412,40,17,2,4,13,21,0,184,1,9,52,0,0,57,246
KINGBEL 48-2430,83,35,0,6,26,48,0,293,7,6,126,0,2,118,434
KINGBEL 48-2432,37,39,0,2,8,21,0,221,8,13,78,0,0,76,320
KINGBEL 48-2434,56,34,0,0,17,32,2,250,1,18,91,1,0,90,363
KINGBEL 48-2559,64,24,1,3,5,50,0,233,11,26,104,0,0,88,374
KINGBEL 48-2715,66,26,2,3,12,26,0,282,3,26,101,0,0,92,412
KINGBEL 48-2716,59,74,0,5,2,32,2,323,11,21,77,0,0,133,434
KINGBEL 48-2772,46,22,0,2,9,29,0,194,2,12,69,0,0,68,277
KINGBEL 48-2773,50,29,0,0,7,20,0,169,5,13,57,0,0,79,244
KINGBEL 48-2774,63,38,2,4,12,19,1,192,6,11,66,0,1,101,277
KINGBEL 48-2775,62,46,6,4,11,28,0,306,1,22,102,0,0,108,431
KINGBEL 48-2776,66,60,3,16,10,41,3,245,12,19,108,0,0,126,387
KINGBEL 48-2777,26,22,2,2,2,13,0,119,5,4,50,1,0,48,179
KINGBEL 48-2778,34,15,2,4,11,12,2,153,2,6,45,0,0,49,208
KINGBEL 48-3143,59,20,0,4,7,26,0,198,2,11,77,0,1,79,289
KINGBEL 48-3144,82,42,3,4,8,41,4,290,7,20,100,0,0,124,421
KINGBEL 48-3166,93,40,3,8,30,54,0,409,7,30,132,0,0,133,578
KINGBEL 48-3292,65,41,1,5,16,23,1,246,7,14,68,0,0,106,336
KINGBEL 48-3498,18,9,3,2,6,28,3,100,2,12,76,0,0,27,193
KINGBEL 48-3674,58,32,1,1,3,30,1,263,2,16,104,1,0,90,387
KINGBEL 48-3675,25,30,2,1,5,21,0,181,5,5,69,1,0,55,261
KINGBERNICE,74,65,1,4,2,30,2,343,13,20,79,0,0,139,457
KINGBERRYDALE,44,32,8,16,2,84,1,153,4,23,215,0,0,76,396
KINGBETTY,106,65,0,2,2,20,2,474,9,9,52,2,2,171,550
KINGBIG BEND,35,24,1,5,4,42,4,172,7,19,120,0,0,59,322
KINGBIG LEAF,98,29,2,7,27,90,1,228,3,8,152,0,0,127,392
KINGBILOXI,78,93,1,2,2,18,1,323,13,10,54,0,0,171,401
KINGBINGAMAN,71,56,2,5,10,65,2,266,5,12,170,2,1,127,458
KINGBITTERROOT,45,36,2,11,11,59,1,198,3,24,185,0,0,81,411
KINGBLACK RIVER,37,29,0,2,0,6,0,252,9,2,24,1,0,66,288
KINGBOT 01-0252,54,49,3,15,14,44,0,254,7,29,118,0,0,103,408
KINGBOT 01-0253,35,66,5,2,5,31,4,241,9,17,90,1,1,101,363
KINGBOT 01-0254,79,80,3,11,18,31,4,327,11,23,114,1,3,159,483
KINGBOT 01-0255,80,73,9,19,11,80,4,450,18,44,229,2,4,153,751
KINGBOT 01-0256,86,53,4,10,8,57,4,361,6,22,183,0,1,139,577
KINGBOT 01-0257,78,79,4,12,22,49,2,378,7,41,167,2,1,157,598
KINGBOT 01-0258,119,89,2,18,18,50,4,493,10,36,179,1,0,208,723
KINGBOT 01-0259,36,66,4,3,4,32,3,263,11,25,96,0,1,102,399
KINGBOT 01-0260,139,59,5,21,33,83,3,392,8,32,204,0,0,198,639
KINGBOT 01-0261,71,86,5,14,10,58,6,435,10,32,170,0,1,157,654
KINGBOT 01-0262,78,50,4,9,11,38,3,431,18,29,189,0,1,128,671
KINGBOT 01-0868,65,68,2,3,8,55,3,352,3,18,158,0,0,133,534
KINGBOT 01-1207,42,57,3,0,7,34,2,300,8,26,112,1,0,99,449
KINGBOT 01-1224,97,71,0,7,15,45,3,400,4,39,164,0,0,168,610
KINGBOT 01-2473,82,60,1,14,5,44,3,303,7,25,126,0,3,142,467
KINGBOT 01-2495,52,64,2,10,16,44,0,288,6,27,176,1,1,116,499
KINGBOT 01-2676,89,85,7,10,7,60,3,439,9,57,194,2,2,174,706
KINGBOT 01-2677,44,27,0,6,6,24,1,197,2,14,86,0,0,71,300
KINGBOT 01-2865,39,27,1,2,9,39,0,214,1,18,91,1,0,66,325
KINGBOT 01-3195,61,43,2,6,6,51,2,275,8,27,133,1,0,104,446
KINGBOT 01-3271,69,45,0,3,6,30,1,261,5,11,89,1,0,114,368
KINGBOT 01-3321,65,33,0,3,8,53,0,231,0,17,124,0,0,98,372
KINGBOT 01-3398,66,50,1,6,11,51,2,380,12,22,126,0,3,116,545
KINGBOT 01-3420,36,41,2,4,5,37,1,219,5,19,78,0,0,77,322
KINGBOT 01-3661,62,61,0,10,2,41,1,276,5,22,138,0,0,123,442
KINGBOT 45-3620,11,10,1,1,2,11,0,66,1,10,40,0,0,21,117
KINGBRIAR,63,43,0,10,8,61,3,247,6,28,135,0,0,106,419
KINGBRIARWOOD,55,52,4,10,14,73,3,227,9,20,180,0,1,107,440
KINGBRIGID,30,32,0,9,3,29,0,133,1,13,96,1,0,62,244
KINGBRINN,65,58,4,18,10,143,7,229,9,46,381,0,0,123,672
KINGBRITTANY,67,40,1,12,9,86,5,231,2,23,228,0,0,107,489
KINGBROKEN HILL,93,62,1,3,0,29,2,394,3,8,85,0,0,155,492
KINGBRONSON,96,63,0,12,20,78,2,434,11,40,191,0,0,159,678
KINGBROOKSIDE,77,46,1,7,13,66,0,292,1,27,163,0,0,123,483
KINGBROOKTRAILS,72,64,3,11,2,57,2,303,3,30,134,0,0,136,472
KINGBRYAN,18,30,0,9,1,54,0,112,2,12,160,0,2,48,288
KINGBRYN MAWR,62,22,1,3,7,37,1,198,3,12,85,0,0,84,299
KINGBUR 33-0009,29,27,1,6,1,22,0,138,4,11,60,0,0,56,213
KINGBUR 33-0094,62,48,0,5,6,51,3,227,2,14,116,2,0,110,364
KINGBUR 33-0251,54,27,2,3,1,38,1,213,4,7,89,0,0,81,314
KINGBUR 33-0289,50,57,1,3,4,24,0,230,6,13,79,0,2,107,330
KINGBUR 33-0476,99,84,2,13,7,47,6,394,15,27,156,1,2,183,601
KINGBUR 33-0562,63,56,1,1,0,21,0,256,8,11,53,0,1,119,329
KINGBUR 33-0701,94,75,1,3,2,53,2,344,14,14,122,0,3,169,499
KINGBUR 33-0705,84,83,1,5,4,29,3,412,11,14,84,0,3,167,527
KINGBUR 33-0729,90,85,0,7,8,60,2,482,19,18,129,1,3,175,654
KINGBUR 33-0805,97,68,1,6,5,41,0,366,9,12,116,1,2,165,506
KINGBUR 33-0818,77,92,1,10,1,51,1,395,14,18,140,2,1,169,571
KINGBUR 33-0957,45,28,1,0,0,16,0,158,4,8,54,1,0,73,225
KINGBUR 33-1067,57,40,2,7,7,36,1,227,3,21,117,1,0,97,370
KINGBUR 33-1189,62,52,3,4,4,54,1,315,11,15,133,1,2,114,478
KINGBUR 33-3716,55,40,6,0,1,30,1,242,8,15,71,0,1,95,338
KINGBUR 34-0025,89,123,1,12,6,51,5,405,22,20,153,0,0,212,605
KINGBUR 34-0033,81,75,2,5,2,60,2,346,10,15,154,4,0,156,531
KINGBUR 34-0295,71,69,1,6,3,34,1,304,5,16,97,0,0,140,423
KINGBUR 34-0298,87,70,3,6,4,44,2,373,6,12,117,0,0,157,510
KINGBUR 34-0311,100,65,2,5,5,31,2,303,10,11,79,0,2,165,407
KINGBUR 34-0344,88,27,0,7,13,54,0,231,2,16,107,0,0,115,356
KINGBUR 34-0377,78,75,5,7,3,50,0,345,9,20,130,0,1,153,505
KINGBUR 34-0381,67,62,1,2,8,37,1,276,6,19,99,2,1,129,404
KINGBUR 34-0402,63,57,0,4,2,43,4,234,4,15,88,0,0,120,345
KINGBUR 34-0465,36,29,0,1,1,15,0,159,4,6,43,0,0,65,212
KINGBUR 34-0485,94,60,1,10,4,32,1,325,7,18,101,0,1,154,453
KINGBUR 34-0489,92,57,1,17,7,47,0,261,7,14,119,0,1,149,402
KINGBUR 34-0560,60,64,0,6,3,34,4,286,11,10,74,0,1,124,386
KINGBUR 34-0699,121,95,6,8,21,70,7,504,11,36,179,0,1,216,738
KINGBUR 34-0710,52,39,0,2,3,30,1,205,10,13,69,0,2,91,300
KINGBUR 34-0824,61,51,3,3,8,43,1,270,6,20,131,2,1,112,431
KINGBUR 34-0848,64,52,2,8,8,35,0,248,6,17,98,0,0,116,369
KINGBUR 34-0900,53,51,3,8,6,25,3,202,7,14,76,0,0,104,302
KINGBUR 34-0913,97,55,0,5,1,33,2,339,9,16,80,0,0,152,446
KINGBUR 34-1032,76,49,3,6,5,35,0,284,2,22,87,1,0,125,396
KINGBUR 34-1047,106,94,3,2,3,38,2,395,14,20,114,0,0,200,545
KINGBUR 34-1057,106,71,3,10,18,63,0,396,3,36,143,2,1,177,581
KINGBUR 34-1058,100,40,5,7,22,48,1,304,1,17,125,1,2,140,451
KINGBUR 34-1059,82,81,1,7,10,55,3,368,13,24,121,1,0,163,530
KINGBUR 34-1064,92,54,2,8,9,49,3,359,3,19,123,0,0,146,507
KINGBUR 34-1082,56,40,2,3,8,33,0,179,3,10,82,0,0,96,274
KINGBUR 34-1104,40,36,3,10,4,25,2,191,4,14,79,0,0,76,290
KINGBUR 34-1116,54,47,1,5,1,21,1,216,7,13,61,0,2,101,300
KINGBUR 34-1136,31,23,2,3,1,22,1,112,2,4,63,0,0,54,182
KINGBUR 34-1150,40,23,4,9,8,48,1,204,1,15,107,0,2,63,330
KINGBUR 34-1192,108,67,2,7,14,52,0,355,12,21,119,2,0,175,509
KINGBUR 34-1219,62,49,1,4,13,57,1,279,3,18,155,0,0,111,456
KINGBURTON,66,43,0,1,4,8,0,191,4,4,35,0,0,109,234
KINGC-H 48-0321,38,5,0,4,17,44,1,148,3,11,103,0,0,43,266
KINGC-H 48-0322,19,10,1,0,10,30,0,116,0,12,69,0,0,29,197
KINGC-H 48-0323,48,16,2,2,28,54,1,196,2,26,107,1,0,64,333
KINGC-H 48-0324,50,25,1,4,18,35,1,199,6,21,106,0,0,75,333
KINGC-H 48-0325,61,16,1,1,22,51,0,229,4,24,110,0,1,77,368
KINGC-H 48-0326,36,11,2,3,9,24,0,117,3,12,87,0,0,47,219
KINGCADDIS,33,22,1,2,4,54,1,144,2,10,148,0,0,55,305
KINGCALHOUN,35,53,3,6,5,64,1,148,13,31,186,1,1,88,381
KINGCAMAS,82,62,0,17,20,61,1,384,10,23,217,0,0,144,635
KINGCAMELOT,38,43,3,2,0,33,1,206,3,22,114,0,0,81,346
KINGCAMPBELL HILL,90,64,4,8,2,24,0,408,8,8,78,0,1,154,503
KINGCANDLEWOOD,45,44,1,10,4,18,3,245,11,17,90,0,1,89,367
KINGCAR 05-0290,55,55,5,7,7,49,2,264,6,42,130,0,0,110,444
KINGCAR 05-3290,48,59,4,15,11,32,1,221,8,39,143,0,1,107,413
KINGCARPENTER,57,101,1,3,5,12,1,327,21,4,38,0,0,158,391
KINGCARRIAGE,59,28,3,12,3,35,0,213,8,5,108,0,3,87,337
KINGCARRIAGE LANE,90,40,0,10,14,53,4,323,5,37,132,0,2,130,503
KINGCEDAR PARK,15,14,1,3,1,27,0,81,1,10,63,0,0,29,155
KINGCEDAR RIVER,44,39,1,14,6,57,2,169,5,23,167,0,0,83,366
KINGCHAUTAUQUA,77,80,1,1,6,18,0,287,9,15,44,0,0,157,355
KINGCHERRY VALLEY,38,70,2,10,4,70,4,208,9,39,188,0,0,108,448
KINGCHINOOK,55,44,1,18,4,101,3,172,6,30,297,1,1,99,510
KINGCHURCHILL,56,42,2,6,7,29,5,232,9,20,96,0,0,98,362
KINGCLAY,33,28,1,5,11,64,0,127,10,11,174,1,0,61,323
KINGCLEVELAND,47,17,0,8,5,34,2,185,2,10,72,0,0,64,271
KINGCLOVER,35,34,0,8,4,66,0,202,13,26,192,0,0,69,433
KINGCOALFIELD,72,63,1,9,15,66,3,355,12,31,199,0,3,135,603
KINGCOLLEEN,54,49,1,3,14,31,0,273,1,16,112,0,0,103,402
KINGCOLVOS,46,52,1,3,8,15,0,183,10,4,32,0,0,98,229
KINGCONNAUGHT,101,67,5,6,10,66,4,353,18,11,130,2,1,168,519
KINGCOOPER,44,41,1,3,9,55,1,198,3,20,152,0,0,85,374
KINGCORNELL,113,64,1,6,4,14,2,376,5,17,55,0,1,177,456
KINGCORWIN,77,68,3,20,9,60,3,428,13,54,204,0,0,145,702
KINGCOTTAGE LAKE,54,48,2,7,5,56,1,192,9,19,121,0,0,102,342
KINGCOUGAR MTN,0,0,0,1,1,0,0,4,0,1,1,0,0,0,6
KINGCOV 47-0279,74,47,4,9,9,93,7,330,11,36,296,0,0,121,680
KINGCOV 47-0313,27,43,2,3,8,59,1,141,14,24,153,0,0,70,333
KINGCOV 47-0566,56,42,5,11,9,73,4,290,12,31,220,0,0,98,557
KINGCOV 47-1127,41,46,2,12,9,44,2,242,8,25,200,0,0,87,477
KINGCOV 47-1145,87,46,5,9,13,58,1,301,7,48,179,0,1,133,537
KINGCOV 47-1153,62,37,4,9,4,66,5,229,6,28,199,0,2,99,469
KINGCOV 47-1203,49,43,4,14,12,62,4,243,8,34,223,0,0,92,512
KINGCOV 47-2390,32,50,5,4,5,39,3,202,3,28,145,0,0,82,381
KINGCOV 47-2586,41,44,2,14,2,49,0,217,7,21,172,0,0,85,417
KINGCOV 47-2711,46,54,6,3,7,48,2,215,12,32,167,0,0,100,428
KINGCOV 47-2843,64,70,11,19,8,49,2,319,7,51,247,0,0,134,626
KINGCOV 47-2982,31,48,5,13,5,43,1,224,9,31,157,0,0,79,422
KINGCOV 47-3244,25,34,1,5,0,41,1,155,8,47,124,0,2,59,337
KINGCOV 47-3279,84,50,3,6,6,59,2,328,7,38,199,0,1,134,575
KINGCOV 47-3365,22,21,0,3,3,49,1,108,3,14,112,0,0,43,238
KINGCOV 47-3517,30,11,5,6,3,47,0,100,0,18,115,0,0,41,233
KINGCOV 47-3551,22,22,0,8,11,55,0,128,0,15,142,0,0,44,285
KINGCOV 47-3581,43,39,2,6,3,36,0,163,6,17,110,0,0,82,296
KINGCOV 47-3597,19,21,1,5,9,26,1,118,2,12,87,0,1,40,221
KINGCOV 47-3713,5,17,0,1,1,33,0,41,0,13,87,0,0,22,141
KINGCOVE,96,114,0,2,5,18,0,393,22,16,51,0,1,210,483
KINGCROSS,93,91,0,1,0,22,0,379,21,5,49,0,0,184,454
KINGCROW,24,31,1,5,8,62,0,121,5,18,153,1,0,55,298
KINGCUMBERLAND,17,19,1,8,3,66,0,78,5,14,168,0,0,36,265
KINGDANIEL,70,55,2,8,8,64,1,256,8,36,177,0,0,125,478
KINGDARWOOD,33,37,3,0,8,65,0,153,0,14,177,0,0,70,344
KINGDENVER,57,52,3,6,4,44,2,310,10,27,128,0,3,109,480
KINGDES 30-0954,104,47,0,8,13,94,1,365,5,29,215,0,0,151,615
KINGDES 30-1227,79,64,4,14,15,79,1,281,17,19,195,0,0,143,513
KINGDES 33-0016,32,19,3,4,4,38,1,136,3,10,98,0,0,51,248
KINGDES 33-0272,51,41,3,11,4,57,5,220,4,16,114,0,1,92,360
KINGDES 33-0297,28,25,0,2,2,23,2,97,5,12,64,0,0,53,180
KINGDES 33-0360,93,47,3,4,15,91,2,277,4,16,171,0,0,140,470
KINGDES 33-0361,39,36,0,4,9,30,1,198,2,17,85,0,0,75,303
KINGDES 33-0362,60,38,0,5,4,45,4,258,10,14,115,0,1,98,402
KINGDES 33-0363,36,34,0,2,1,14,1,181,5,9,61,0,0,70,257
KINGDES 33-0364,39,38,7,1,5,37,2,201,9,12,114,1,0,77,339
KINGDES 33-0366,70,52,3,4,12,50,1,306,6,22,135,0,0,122,470
KINGDES 33-0367,45,34,6,2,4,38,1,193,4,16,115,0,1,79,330
KINGDES 33-0437,53,28,0,6,5,21,1,164,4,7,66,1,0,81,243
KINGDES 33-0532,28,26,1,3,2,23,0,129,4,6,63,1,1,54,204
KINGDES 33-0668,23,27,0,7,1,19,1,111,5,11,78,2,0,50,208
KINGDES 33-0682,55,43,4,5,5,41,1,209,8,18,125,1,1,98,363
KINGDES 33-0864,45,41,2,10,7,30,3,166,3,16,93,1,0,86,282
KINGDES 33-0911,77,55,1,8,3,62,5,276,13,11,121,1,2,132,429
KINGDES 33-1071,47,38,2,8,2,30,5,198,7,14,86,0,1,85,311
KINGDES 33-1078,35,34,0,4,2,23,4,161,5,14,76,0,0,69,260
KINGDES 33-1128,40,35,3,3,2,26,1,139,4,14,71,0,0,75,229
KINGDES 33-1146,71,49,1,11,6,45,1,272,8,20,146,1,1,120,449
KINGDES 33-2394,104,35,3,14,12,29,1,258,0,10,77,0,0,139,346
KINGDES 33-2395,61,22,2,5,4,24,1,154,1,7,50,0,0,83,213
KINGDES 33-2416,64,48,2,5,8,49,0,252,5,10,112,0,0,112,379
KINGDES 33-2455,64,57,1,3,2,35,2,284,9,11,70,0,2,121,378
KINGDES 33-2623,73,31,0,7,9,37,0,207,2,8,104,0,0,104,321
KINGDES 33-2625,53,47,1,7,5,42,0,229,3,18,116,2,0,100,368
KINGDES 33-2626,75,21,0,12,17,65,0,179,1,8,125,0,0,96,313
KINGDES 33-2627,58,31,2,10,11,48,0,162,4,10,116,0,0,89,292
KINGDES 33-2637,54,48,2,8,5,49,1,253,8,15,106,0,0,102,383
KINGDES 33-2671,132,51,5,15,18,83,3,383,8,22,212,0,0,183,628
KINGDES 33-2672,56,39,3,4,12,31,5,253,12,25,107,1,0,95,403
KINGDES 33-2673,29,39,1,2,0,17,1,158,2,17,84,0,0,68,262
KINGDES 33-2674,62,51,2,5,2,42,0,262,10,23,125,0,2,113,422
KINGDES 33-2820,33,32,1,2,2,32,1,184,10,10,97,0,0,65,302
KINGDES 33-3131,35,24,4,6,3,19,2,121,2,14,66,0,1,59,206
KINGDEVILLE,46,36,3,12,7,46,7,215,8,18,162,1,0,82,411
KINGDIAMOND,19,7,1,1,2,39,1,83,0,6,101,0,0,26,191
KINGDILWORTH,72,109,1,8,13,11,1,309,16,13,62,0,0,181,401
KINGDIPPER,53,59,5,5,3,58,3,284,8,34,174,1,3,112,507
KINGDOCKTON,142,123,5,7,7,52,2,507,9,25,102,0,1,265,646
KINGDOLLOFF,38,32,1,3,4,62,0,143,6,15,146,0,0,70,310
KINGDOLPHIN,59,60,2,2,5,18,0,212,9,12,37,1,0,119,271
KINGDORRE DON,66,39,0,18,17,123,1,295,7,41,300,1,0,105,645
KINGDOUGLAS,54,49,3,8,3,62,1,300,7,19,176,0,0,103,503
KINGDUTHIE HILL,41,31,2,6,6,40,1,156,4,15,90,0,0,72,266
KINGDUV 45-0389,75,91,6,16,10,47,1,433,24,48,170,2,0,166,678
KINGDUV 45-2959,29,44,3,7,6,38,3,237,5,33,146,0,0,73,424
KINGDUV 45-3218,81,69,2,11,6,75,5,428,5,45,242,1,1,150,727
KINGDUV 45-3219,41,54,1,10,7,44,0,245,8,33,155,0,0,95,441
KINGDUV 45-3481,78,44,4,7,14,49,1,337,6,37,208,0,0,122,589
KINGDUV 45-3502,26,24,2,6,6,49,1,159,3,22,147,0,0,50,332
KINGDUV 45-3642,39,47,2,3,5,27,0,231,8,27,125,0,1,86,392
KINGEAGLE,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
KINGEARLINGTON,50,46,0,1,0,10,0,202,2,7,42,2,2,96,257
KINGEASTRIDGE,123,59,1,18,23,64,0,524,4,27,179,0,0,182,734
KINGEASTWOOD,65,51,1,7,11,35,1,239,8,26,128,0,0,116,402
KINGEDGEHILL,10,5,0,6,1,8,0,38,0,2,18,0,0,15,58
KINGELECTIONS OFFICE,2,1,0,0,0,1,0,30,1,0,9,1,0,3,41
KINGELIZABETH,51,65,2,10,12,49,2,284,8,36,137,0,2,116,469
KINGELSIE,83,80,1,6,8,40,2,453,8,19,124,3,1,163,610
KINGELSOM,50,52,1,11,17,51,2,266,7,32,190,0,0,102,497
KINGENM 31-0409,28,28,1,3,6,44,3,119,3,19,143,0,3,56,290
KINGENM 31-0410,44,50,9,11,7,66,4,183,6,34,271,0,0,94,498
KINGENM 31-0411,81,58,5,8,10,106,1,246,8,33,277,1,0,139,566
KINGENM 31-0413,50,56,2,6,8,89,5,229,10,31,264,0,1,106,540
KINGENM 31-0415,22,14,4,3,4,28,0,94,2,4,92,0,0,36,192
KINGENM 31-0416,61,44,10,16,10,97,6,237,5,29,293,0,2,105,572
KINGENM 31-0417,26,25,1,2,1,35,4,106,3,24,86,0,0,51,223
KINGENM 31-0418,65,31,8,11,15,65,3,182,4,25,223,0,1,96,438
KINGENM 31-0419,36,39,6,18,3,66,6,150,8,18,210,0,0,75,392
KINGENM 31-3246,22,21,3,1,4,34,1,102,3,9,101,0,0,43,216
KINGENM 31-3247,70,53,2,12,10,97,6,248,11,31,288,0,1,123,585
KINGENM 31-3248,52,47,8,14,16,116,2,224,5,32,323,2,2,99,590
KINGENM 31-3492,21,21,1,9,7,42,4,83,5,16,132,0,0,42,240
KINGEVERGREEN,105,72,1,2,4,43,1,478,13,20,99,3,1,177,615
KINGEXCALIBUR,38,33,1,1,3,54,4,143,2,17,133,0,0,71,299
KINGFAIRGLEN,50,45,1,6,9,41,1,258,1,22,96,0,0,95,378
KINGFAIRHAVEN,104,53,5,12,21,86,2,432,7,28,212,2,0,157,683
KINGFAIRMONT,47,21,2,12,6,41,1,194,2,13,135,0,0,68,345
KINGFAIRMONT GLEN,70,35,1,2,15,36,0,262,5,29,110,0,0,105,406
KINGFAIRVILLE,62,48,3,9,12,47,3,271,8,17,156,0,0,110,455
KINGFAIRWEATHER,50,18,1,2,7,19,2,129,2,14,73,0,0,68,220
KINGFAIRWOOD,40,19,0,3,6,35,0,130,4,10,86,0,0,59,230
KINGFALCON,33,26,2,9,2,77,1,148,2,11,217,0,0,59,379
KINGFALL CITY,39,73,2,1,10,57,3,215,8,21,159,0,1,112,407
KINGFARLEY,33,35,3,27,19,106,4,207,5,32,361,1,0,68,610
KINGFED 30-2988,104,67,6,6,10,81,3,283,14,22,158,2,0,171,482
KINGFED 30-2990,73,43,2,8,5,41,1,277,7,17,143,0,0,116,445
KINGFED 30-2991,48,18,3,6,3,33,4,149,5,15,79,1,1,66,254
KINGFED 30-2992,48,38,4,3,1,26,1,180,7,8,66,1,0,86,263
KINGFED 30-2993,74,62,1,4,11,53,1,300,5,34,166,2,1,136,509
KINGFED 30-2994,16,14,4,3,1,13,1,84,3,9,74,0,0,30,171
KINGFED 30-2995,29,22,0,1,0,17,0,108,4,6,65,0,0,51,183
KINGFED 30-2996,92,35,8,12,6,57,1,290,6,27,142,0,1,127,467
KINGFED 30-2999,32,36,0,3,4,23,5,177,2,13,87,0,0,68,284
KINGFED 30-3000,39,52,3,8,4,38,0,209,7,8,113,1,1,91,339
KINGFED 30-3001,107,56,7,16,12,77,6,319,8,14,180,0,1,163,528
KINGFED 30-3002,84,81,2,9,2,49,1,350,10,18,137,1,1,165,518
KINGFED 30-3003,51,43,3,12,10,62,2,269,4,17,176,0,0,94,468
KINGFED 30-3004,38,47,0,0,3,41,0,193,11,21,95,0,1,85,321
KINGFED 30-3005,42,26,2,3,3,45,0,153,0,9,76,0,0,68,238
KINGFED 30-3006,42,53,1,6,1,38,3,231,5,20,116,0,1,95,376
KINGFED 30-3007,20,25,1,5,7,34,1,86,0,11,88,1,1,45,188
KINGFED 30-3008,33,37,1,5,1,28,1,146,10,19,75,0,0,70,251
KINGFED 30-3010,44,24,3,5,7,32,1,130,6,10,117,1,1,68,266
KINGFED 30-3011,34,32,0,0,5,24,3,167,4,10,86,0,0,66,270
KINGFED 30-3012,45,27,1,2,9,33,0,179,1,12,68,0,0,72,260
KINGFED 30-3013,19,22,0,3,3,32,1,110,2,7,78,1,1,41,200
KINGFED 30-3014,54,32,2,6,20,57,0,201,2,26,141,0,0,86,370
KINGFED 30-3015,39,32,1,6,4,60,1,165,4,18,148,0,0,71,336
KINGFED 30-3017,105,47,3,12,21,101,3,330,9,30,204,0,0,152,576
KINGFED 30-3018,51,28,2,5,2,17,1,163,3,14,66,0,3,79,250
KINGFED 30-3019,51,27,3,11,12,55,5,165,5,15,154,1,1,78,346
KINGFED 30-3020,61,39,1,9,5,35,1,229,2,13,105,0,3,100,353
KINGFED 30-3021,72,45,0,6,7,47,1,274,6,15,141,1,0,117,438
KINGFED 30-3022,24,12,1,1,4,25,1,93,2,8,76,1,1,36,182
KINGFED 30-3023,52,47,2,10,7,55,2,187,2,14,119,1,0,99,325
KINGFED 30-3024,58,25,0,5,9,48,1,153,3,15,111,0,0,83,283
