precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,general_total
GILES1B PROSPECT,47,0,18,1,13,0,68,0,0,0,1,6,0,0,53,0,127,179,0,0,1,0,5,1,0,0,0,1,5,528,0,65,720
GILES2A MINOR HILL,57,1,30,2,21,1,82,0,0,0,0,7,0,0,54,0,222,168,0,0,0,0,24,0,0,0,0,1,2,854,0,88,1049
GILES2B AIRPORT,46,1,11,1,11,0,23,1,0,0,1,3,0,1,19,0,87,123,0,0,0,0,9,2,0,0,0,0,0,364,0,58,498
GILES3A RICHLAND TRACE,45,0,12,3,14,0,78,0,0,0,3,14,0,0,36,0,157,138,0,0,1,0,10,1,0,2,0,0,4,602,0,57,758
GILES3B CAMPBELLSVILLE,65,0,26,2,20,0,89,0,0,0,3,2,0,1,26,0,153,150,1,0,1,0,16,0,0,1,0,0,4,666,0,91,839
GILES4A LYNNVILLE,63,0,31,4,27,0,130,0,0,0,1,9,0,0,41,0,188,177,0,0,1,0,16,0,0,1,0,1,2,826,0,94,1024
GILES4B ODD FELLOWS HALL,30,0,25,3,33,0,88,1,0,0,2,6,0,0,46,2,157,137,0,0,0,0,9,0,0,1,0,3,2,681,0,55,833
GILES5A TCAT,73,1,32,0,29,0,88,0,0,0,2,12,0,1,51,0,201,238,0,0,1,0,13,1,0,0,0,1,6,846,0,106,1106
GILES5B AGRI PARK,40,0,27,0,30,0,47,0,0,0,2,10,0,0,53,0,138,146,0,0,0,0,9,1,0,0,0,0,3,566,0,67,725
GILES6A MARTIN,67,0,22,3,15,0,18,0,0,0,1,4,0,2,25,0,87,291,0,0,2,0,13,1,0,0,0,1,4,333,0,89,645
GILES6B BRIDGEFORTH,127,0,9,0,3,1,12,1,0,0,0,0,0,0,14,0,39,414,0,0,3,0,4,1,0,0,0,0,3,164,0,136,589
GILES7A GCHS,74,1,19,7,11,1,16,0,1,0,0,7,0,0,20,0,58,208,0,0,1,0,16,1,0,0,0,0,3,270,0,94,499
GILES7B REC CENTER,117,0,26,4,10,0,62,0,0,0,0,5,0,1,45,0,111,345,0,0,3,0,10,1,0,0,0,2,1,519,0,143,881
GREENE1 BAILEYTON,32,2,36,6,29,0,122,2,0,0,2,14,0,0,71,1,235,170,1,0,0,0,17,2,0,0,0,2,3,803,0,70,998
GREENE1 OTTWAY,42,1,39,7,23,3,127,0,0,0,3,18,0,2,58,0,247,167,0,0,0,0,21,2,0,0,0,1,8,919,0,82,1118
GREENE1 WEST PINES,38,3,28,1,20,0,121,0,0,0,0,23,0,1,70,1,205,149,2,0,2,0,23,1,0,0,0,2,5,819,0,69,1003
GREENE2 CHUCKEY,66,0,61,10,61,1,243,2,1,1,3,21,0,3,115,2,410,306,0,0,0,0,35,1,0,3,0,8,6,1538,0,127,1897
GREENE2 CHUCKEY DOAK,57,1,77,7,61,0,208,0,0,0,3,24,0,1,94,0,350,282,0,0,0,0,32,2,0,4,0,5,9,1388,0,135,1722
GREENE3 DOAK,75,2,61,9,63,6,203,1,0,0,2,45,0,1,153,0,327,299,0,0,3,0,40,1,0,8,0,3,15,1256,0,138,1625
GREENE3 TUSCULUM VIEW,103,1,75,25,75,8,192,3,1,0,7,56,0,3,238,1,345,439,3,0,3,0,44,9,0,8,0,4,18,1373,0,179,1901
GREENE4 CAMP CREEK,86,1,83,11,76,2,290,0,2,0,4,52,1,5,189,2,552,377,3,0,2,0,30,4,0,4,0,5,17,1984,1,170,2427
GREENE4 COURTHOUSE,44,0,49,19,36,1,86,1,0,2,1,46,0,1,102,2,168,237,0,0,3,0,28,0,0,1,0,1,11,723,0,93,1004
GREENE5 DEBUSK,65,1,57,15,73,1,171,0,0,0,0,34,0,1,151,0,336,231,4,0,1,0,39,1,0,0,0,6,6,1300,0,123,1588
GREENE5 MIDDLE SCHOOL,41,1,44,1,37,0,69,0,0,0,2,14,0,1,68,0,144,180,0,0,3,0,18,2,0,0,0,0,6,551,0,86,760
GREENE5 NOLACHUCKEY,35,1,23,6,54,0,78,0,0,0,0,7,0,0,37,0,164,98,0,0,0,0,11,0,0,4,0,0,0,561,0,59,674
GREENE5 SOUTH GREENE,26,2,29,7,32,1,72,0,0,0,0,13,0,4,65,1,175,118,0,0,0,0,12,0,0,0,0,2,6,676,0,57,814
GREENE6 MCDONALD,50,1,28,3,35,1,94,0,0,0,6,7,1,2,84,2,215,124,0,0,2,0,11,1,0,1,0,4,2,798,0,79,943
GREENE6 MOSHEIM,81,0,78,17,73,2,197,0,0,0,6,19,0,2,136,0,457,305,0,0,3,0,29,1,0,2,0,8,15,1632,0,159,1995
GREENE7 GLENWOOD,93,4,52,12,78,0,208,0,0,0,3,26,0,6,131,1,455,283,1,0,3,0,49,1,0,1,0,2,9,1435,0,149,1784
GREENE7 HIGH SCHOOL,145,1,72,6,34,0,89,1,0,0,5,23,0,1,84,0,232,451,0,0,3,0,42,1,0,8,0,3,16,806,0,218,1330
GRUNDYALTAMONT,58,0,36,4,16,1,49,0,2,0,2,1,0,1,20,0,125,131,0,0,0,0,16,1,0,0,0,1,4,473,0,94,626
GRUNDYBEERSHEBA SPRINGS,21,0,10,3,5,0,16,0,0,0,1,2,0,0,3,0,28,40,0,0,1,0,5,0,0,0,0,1,4,129,0,31,180
GRUNDYCENTRAL,16,0,10,1,14,0,16,0,0,0,0,3,0,0,8,0,40,47,0,0,0,0,5,1,0,0,0,0,0,180,0,26,233
GRUNDYCOALMONT,34,1,11,2,18,0,26,0,0,1,1,1,0,0,12,0,71,81,0,0,0,0,8,0,0,0,0,1,0,337,0,46,427
GRUNDYCOLLINS,10,0,7,0,3,0,7,0,0,0,0,0,0,0,1,0,12,26,0,0,0,0,2,0,0,0,0,0,0,76,0,17,104
GRUNDYCROSS ROADS,26,1,7,0,11,1,21,0,0,0,0,0,0,0,3,0,43,33,0,0,0,0,6,0,0,0,0,0,0,142,0,34,181
GRUNDYGRUETLI-LAAGER,64,1,26,1,11,0,59,0,0,0,0,1,0,1,22,0,156,145,0,0,4,0,5,0,0,0,0,2,1,573,0,91,730
GRUNDYHUBBARD'S COVE,12,0,2,0,3,0,7,0,0,0,0,0,0,0,1,0,15,22,0,0,0,0,2,0,0,0,0,0,0,41,0,14,65
GRUNDYMONTEAGLE,59,1,19,0,16,0,29,0,0,0,1,9,0,0,27,0,88,137,0,0,1,0,8,0,0,1,0,1,4,393,0,79,545
GRUNDYPALMER,29,1,12,0,1,0,14,0,0,0,0,0,0,0,6,0,44,68,0,0,0,0,2,1,0,0,0,2,0,186,0,42,259
GRUNDYPELHAM,29,1,6,0,9,0,28,0,0,0,0,1,0,0,7,0,52,50,0,0,0,0,3,0,0,0,0,1,2,178,0,36,234
GRUNDYTARLTON,0,0,2,0,5,0,40,0,0,0,0,4,0,0,0,0,13,6,0,0,0,0,1,0,0,0,0,1,0,80,0,2,88
GRUNDYTRACY CITY,88,6,56,5,29,1,71,0,0,0,2,8,0,0,24,2,225,213,0,0,5,0,17,0,0,1,0,3,4,848,0,150,1091
HAMBLEN13-1,76,2,55,11,90,1,248,1,0,0,8,56,3,2,193,1,433,312,3,0,5,0,43,6,0,18,0,12,11,1566,0,133,1976
HAMBLEN14-1,56,0,61,9,96,2,212,1,1,0,4,44,0,0,193,0,354,342,0,0,1,0,40,1,0,17,0,3,3,1425,0,117,1832
HAMILTON003 AMNICOLA,61,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,8,128,0,0,1,0,3,0,0,0,0,0,1,18,0,65,151
HAMILTON004 AVONDALE,250,0,38,0,1,0,5,0,0,0,0,0,0,0,2,1,4,803,0,0,1,0,5,0,0,2,0,1,5,32,0,288,849
HAMILTON005 BONNY OAKS,545,2,81,0,19,1,29,0,0,0,2,3,0,0,30,1,58,1302,0,0,2,0,17,1,0,1,0,1,5,247,0,628,1576
HAMILTON006 BRAINERD,186,0,168,2,38,2,85,0,0,1,2,26,0,3,154,2,108,744,2,0,3,0,77,1,0,17,0,4,11,565,0,354,1424
HAMILTON007 BRAINERD HILLS,149,0,87,4,37,2,57,0,0,0,1,25,0,2,98,1,100,581,2,0,1,0,58,3,0,6,0,1,6,493,0,236,1151
HAMILTON008 BUSHTOWN,431,0,62,0,5,0,2,0,0,0,0,5,0,0,4,0,6,1086,1,0,1,0,14,2,0,12,0,1,12,34,0,493,1163
HAMILTON012 CONCORD 1,75,0,35,5,36,1,71,0,0,0,2,20,0,2,85,1,95,284,0,0,1,0,39,0,0,6,0,2,3,471,0,110,806
HAMILTON014 DALEWOOD,425,2,42,0,8,2,6,0,0,0,0,2,0,0,7,0,10,857,0,0,1,0,9,0,0,0,0,2,6,52,0,469,927
HAMILTON017 EAST BRAINERD 1,206,1,95,8,90,2,193,0,0,2,1,57,0,14,263,5,301,765,4,0,4,0,68,1,0,17,0,7,13,1491,0,302,2370
HAMILTON018 EAST CHATTANOOGA 1,300,0,68,3,13,0,8,0,0,0,0,4,0,1,12,1,28,408,0,0,1,0,8,0,0,0,0,1,1,46,0,368,465
HAMILTON019 EAST LAKE,151,0,33,0,12,0,29,0,1,0,0,10,0,0,39,1,98,568,0,0,1,0,21,2,0,4,0,1,8,355,0,184,960
HAMILTON023 GLENWOOD,267,2,64,8,13,1,13,0,0,0,1,11,0,3,33,2,15,724,1,0,1,0,15,2,0,5,0,2,10,103,0,333,863
HAMILTON025 HIXSON 1,43,1,41,6,19,0,54,0,0,0,0,17,0,3,71,0,69,203,4,0,2,0,33,0,0,3,0,4,9,313,0,85,571
HAMILTON028 LAKE HILLS,270,0,41,2,15,1,30,0,0,0,1,5,0,3,35,2,54,654,0,0,1,0,17,1,0,2,0,5,7,244,0,311,931
HAMILTON029 LUPTON CITY,131,3,139,7,36,0,91,1,0,0,2,19,0,12,98,2,155,543,3,0,1,0,50,3,0,7,0,2,16,684,0,273,1309
HAMILTON031 MISSIONARY RIDGE,167,0,136,6,29,0,45,0,0,0,0,24,0,3,125,1,135,556,0,0,3,0,60,3,0,18,0,0,13,481,0,303,1134
HAMILTON032 MOCCASIN BEND,153,0,189,7,33,0,53,0,0,0,0,31,0,5,113,1,102,716,0,0,1,0,100,1,0,8,0,3,17,553,0,342,1399
HAMILTON033 MOUNTAIN CREEK 1,252,1,237,30,84,5,192,0,0,0,0,94,0,20,349,6,335,1162,1,0,5,0,160,1,0,27,0,11,44,1672,0,490,3083
HAMILTON035 NORTH CHATTANOOGA 1,180,2,181,4,17,1,41,0,0,0,0,66,0,12,209,1,110,761,0,0,1,0,92,0,0,16,0,8,20,546,0,363,1444
HAMILTON037 NORTHWOODS 1,94,0,80,5,43,3,59,1,0,1,1,26,0,6,118,1,140,367,0,0,0,0,37,2,0,3,0,4,12,636,0,174,1061
HAMILTON038 NORTHWOODS 2,31,0,28,6,16,1,40,1,0,0,0,16,0,1,44,3,73,136,0,0,0,0,11,0,0,4,0,0,9,306,0,59,466
HAMILTON042 RIVERVIEW,138,1,125,10,27,2,42,0,0,1,1,88,1,5,212,1,90,589,0,0,1,0,83,3,0,5,0,2,13,465,0,264,1161
HAMILTON043 ST. ELMO 1,160,0,206,2,52,1,53,0,0,0,0,29,0,1,167,0,50,683,6,0,4,0,93,2,0,61,0,5,34,309,0,366,1197
HAMILTON046 TYNER 1,298,1,122,8,78,3,134,3,0,0,2,47,0,3,176,3,208,892,0,0,2,0,55,5,0,14,0,2,18,983,0,421,1971
HAMILTON048 LOOKOUT VALLEY 1,148,1,105,9,120,2,203,0,1,0,4,80,1,12,345,2,417,581,2,0,1,0,57,1,0,35,0,4,16,1831,0,254,2528
HAMILTON050 APISON 1,62,0,67,8,183,5,178,0,0,0,4,55,1,11,248,3,318,314,4,0,2,0,86,4,0,18,0,8,15,1620,0,129,2071
HAMILTON051 BIRCHWOOD,80,0,52,5,96,6,206,0,0,0,3,43,1,9,198,6,472,324,4,0,2,0,49,1,0,13,0,9,10,1875,0,132,2287
HAMILTON052 COLLEGEDALE 1,57,0,38,12,106,1,72,0,0,0,0,40,0,5,132,3,119,270,0,0,0,0,81,1,0,1,0,4,9,698,0,95,1064
HAMILTON053 EAST RIDGE 1,186,2,165,1,61,2,195,0,0,1,1,38,0,9,183,5,317,760,0,0,0,0,82,3,0,25,0,7,23,1416,0,353,2316
HAMILTON054 EAST RIDGE 2,137,0,132,6,63,3,108,0,0,0,0,34,0,11,132,0,213,622,1,0,1,0,72,1,0,18,0,5,26,857,0,269,1603
HAMILTON055 EAST RIDGE 3,147,1,84,9,63,2,180,0,0,1,3,23,0,10,118,8,291,541,0,0,4,0,66,3,0,0,0,2,15,1219,0,232,1850
HAMILTON056 EAST RIDGE 4,140,0,116,5,60,5,144,1,0,0,2,21,1,7,128,2,316,626,1,0,2,0,61,2,0,8,0,6,16,1241,0,256,1963
HAMILTON058 HARRISON 1,24,0,11,1,6,0,25,0,0,0,0,5,0,1,16,0,23,135,0,0,0,0,5,1,0,0,0,0,2,143,0,35,286
HAMILTON059 MEADOWVIEW,11,0,11,2,12,1,29,0,0,0,0,7,0,1,41,1,63,64,1,0,0,0,15,0,0,3,0,1,1,291,0,22,376
HAMILTON060 OOLTEWAH 1,217,0,87,7,125,5,206,0,0,0,1,56,0,10,253,2,302,705,2,0,3,0,73,2,0,26,0,5,14,1519,1,304,2350
HAMILTON061 RIDGESIDE,31,0,22,5,15,1,14,0,0,0,0,30,0,1,61,0,17,120,0,0,0,0,21,0,0,8,0,0,2,121,0,53,272
HAMILTON063 SUMMIT 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAMILTON064 WESTVIEW 1,161,1,115,11,100,3,180,1,0,0,1,98,0,9,303,4,268,689,2,0,4,0,83,1,0,13,0,9,16,1392,0,277,2209
HAMILTON067 FAIRMOUNT,105,1,105,3,79,2,144,1,0,0,3,67,1,7,220,1,208,454,2,0,1,0,84,3,0,16,0,11,9,1159,0,211,1739
HAMILTON069 FLAT TOP MOUNTAIN,12,0,10,0,9,0,27,0,0,1,2,8,0,2,21,0,52,25,0,0,0,0,5,0,0,1,0,0,1,212,0,22,244
HAMILTON070 GANNS,79,1,79,12,66,1,179,1,0,0,0,50,0,6,241,0,292,364,2,0,0,0,73,2,0,11,0,7,9,1222,0,159,1690
HAMILTON071 LAKESITE,39,0,35,4,48,4,111,0,0,0,0,27,0,4,112,1,203,182,3,0,1,0,43,1,0,3,0,5,6,695,0,74,939
HAMILTON074 MOWBRAY,39,2,21,1,27,3,77,3,0,0,0,19,0,6,87,4,154,144,0,0,0,0,22,1,0,4,0,0,5,656,0,62,832
HAMILTON075 PLEASANT GROVE 1,195,0,144,18,128,2,299,1,0,0,1,81,0,14,364,6,535,748,3,0,4,0,102,6,0,18,0,9,13,2195,0,339,3098
HAMILTON076 RED BANK 1,112,1,162,5,34,0,88,0,0,0,1,17,0,3,108,0,121,643,0,0,1,0,90,1,0,14,0,6,19,651,0,275,1425
HAMILTON077 RED BANK 2,79,1,75,1,17,2,41,0,0,0,1,9,0,3,81,1,74,279,0,0,1,0,34,2,0,9,0,2,13,330,0,155,670
HAMILTON078 RED BANK 3,195,1,209,11,91,6,178,2,0,0,1,60,1,7,260,4,339,768,0,0,0,0,110,4,0,15,0,1,31,1495,0,405,2424
HAMILTON080 SALE CREEK,38,0,30,1,42,3,94,1,0,0,2,10,0,8,82,1,204,132,2,0,0,0,16,0,0,18,0,7,3,799,1,68,978
HAMILTON083 SODDY DAISY 1,158,2,118,8,79,9,244,0,0,0,0,51,0,15,245,6,497,546,5,0,0,0,94,2,0,21,0,5,17,2091,0,278,2781
HAMILTON084 SODDY DAISY 2,86,0,56,7,42,2,88,0,0,0,2,22,0,4,128,1,221,297,1,0,1,0,49,3,0,10,0,0,5,1280,0,142,1646
HAMILTON085 VALDEAU,33,0,23,4,9,0,29,0,0,0,1,17,0,2,37,1,66,108,0,0,0,0,20,0,0,0,0,0,4,237,0,56,369
HAMILTON086 WALDEN,72,1,69,7,35,1,95,0,0,1,0,61,0,9,176,2,157,350,0,0,1,0,47,0,0,7,0,3,7,676,0,142,1091
HAMILTON088 HIXSON 2,177,1,125,19,115,2,204,0,0,0,0,105,0,19,373,5,391,782,2,0,2,0,104,1,0,15,0,11,20,1782,0,303,2719
HAMILTON089 OOLTEWAH 2,116,2,52,6,38,2,58,0,0,1,0,14,0,3,70,1,128,373,0,0,2,0,37,0,0,7,0,1,11,633,0,170,1064
HAMILTON090 HARRISON 2,380,3,137,12,114,1,240,0,0,0,2,59,0,19,306,6,452,1194,0,0,4,0,112,2,0,22,0,7,20,1806,0,520,3167
HAMILTON091 WESTVIEW 2,161,0,102,8,104,2,217,0,0,0,0,81,0,8,362,0,322,686,2,0,4,0,97,1,0,26,0,3,10,1560,0,263,2389
HAMILTON092 LOOKOUT VALLEY 2,2,0,4,0,1,0,5,0,0,0,0,1,0,0,4,0,10,15,0,0,0,0,0,0,0,13,0,0,3,53,0,6,84
HAMILTON093 CONCORD 2,93,0,44,5,29,0,44,0,0,0,0,34,0,4,96,2,78,353,2,0,3,0,35,0,0,13,0,3,7,457,0,137,873
HAMILTON094 EASTGATE 1,161,1,73,0,9,0,26,1,0,0,0,6,0,1,27,0,21,469,1,0,1,0,39,3,0,7,0,2,8,123,0,235,653
HAMILTON095 EASTGATE 2,170,0,53,1,5,0,21,0,0,0,0,5,0,0,23,0,32,548,0,0,0,0,23,0,0,3,0,0,4,167,0,223,745
HAMILTON096 WESTVIEW 3,80,0,52,5,69,2,135,0,0,0,2,41,1,4,158,2,209,334,0,0,4,0,36,1,0,4,0,6,6,831,0,132,1222
HAMILTON097 TYNER 2,48,0,12,0,2,2,8,0,1,0,0,6,0,0,12,1,27,133,0,0,0,0,9,1,0,2,0,0,2,107,0,60,254
HAMILTON098 HARRISON 3,165,0,91,7,104,4,179,0,0,0,2,39,0,6,242,2,315,678,4,0,1,0,78,2,0,22,0,10,12,1561,0,256,2368
HAMILTON101 HIXSON 3,180,0,103,15,78,5,188,0,0,0,2,116,0,11,343,10,341,691,1,0,5,0,101,1,0,19,0,2,10,1461,0,283,2291
HAMILTON103 PLEASANT GROVE 2,1,0,3,0,5,0,7,0,0,0,0,1,0,0,2,0,17,11,0,0,0,0,1,0,0,0,0,0,1,59,0,4,72
HAMILTON104 EAST BRAINERD 2,247,1,123,11,76,1,212,1,0,0,4,65,1,12,328,3,347,939,1,0,3,0,88,0,0,17,0,6,16,1653,0,371,2723
HAMILTON106 MOUNTAIN CREEK 2,3,0,3,0,1,0,2,0,0,0,0,1,0,1,2,0,4,8,0,0,0,0,4,0,0,0,0,0,0,14,0,6,26
HAMILTON118 APISON 2,22,0,14,2,23,0,43,0,0,0,0,10,0,2,51,0,62,100,0,0,1,0,10,0,0,3,0,1,0,262,0,36,377
HAMILTON122 COLLEGEDALE 2,35,0,39,2,104,1,34,0,0,0,1,24,0,5,42,0,34,198,0,0,0,0,73,0,0,1,0,5,6,358,0,74,641
HAMILTON132 EASTSIDE 2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,6,0,9,46
HAMILTON137 ST. ELMO 2,7,0,6,0,2,0,7,0,0,0,0,0,0,1,3,1,5,34,0,0,0,0,2,0,0,0,0,0,0,34,0,13,70
HAMILTON139 NORTH CHATTANOOGA 2,58,0,80,3,8,0,17,0,0,0,0,12,0,1,50,0,30,295,0,0,0,0,25,1,0,2,0,1,9,138,0,138,471
HAMILTON140 HARRISON 4,35,0,21,1,22,1,53,0,0,0,1,19,0,1,93,2,121,159,0,0,0,0,21,0,0,11,0,2,3,493,0,56,689
HAMILTON141 CONCORD 3,60,0,20,1,19,1,31,0,0,0,0,11,0,3,49,2,53,153,1,0,0,0,9,1,0,1,0,3,2,243,0,80,413
HAMILTON143 OOLTEWAH 3,2,0,0,0,11,0,14,0,0,0,1,6,0,0,28,0,33,4,0,0,0,0,0,0,0,0,0,0,0,10,0,2,14
HAMILTON144 SODDY DAISY 3,29,0,20,4,36,1,87,0,0,0,1,23,0,5,96,5,182,102,0,0,0,0,9,0,0,3,0,0,2,361,0,49,477
HAMILTON166 SUMMIT 2,61,0,34,5,33,2,45,0,0,0,1,13,0,3,71,0,49,214,0,0,2,0,33,1,0,5,0,0,4,372,0,95,631
HAMILTON167 COLLEGEDALE 3,18,0,12,2,58,1,11,1,0,0,0,14,0,3,29,1,27,70,2,0,0,0,14,1,0,2,0,1,6,199,0,30,295
HAMILTON168 OOLTEWAH 6,1,0,0,0,16,1,21,0,0,0,0,6,0,1,26,0,31,19,3,0,0,0,3,0,0,0,0,0,0,27,0,1,52
HAMILTON169 OOLTEWAH 5,2,0,2,1,29,0,40,0,0,0,0,17,0,1,44,3,69,31,0,0,0,0,2,0,0,0,0,0,1,83,0,4,117
HAMILTON170 SNOWHILL 1,62,1,58,1,57,1,119,0,0,0,2,14,1,2,104,3,232,287,1,0,2,0,44,1,0,17,0,4,7,1082,0,121,1445
HAMILTON171 MURRAY HILLS 1,256,0,101,2,30,2,54,0,1,0,1,24,0,6,104,4,136,696,0,0,2,0,42,3,0,12,0,5,9,532,0,357,1301
HAMILTON172 DALLAS 2,34,2,33,3,41,1,96,0,0,0,0,21,1,2,122,0,157,173,0,0,2,0,41,3,0,8,0,1,3,755,0,69,986
HAMILTON173 WOODMORE 1,534,0,90,3,7,0,16,0,0,0,1,9,0,2,16,0,24,1180,1,0,0,0,11,0,0,0,0,1,8,100,0,624,1301
HAMILTON174 WOODMORE 2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,3,0,0,0,0,0,2,29,0,9,81
HAMILTON175 AIRPORT,189,0,65,2,24,1,51,0,0,0,1,13,0,1,42,1,67,628,1,0,3,0,29,1,0,6,0,3,5,352,0,254,1028
HAMILTON176 KINGSPOINT 3,5,0,2,0,3,0,2,0,0,0,0,0,0,0,1,0,3,23,0,0,0,0,0,0,0,0,0,0,0,20,0,7,43
HAMILTON177 CONCORD 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,6
HAMILTON178 CONCORD 6,13,0,14,0,3,0,3,0,0,0,0,0,0,0,6,1,3,61,0,0,0,0,12,0,0,0,0,0,7,60,0,27,140
HAMILTON179 SNOWHILL 2,127,0,66,20,129,2,259,1,0,0,1,73,0,7,334,3,374,495,0,0,2,0,69,2,0,8,0,6,9,1944,0,193,2535
HAMILTON180 HARRISON 5,48,0,27,2,47,2,125,0,0,0,0,26,0,9,122,4,155,211,11,0,2,0,27,0,0,1,0,1,4,822,0,75,1079
HAMILTON181 CONCORD 4,202,2,102,13,60,2,146,0,0,0,0,56,0,7,211,3,235,835,1,0,1,0,65,2,0,13,0,5,4,1147,0,306,2073
HAMILTON182 MURRAY HILLS 2,70,1,20,0,1,0,13,0,0,0,1,1,0,0,7,1,19,221,0,0,1,0,19,2,0,3,0,0,2,89,0,91,337
HAMILTON183 BAKEWELL 2,95,1,66,4,49,0,166,0,0,1,3,30,1,9,160,4,328,380,0,0,2,0,51,2,0,4,0,5,6,1372,0,162,1822
HAMILTON184 BAKEWELL 1,20,0,6,1,27,2,56,0,0,0,1,9,0,4,64,3,113,71,0,0,1,0,4,0,0,0,0,0,1,352,0,26,429
HAMILTON185 DALLAS 1,82,0,72,7,99,2,186,1,0,0,2,41,0,12,239,2,368,397,2,0,1,0,77,0,0,10,0,9,12,1673,0,154,2181
HAMILTON186 MIDDLE VALLEY 2,1,0,6,2,20,2,55,0,0,0,0,4,0,2,55,3,77,108,0,0,1,0,28,1,0,1,0,0,1,458,0,7,598
HAMILTON187 FALLING WATER,31,0,21,3,25,0,56,0,0,0,0,35,0,1,91,1,123,124,2,0,0,0,30,0,0,2,0,0,4,472,0,52,634
HAMILTON188 MIDDLE VALLEY 1,105,0,121,4,70,1,149,1,0,1,6,34,0,7,205,5,279,352,0,0,0,0,72,1,0,9,0,5,9,1243,0,226,1691
HAMILTON189 DUPONT,154,0,90,17,53,1,136,0,0,1,0,58,0,9,214,4,246,612,7,0,1,0,81,2,0,9,0,6,14,1055,0,244,1787
HAMILTON190 KINGSPOINT 1,356,0,47,2,9,1,28,0,0,0,0,3,0,2,18,0,37,832,0,0,1,0,17,2,0,1,0,1,11,141,0,403,1006
HAMILTON191 KINGSPOINT 2,41,0,24,2,13,0,17,0,0,0,0,2,0,1,30,0,27,130,0,0,0,0,22,3,0,3,0,0,3,152,0,65,313
HAMILTON192 EAST CHATTANOOGA 2,112,1,16,2,2,0,2,0,0,0,0,0,0,1,10,0,15,674,0,0,0,0,11,2,0,0,0,1,4,99,0,129,791
HAMILTON193 NORTHGATE 2,112,2,94,10,34,2,104,1,0,0,1,38,0,8,138,3,165,449,1,0,3,0,54,3,0,8,0,4,18,739,0,208,1279
HAMILTON194 NORTHGATE 1,82,0,90,3,46,0,61,0,0,0,2,25,0,3,98,3,130,397,5,0,1,0,35,0,0,6,0,1,11,583,0,172,1039
HAMILTON195 EASTDALE,717,1,145,1,18,1,13,1,0,1,0,13,1,2,28,0,24,1779,1,0,2,0,38,3,0,10,0,2,15,158,0,863,2008
HAMILTON196 COURTHOUSE 2,4,0,1,1,4,0,7,0,0,0,0,10,0,1,28,0,11,29,0,0,0,0,6,0,0,0,0,0,1,3,0,5,39
HAMILTON197 DOWNTOWN 2,235,1,104,2,7,1,11,1,0,0,2,23,0,1,44,0,40,952,0,0,0,0,63,0,0,0,0,1,13,250,0,340,1279
HAMILTON198 STUART HEIGHTS,215,1,218,5,60,1,85,2,0,0,0,90,0,11,280,0,216,1019,0,0,2,0,124,0,0,20,0,2,25,912,0,434,2104
HAMILTON199 DOWNTOWN 1,29,0,29,1,4,0,12,0,0,0,0,12,0,0,53,1,30,176,0,0,0,0,23,0,0,12,0,0,1,149,0,58,361
HAMILTON200 SIGNAL MOUNTAIN 2,151,0,137,9,67,3,121,0,0,0,1,106,0,19,361,0,232,690,0,0,2,0,95,1,0,35,0,6,15,1039,0,288,1883
HAMILTON201 SUMMIT 4,11,0,3,0,2,0,5,0,0,0,0,2,0,0,2,0,7,53,0,0,0,0,6,0,0,0,0,0,0,20,0,14,79
HAMILTON203 SUMMIT 3,56,1,40,6,64,0,108,1,0,0,2,45,0,4,139,3,119,255,0,0,0,0,48,0,0,4,0,1,3,836,0,97,1147
HAMILTON204 COLLEGEDALE 4,52,0,42,1,118,1,98,1,0,0,0,27,0,5,127,3,111,289,1,0,3,0,71,2,0,2,0,2,16,828,0,94,1214
HAMILTON205 OOLTEWAH 4,125,0,96,10,127,1,178,0,0,0,1,55,0,10,256,2,296,613,1,0,2,0,98,1,0,14,0,10,12,1992,0,221,2743
HAMILTON206 CONCORD 7,19,1,8,2,6,1,9,0,0,0,0,1,0,1,18,2,12,56,0,0,0,0,6,0,0,0,0,0,1,82,0,28,145
HAMILTON207 SIGNAL MOUNTAIN 1,237,1,191,15,110,2,199,1,0,0,1,191,0,20,552,2,308,1092,2,0,3,0,136,1,0,21,2,6,25,1725,1,429,3014
