precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_HARTNELL,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_lib_JOHNSON,gen_nlp_SOLTYSIK,gen_rep_TRUMP,dem_primary_total,general_total
MARQUETTEFORSYTH TOWNSHIP 2,45,0,0,60,0,4,0,43,0,0,0,37,0,2,12,1,75,3,186,9,0,0,0,0,0,0,0,14,0,357,105,569
MARQUETTEFORSYTH TOWNSHIP 3,26,0,0,117,0,6,0,41,0,0,1,20,0,1,8,0,76,7,231,18,0,0,0,0,0,0,0,43,1,335,143,635
MARQUETTEHUMBOLDT TOWNSHIP 1,20,0,2,37,0,1,0,10,0,0,0,26,0,0,5,0,16,1,98,3,0,0,0,0,0,0,0,7,0,149,59,258
MARQUETTEISHPEMING CITY 1,117,1,1,184,3,5,1,96,0,1,0,68,1,2,13,0,92,7,665,22,0,0,0,0,0,0,0,63,1,622,303,1380
MARQUETTEISHPEMING CITY 2,126,0,0,244,0,5,0,67,1,1,2,51,0,1,18,0,96,3,685,23,0,0,0,0,0,0,0,64,0,553,370,1328
MARQUETTEISHPEMING TOWNSHIP 1,77,0,0,102,0,2,0,71,0,0,1,58,0,0,12,0,65,5,399,17,0,0,0,0,0,0,0,43,0,446,179,910
MARQUETTEISHPEMING TOWNSHIP 2,73,0,0,96,0,2,0,64,0,0,0,56,0,2,26,1,61,2,421,11,0,0,0,0,0,0,0,35,0,437,169,906
MARQUETTEMARQUETTE CITY 1,119,1,2,254,4,6,3,68,1,0,1,93,0,1,38,1,95,2,667,20,0,0,0,0,0,0,0,55,0,587,376,1331
MARQUETTEMARQUETTE CITY 2,180,2,3,283,3,3,0,57,0,0,1,103,0,0,54,2,129,3,779,19,0,0,0,0,0,0,0,51,0,602,468,1454
MARQUETTEMARQUETTE CITY 3,176,0,0,229,13,5,4,74,0,0,4,61,0,0,35,0,91,3,651,19,0,0,0,0,0,0,0,54,0,448,405,1175
MARQUETTEMARQUETTE CITY 4,142,0,1,305,2,2,0,62,0,1,1,58,0,3,30,0,67,8,703,22,0,0,0,0,0,0,0,67,2,400,448,1202
MARQUETTEMARQUETTE CITY 5,117,1,1,414,4,2,2,46,0,0,0,53,0,1,37,0,53,5,792,56,0,0,0,0,0,0,0,65,0,324,533,1242
MARQUETTEMARQUETTE CITY 6,92,0,0,322,1,4,0,53,0,0,0,62,0,0,20,1,52,3,831,47,0,0,0,0,0,0,0,104,3,465,414,1453
MARQUETTEMARQUETTE CITY 7,200,0,2,416,2,5,1,48,1,0,0,100,0,4,40,0,74,2,1032,36,0,0,0,0,0,0,0,64,2,409,618,1545
MARQUETTEMARQUETTE TOWNSHIP 1,184,0,2,265,3,10,0,96,0,0,1,104,0,0,25,1,128,9,798,22,0,0,0,0,0,0,0,75,1,681,451,1586
MARQUETTEMARQUETTE TOWNSHIP 2,112,0,0,93,1,1,0,81,0,0,1,73,0,0,22,0,65,2,371,12,0,0,0,0,0,0,0,26,1,392,205,804
MARQUETTEMICHIGAMME TOWNSHIP 1,20,0,0,23,2,0,0,14,0,0,1,12,0,0,7,1,24,1,88,2,0,0,0,0,0,0,0,7,0,135,43,233
MARQUETTENEGAUNEE CITY 1,83,0,0,170,1,3,0,75,0,0,0,47,0,3,18,0,70,9,513,18,0,0,0,0,0,0,0,58,1,442,253,1041
MARQUETTENEGAUNEE CITY 2,108,0,0,204,1,1,0,51,0,0,0,74,0,1,18,0,70,9,611,19,0,0,0,0,0,0,0,49,1,464,312,1153
MARQUETTENEGAUNEE TOWNSHIP 1,146,1,1,228,1,2,1,140,0,0,0,107,0,1,30,1,129,8,787,20,0,0,0,0,0,0,0,67,1,827,376,1710
MARQUETTEPOWELL TOWNSHIP 1,41,0,0,58,2,2,0,18,0,0,0,26,0,0,13,1,36,2,137,10,0,0,0,0,0,0,0,11,1,175,99,336
MARQUETTEPOWELL TOWNSHIP 2,8,0,0,36,0,0,0,7,0,0,0,6,0,0,1,0,22,1,74,2,0,0,0,0,0,0,0,8,0,60,44,145
MARQUETTEREPUBLIC TOWNSHIP 1,54,0,0,68,1,0,0,39,0,0,0,31,0,1,10,2,56,3,267,9,0,0,0,0,0,0,0,22,0,305,122,606
MARQUETTERICHMOND TOWNSHIP 1,51,0,0,68,0,2,0,17,0,0,0,10,0,1,1,0,30,2,225,3,0,0,0,0,0,0,0,15,0,160,119,405
MARQUETTESANDS TOWNSHIP 1,85,0,2,175,5,6,0,113,0,0,1,91,0,4,31,0,105,3,528,13,0,0,0,0,0,0,0,52,0,698,262,1294
MARQUETTESKANDIA TOWNSHIP 1,25,0,0,51,0,3,0,39,1,0,0,27,0,0,3,0,34,2,168,9,0,0,0,0,0,0,0,16,0,261,76,456
MARQUETTETILDEN TOWNSHIP 1,48,2,1,70,0,0,0,37,0,0,1,22,0,2,4,0,52,0,250,2,0,0,0,0,0,0,0,16,0,289,121,557
MARQUETTETURIN TOWNSHIP 1,11,0,0,11,0,1,0,9,0,0,0,2,0,0,0,0,9,2,30,0,0,0,0,0,0,0,0,4,0,33,22,69
MARQUETTEWELLS TOWNSHIP 1,8,0,0,9,0,0,0,16,0,0,0,5,0,0,0,0,19,0,43,0,0,0,0,0,0,0,0,1,0,68,17,112
MARQUETTEWEST BRANCH TOWNSHIP 1,65,0,0,98,0,2,0,67,0,0,0,61,1,1,14,0,80,5,269,20,0,0,0,0,0,0,0,36,0,394,163,724
MONTCALMBELVIDERE TOWNSHIP 1,75,0,1,96,7,6,4,93,0,0,1,46,0,1,28,2,124,6,306,7,0,0,0,0,0,0,0,62,0,613,172,994
MONTCALMBLOOMER TOWNSHIP 1,27,0,0,45,1,11,0,77,0,0,1,30,0,0,15,1,75,4,127,3,0,0,0,0,0,0,0,28,5,376,72,543
MONTCALMBUSHNELL TOWNSHIP 1,39,0,0,35,0,3,0,70,0,0,0,25,0,0,13,0,95,4,141,7,0,0,0,0,0,0,0,31,0,458,74,641
MONTCALMCARSON CITY 1,46,0,1,51,1,4,0,21,0,1,0,20,0,0,11,1,43,7,194,6,0,0,0,0,0,0,0,26,0,237,98,470
MONTCALMCATO TOWNSHIP 1,89,0,1,128,6,17,2,140,0,0,1,76,0,0,37,0,147,2,396,19,0,0,0,0,0,0,0,52,0,796,218,1265
MONTCALMCRYSTAL TOWNSHIP 1,79,0,5,105,3,3,2,75,1,0,1,90,0,0,16,0,104,9,346,5,0,0,0,0,0,0,0,51,1,717,189,1129
MONTCALMDAY TOWNSHIP 1,32,0,0,44,1,4,1,65,0,0,0,31,0,2,14,1,64,2,112,2,0,0,0,0,0,0,0,26,0,351,76,493
MONTCALMDOUGLASS TOWNSHIP 1,87,1,2,103,6,8,0,104,0,0,0,79,0,0,32,1,126,4,324,16,0,0,0,0,0,0,0,55,0,705,193,1104
MONTCALMEUREKA TOWNSHIP 1,82,0,1,114,1,6,0,111,0,0,2,83,0,0,32,0,76,2,347,4,0,0,0,0,0,0,0,49,0,575,197,977
MONTCALMEUREKA TOWNSHIP 2,78,0,0,130,1,6,1,105,1,0,0,59,0,1,45,0,130,9,355,12,0,0,0,0,0,0,0,43,1,627,208,1047
MONTCALMEVERGREEN TOWNSHIP 1,34,0,1,64,1,3,0,54,0,0,0,51,0,0,7,0,92,3,206,2,0,0,0,0,0,0,0,45,0,439,99,695
MONTCALMEVERGREEN TOWNSHIP 2,32,0,3,50,1,4,0,43,0,0,0,50,0,1,17,0,61,3,176,5,0,0,0,0,0,0,0,33,0,351,85,568
MONTCALMFAIRPLAIN TOWNSHIP 1,28,0,0,89,2,5,0,117,0,0,0,46,0,0,25,1,77,9,216,14,0,0,0,0,0,0,0,36,1,521,117,797
MONTCALMFERRIS TOWNSHIP 1,38,0,0,46,3,10,0,64,0,0,0,16,0,0,14,1,66,5,137,13,0,0,0,0,0,0,0,22,1,409,84,587
MONTCALMGREENVILLE CITY 3,87,0,1,136,6,9,0,90,1,0,2,85,0,1,34,0,96,6,425,16,0,0,0,0,0,0,0,69,0,504,224,1020
MONTCALMGREENVILLE CITY 4,27,0,0,84,2,1,0,48,0,0,1,23,0,0,4,0,46,4,217,7,0,0,0,0,0,0,0,31,0,304,111,563
MONTCALMHOME TOWNSHIP 1,66,0,0,90,3,13,3,117,1,0,0,75,1,0,30,2,128,4,273,13,0,0,0,0,0,0,0,59,0,708,156,1057
MONTCALMMAPLE VALLEY TOWNSHIP 1,28,0,0,35,3,6,0,81,1,0,0,22,0,0,7,1,45,1,82,7,0,0,0,0,0,0,0,15,0,309,63,414
MONTCALMMAPLE VALLEY TOWNSHIP 2,20,0,0,41,3,2,0,68,0,0,0,26,0,1,22,1,73,2,118,5,0,0,0,0,0,0,0,28,0,341,61,494
MONTCALMMONTCALM TOWNSHIP 1,84,0,0,181,0,6,0,195,1,0,1,85,0,3,21,0,194,10,435,13,0,0,0,0,0,0,0,71,1,1000,265,1530
MONTCALMPIERSON TOWNSHIP 1,70,0,2,144,6,8,2,183,3,1,0,81,0,3,37,0,214,6,412,17,0,0,0,0,0,0,0,67,0,1129,216,1631
MONTCALMPINE TOWNSHIP 1,56,0,0,95,1,3,0,84,0,0,0,57,0,1,12,1,98,4,252,4,0,0,0,0,0,0,0,41,0,519,151,820
MONTCALMREYNOLDS TOWNSHIP 1,50,0,2,99,2,9,0,160,0,0,3,65,0,2,26,0,138,8,274,17,0,0,0,0,0,0,0,63,0,854,151,1216
MONTCALMREYNOLDS TOWNSHIP 2,40,0,0,82,2,4,0,110,0,0,0,36,0,0,16,0,121,5,224,4,0,0,0,0,0,0,0,24,0,653,122,910
MONTCALMRICHLAND TOWNSHIP 1,75,0,0,110,4,13,1,146,1,0,1,53,1,2,38,0,159,13,307,7,0,0,0,0,0,0,0,50,0,784,185,1161
MONTCALMSIDNEY TOWNSHIP 1,110,0,0,133,1,7,4,135,2,0,0,69,0,1,37,2,141,4,424,15,0,0,0,0,0,0,0,56,0,758,243,1257
MONTCALMSTANTON CITY 1,27,0,0,52,1,7,0,50,0,0,1,26,0,0,11,1,46,3,146,6,0,0,0,0,0,0,0,30,0,249,79,434
MONTCALMWINFIELD TOWNSHIP 1,40,0,0,102,2,14,0,147,0,0,1,58,0,0,28,0,146,7,250,8,0,0,0,0,0,0,0,40,1,764,142,1070
MONTMORENCYALBERT TOWNSHIP 1,100,1,1,90,4,9,0,83,2,0,0,97,1,3,43,0,241,5,348,11,0,0,0,0,0,0,0,48,0,889,192,1301
MONTMORENCYAVERY TOWNSHIP 1,14,0,0,17,0,2,0,41,0,0,1,20,0,1,16,0,85,1,57,5,0,0,0,0,0,0,0,7,0,257,31,327
MONTMORENCYBRILEY TOWNSHIP 1,70,0,0,81,2,11,0,80,0,0,0,47,0,4,25,0,232,1,246,8,0,0,0,0,0,0,0,29,1,684,151,969
MONTMORENCYHILLMAN TOWNSHIP 1,96,0,0,76,4,8,0,85,2,0,1,53,0,1,38,0,200,5,257,7,0,0,0,0,0,0,0,39,1,674,172,983
MONTMORENCYLOUD TOWNSHIP 1,10,0,0,29,1,0,0,18,0,0,0,18,0,0,7,1,38,1,56,3,0,0,0,0,0,0,0,8,0,114,39,182
MONTMORENCYMONTMORENCY TOWNSHIP 1,36,0,0,31,4,2,0,37,0,0,3,14,0,0,8,0,70,2,110,4,0,0,0,0,0,0,0,11,1,253,67,381
MONTMORENCYMONTMORENCY TOWNSHIP 2,22,0,0,13,1,0,0,23,0,0,0,35,0,0,6,0,65,1,90,1,0,0,0,0,0,0,0,4,0,224,35,320
MONTMORENCYRUST TOWNSHIP 1,17,0,0,18,0,4,0,19,0,0,0,18,0,2,5,0,50,2,51,0,0,0,0,0,0,0,0,4,0,179,35,236
MONTMORENCYVIENNA TOWNSHIP 1,27,0,0,28,0,2,0,17,0,0,0,23,0,2,7,0,65,0,72,5,0,0,0,0,0,0,0,9,0,224,55,310
ONTONAGONBERGLAND TOWNSHIP 1,26,0,0,23,0,0,0,9,0,0,1,12,0,0,4,0,63,0,88,1,0,0,0,0,0,0,0,5,0,202,49,296
ONTONAGONBOHEMIA TOWNSHIP 1,5,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,3,0,10,1,0,0,0,0,0,0,0,1,0,11,8,23
ONTONAGONBOHEMIA TOWNSHIP 2,12,0,0,2,0,0,0,6,0,1,0,5,0,0,0,0,1,1,17,0,0,0,0,0,0,1,0,0,0,13,14,32
ONTONAGONCARP LAKE TOWNSHIP 1,39,0,0,25,0,2,1,24,1,0,0,28,0,1,10,0,59,0,145,1,0,0,0,0,0,1,0,10,0,224,64,381
ONTONAGONGREENLAND TOWNSHIP 1,26,1,1,39,1,0,1,16,0,0,0,8,0,0,3,0,41,1,117,2,0,0,0,0,0,2,0,21,0,207,67,350
ONTONAGONHAIGHT TOWNSHIP 1,13,0,0,10,0,0,0,6,0,0,0,6,0,0,2,0,13,0,43,1,0,0,0,0,0,0,0,1,0,56,23,101
ONTONAGONINTERIOR TOWNSHIP 1,22,0,0,18,1,0,0,9,0,0,0,9,0,0,1,0,30,0,66,1,0,0,0,0,0,0,0,6,1,93,40,167
ONTONAGONMATCHWOOD TOWNSHIP 1,7,0,0,11,0,0,0,6,0,0,0,7,0,0,1,0,9,1,20,0,0,0,0,0,0,0,0,4,0,33,18,58
ONTONAGONMCMILLAN TOWNSHIP 1,32,0,0,37,0,0,0,14,0,0,0,28,0,1,4,0,30,2,112,4,0,0,0,0,0,0,0,7,1,150,69,276
ONTONAGONONTONAGON TOWNSHIP 1,113,0,0,133,6,10,5,86,1,0,1,70,0,3,59,3,193,10,397,14,0,0,0,0,0,3,0,55,0,769,246,1248
ONTONAGONROCKLAND TOWNSHIP 1,12,0,2,6,0,0,0,3,0,0,0,10,0,0,2,0,18,0,40,2,0,0,0,0,0,1,0,7,0,70,20,120
ONTONAGONSTANNARD TOWNSHIP 1,20,0,1,55,1,1,0,29,0,0,1,18,0,0,9,0,59,2,121,2,0,0,0,0,0,0,0,11,0,238,76,374
OSCODABIG CREEK TOWNSHIP 1,43,0,0,49,1,8,0,45,1,0,2,33,0,0,8,0,122,4,164,1,0,0,0,0,0,0,0,30,0,410,92,609
OSCODABIG CREEK TOWNSHIP 2,43,0,1,40,1,2,0,47,0,0,0,33,0,0,15,0,137,0,173,6,0,0,0,0,0,0,0,24,0,513,84,716
OSCODACLINTON TOWNSHIP 1,15,0,0,25,0,2,0,25,0,0,2,21,0,0,3,0,45,2,65,1,0,0,0,0,0,0,0,13,0,174,40,255
OSCODACOMINS TOWNSHIP 1,42,0,0,54,4,11,1,137,1,0,1,65,0,0,32,0,119,3,174,5,0,0,0,0,0,0,0,24,0,704,96,910
OSCODAELMER TOWNSHIP 1,24,0,0,37,2,3,0,32,0,0,0,25,0,1,4,0,75,1,101,0,0,0,0,0,0,0,0,14,0,266,61,382
OSCODAGREENWOOD TOWNSHIP 1,65,0,0,54,6,8,0,49,1,1,0,39,0,0,19,1,115,5,182,4,0,0,0,0,0,0,0,18,0,412,119,621
OSCODAMENTOR TOWNSHIP 1,41,0,0,56,0,5,0,34,0,0,0,31,0,0,9,0,92,2,185,1,0,0,0,0,0,0,0,17,0,364,97,569
SCHOOLCRAFTDOYLE TOWNSHIP 1,21,0,0,27,1,2,0,16,0,0,1,20,0,0,8,1,53,1,107,1,0,0,0,0,0,0,0,15,0,218,48,342
SCHOOLCRAFTGERMFASK TOWNSHIP 1,6,0,0,8,1,3,1,19,0,1,0,6,0,0,3,0,46,0,37,0,0,0,0,0,0,0,0,4,0,197,14,238
SCHOOLCRAFTHIAWATHA TOWNSHIP 1,78,0,0,60,1,5,0,41,0,0,0,61,0,0,9,0,104,6,270,4,0,0,0,0,0,0,0,29,0,479,138,788
SCHOOLCRAFTINWOOD TOWNSHIP 1,38,1,0,47,0,3,0,18,0,0,2,16,0,0,5,0,41,5,139,4,0,0,0,0,0,0,0,21,1,233,86,403
SCHOOLCRAFTMANISTIQUE CITY 1,15,0,0,12,0,2,1,6,0,0,0,5,0,0,1,0,15,2,80,5,0,0,0,0,0,0,0,7,0,100,27,194
SCHOOLCRAFTMANISTIQUE CITY 2,37,0,0,60,0,1,2,31,0,0,1,44,0,0,15,1,49,6,232,4,0,0,0,0,0,0,0,35,0,390,97,667
SCHOOLCRAFTMANISTIQUE CITY 3,25,0,0,28,0,2,0,21,0,0,0,15,1,0,7,0,44,2,127,2,0,0,0,0,0,0,0,11,0,193,53,335
SCHOOLCRAFTMANISTIQUE TOWNSHIP 1,31,0,0,41,2,0,0,24,0,0,0,37,0,0,14,0,71,2,178,5,0,0,0,0,0,0,0,18,0,321,72,524
SCHOOLCRAFTMUELLER TOWNSHIP 1,12,0,0,12,0,0,0,10,0,0,0,7,0,0,3,0,12,0,40,0,0,0,0,0,0,0,0,4,0,97,24,141
SCHOOLCRAFTSENEY TOWNSHIP 1,4,0,0,3,0,0,0,5,0,0,0,5,0,0,2,0,22,1,10,0,0,0,0,0,0,0,0,5,0,55,7,71
SCHOOLCRAFTTHOMPSON TOWNSHIP 1,45,1,1,47,0,1,1,27,0,0,0,26,0,0,11,1,72,4,149,6,0,0,0,0,0,0,0,16,0,273,94,448
