precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP
51PHILADELPHIAWARD13-4,0,439,5,4,18
51PHILADELPHIAWARD13-5,0,416,6,1,14
51PHILADELPHIAWARD13-6,0,422,2,2,2
51PHILADELPHIAWARD13-7,0,329,3,0,5
51PHILADELPHIAWARD13-8,0,349,1,0,0
51PHILADELPHIAWARD13-9,0,348,0,0,6
51PHILADELPHIAWARD14-1,1,564,19,16,46
51PHILADELPHIAWARD14-10,0,439,4,7,24
51PHILADELPHIAWARD14-11,0,311,3,1,6
51PHILADELPHIAWARD14-2,0,419,1,0,7
51PHILADELPHIAWARD14-3,0,370,5,0,8
51PHILADELPHIAWARD14-4,1,488,0,0,5
51PHILADELPHIAWARD14-5,0,247,1,0,9
51PHILADELPHIAWARD14-6,0,314,2,0,1
51PHILADELPHIAWARD14-7,1,274,7,2,15
51PHILADELPHIAWARD14-8,0,68,0,1,2
51PHILADELPHIAWARD14-9,1,293,1,4,24
51PHILADELPHIAWARD15-1,1,577,7,8,91
51PHILADELPHIAWARD15-10,0,562,7,10,33
51PHILADELPHIAWARD15-11,0,465,4,11,34
51PHILADELPHIAWARD15-12,1,408,10,15,64
51PHILADELPHIAWARD15-13,0,404,3,4,32
51PHILADELPHIAWARD15-14,0,429,2,4,68
51PHILADELPHIAWARD15-15,3,372,6,9,30
51PHILADELPHIAWARD15-16,0,478,3,6,60
51PHILADELPHIAWARD15-17,1,446,6,9,55
51PHILADELPHIAWARD15-18,0,523,4,9,57
51PHILADELPHIAWARD15-19,3,418,3,9,84
51PHILADELPHIAWARD15-2,3,532,10,12,91
51PHILADELPHIAWARD15-3,1,668,6,10,61
51PHILADELPHIAWARD15-4,0,346,1,7,46
51PHILADELPHIAWARD15-5,0,397,2,17,57
51PHILADELPHIAWARD15-6,0,570,4,9,79
51PHILADELPHIAWARD15-7,0,613,13,17,39
51PHILADELPHIAWARD15-8,2,421,5,11,65
51PHILADELPHIAWARD15-9,1,462,4,17,72
51PHILADELPHIAWARD16-1,0,238,3,1,8
51PHILADELPHIAWARD16-10,0,217,2,1,5
51PHILADELPHIAWARD16-11,1,270,3,0,3
51PHILADELPHIAWARD16-12,0,294,1,0,4
51PHILADELPHIAWARD16-13,0,266,0,2,0
51PHILADELPHIAWARD16-14,0,181,0,4,4
51PHILADELPHIAWARD16-15,0,255,0,0,1
51PHILADELPHIAWARD16-16,0,298,0,0,4
51PHILADELPHIAWARD16-17,0,377,5,0,4
51PHILADELPHIAWARD16-18,0,391,4,0,4
51PHILADELPHIAWARD16-2,0,301,5,2,9
51PHILADELPHIAWARD16-3,0,370,0,1,8
51PHILADELPHIAWARD16-4,0,280,1,1,2
51PHILADELPHIAWARD16-5,0,309,1,0,1
51PHILADELPHIAWARD16-6,0,266,1,4,6
51PHILADELPHIAWARD16-7,0,310,4,1,1
51PHILADELPHIAWARD16-8,0,295,2,0,2
51PHILADELPHIAWARD16-9,0,279,0,1,3
51PHILADELPHIAWARD17-1,0,334,2,1,9
51PHILADELPHIAWARD17-10,2,401,2,2,7
51PHILADELPHIAWARD17-11,1,377,2,0,6
51PHILADELPHIAWARD17-12,1,424,4,1,7
51PHILADELPHIAWARD17-13,1,391,5,3,5
51PHILADELPHIAWARD17-14,1,464,1,3,8
51PHILADELPHIAWARD17-15,0,346,5,1,4
51PHILADELPHIAWARD17-16,0,275,2,1,5
51PHILADELPHIAWARD17-17,0,334,3,2,6
51PHILADELPHIAWARD17-18,0,339,4,2,5
51PHILADELPHIAWARD17-19,0,317,3,0,3
51PHILADELPHIAWARD17-2,1,327,2,0,3
51PHILADELPHIAWARD17-20,0,421,5,2,8
51PHILADELPHIAWARD17-21,0,481,2,3,15
51PHILADELPHIAWARD17-22,0,379,2,0,11
51PHILADELPHIAWARD17-23,0,452,3,8,62
51PHILADELPHIAWARD17-24,0,514,5,1,8
51PHILADELPHIAWARD17-25,0,332,0,1,5
51PHILADELPHIAWARD17-26,0,158,1,0,2
51PHILADELPHIAWARD17-27,0,308,3,2,3
51PHILADELPHIAWARD17-28,1,309,2,0,2
51PHILADELPHIAWARD17-29,0,392,2,2,9
51PHILADELPHIAWARD17-3,0,424,0,1,3
51PHILADELPHIAWARD17-4,1,435,2,0,11
51PHILADELPHIAWARD17-5,1,361,1,0,2
51PHILADELPHIAWARD17-6,0,412,5,2,15
51PHILADELPHIAWARD17-7,0,496,0,1,6
51PHILADELPHIAWARD17-8,0,410,2,3,7
51PHILADELPHIAWARD17-9,0,344,0,0,5
51PHILADELPHIAWARD18-1,1,816,21,14,111
51PHILADELPHIAWARD18-10,1,436,14,15,94
51PHILADELPHIAWARD18-11,3,378,7,5,140
51PHILADELPHIAWARD18-12,1,410,7,10,119
51PHILADELPHIAWARD18-13,0,265,4,0,19
51PHILADELPHIAWARD18-14,0,383,11,5,33
51PHILADELPHIAWARD18-15,0,294,9,2,13
51PHILADELPHIAWARD18-16,2,412,8,5,60
51PHILADELPHIAWARD18-17,0,569,12,9,44
51PHILADELPHIAWARD18-2,0,613,20,22,135
51PHILADELPHIAWARD18-3,0,220,1,3,9
51PHILADELPHIAWARD18-4,2,373,13,8,101
51PHILADELPHIAWARD18-5,2,357,7,15,113
51PHILADELPHIAWARD18-6,0,411,6,13,89
51PHILADELPHIAWARD18-7,0,361,13,12,116
51PHILADELPHIAWARD18-8,0,169,2,0,12
51PHILADELPHIAWARD18-9,0,592,7,8,61
51PHILADELPHIAWARD19-1,0,314,0,0,21
51PHILADELPHIAWARD19-10,2,405,2,3,28
51PHILADELPHIAWARD19-11,0,322,3,1,17
51PHILADELPHIAWARD19-12,0,356,3,1,16
51PHILADELPHIAWARD19-13,0,312,1,0,9
51PHILADELPHIAWARD19-14,0,133,0,1,8
51PHILADELPHIAWARD19-15,1,244,1,1,4
51PHILADELPHIAWARD19-16,1,400,5,0,17
51PHILADELPHIAWARD19-17,1,242,2,0,6
51PHILADELPHIAWARD19-18,0,268,2,1,4
51PHILADELPHIAWARD19-19,0,255,4,2,14
51PHILADELPHIAWARD19-2,0,413,0,1,21
51PHILADELPHIAWARD19-3,0,278,0,0,16
51PHILADELPHIAWARD19-4,0,301,1,1,8
51PHILADELPHIAWARD19-5,0,212,4,0,14
51PHILADELPHIAWARD19-6,0,235,0,4,7
51PHILADELPHIAWARD19-7,0,317,0,2,13
51PHILADELPHIAWARD19-8,0,299,0,0,14
51PHILADELPHIAWARD19-9,1,327,2,1,12
51PHILADELPHIAWARD2-1,0,469,2,11,140
51PHILADELPHIAWARD2-10,1,409,4,4,85
51PHILADELPHIAWARD2-11,2,427,8,9,93
51PHILADELPHIAWARD2-12,1,450,4,9,77
51PHILADELPHIAWARD2-13,0,214,2,5,23
51PHILADELPHIAWARD2-14,0,476,7,5,51
51PHILADELPHIAWARD2-15,0,618,6,14,86
51PHILADELPHIAWARD2-16,1,662,4,8,42
51PHILADELPHIAWARD2-17,0,429,5,9,42
51PHILADELPHIAWARD2-18,0,377,3,10,77
51PHILADELPHIAWARD2-19,0,442,5,7,43
51PHILADELPHIAWARD2-2,0,290,3,4,58
51PHILADELPHIAWARD2-20,0,300,1,6,36
51PHILADELPHIAWARD2-21,0,400,3,4,34
51PHILADELPHIAWARD2-22,0,556,5,9,50
51PHILADELPHIAWARD2-23,0,521,11,6,65
51PHILADELPHIAWARD2-24,0,477,7,7,61
51PHILADELPHIAWARD2-25,0,599,11,16,51
51PHILADELPHIAWARD2-26,1,749,14,16,90
51PHILADELPHIAWARD2-27,0,633,9,19,149
51PHILADELPHIAWARD2-3,0,285,5,3,61
51PHILADELPHIAWARD2-4,1,346,9,6,81
51PHILADELPHIAWARD2-5,0,319,6,6,87
51PHILADELPHIAWARD2-6,1,392,4,5,97
51PHILADELPHIAWARD2-7,2,467,6,13,83
51PHILADELPHIAWARD2-8,1,319,8,5,68
51PHILADELPHIAWARD2-9,0,428,3,8,35
51PHILADELPHIAWARD20-1,1,494,10,10,41
51PHILADELPHIAWARD20-10,0,387,3,5,9
51PHILADELPHIAWARD20-11,0,718,8,15,129
51PHILADELPHIAWARD20-2,0,205,7,0,9
51PHILADELPHIAWARD20-3,0,418,3,3,13
51PHILADELPHIAWARD20-4,0,410,1,0,9
51PHILADELPHIAWARD20-5,0,164,2,1,7
51PHILADELPHIAWARD20-6,0,454,6,3,12
51PHILADELPHIAWARD20-7,1,797,17,16,93
51PHILADELPHIAWARD20-8,0,133,1,3,9
51PHILADELPHIAWARD20-9,1,476,8,16,53
51PHILADELPHIAWARD21-1,0,391,9,15,103
51PHILADELPHIAWARD21-10,1,262,2,10,85
51PHILADELPHIAWARD21-11,1,361,4,14,70
51PHILADELPHIAWARD21-12,0,285,4,18,83
51PHILADELPHIAWARD21-13,1,307,5,15,106
51PHILADELPHIAWARD21-14,1,443,4,10,102
51PHILADELPHIAWARD21-15,1,361,13,16,98
51PHILADELPHIAWARD21-16,2,224,3,10,116
51PHILADELPHIAWARD21-17,0,333,1,13,146
51PHILADELPHIAWARD21-18,0,275,6,10,112
51PHILADELPHIAWARD21-19,4,291,3,17,82
51PHILADELPHIAWARD21-2,1,388,4,29,136
51PHILADELPHIAWARD21-20,0,279,6,9,81
51PHILADELPHIAWARD21-21,1,310,3,18,132
51PHILADELPHIAWARD21-22,1,484,9,26,219
51PHILADELPHIAWARD21-23,0,696,16,16,82
51PHILADELPHIAWARD21-24,0,711,13,5,60
51PHILADELPHIAWARD21-25,1,359,5,9,160
51PHILADELPHIAWARD21-26,1,272,7,21,132
51PHILADELPHIAWARD21-27,1,372,11,15,123
51PHILADELPHIAWARD21-28,1,298,2,8,160
51PHILADELPHIAWARD21-29,2,464,6,26,257
51PHILADELPHIAWARD21-3,1,318,7,6,43
51PHILADELPHIAWARD21-30,2,445,11,18,188
51PHILADELPHIAWARD21-31,0,285,1,13,175
51PHILADELPHIAWARD21-32,2,242,6,2,158
51PHILADELPHIAWARD21-33,2,500,11,19,283
51PHILADELPHIAWARD21-34,0,501,7,18,292
51PHILADELPHIAWARD21-35,0,419,13,23,141
51PHILADELPHIAWARD21-36,0,256,3,13,89
51PHILADELPHIAWARD21-37,0,277,4,23,134
51PHILADELPHIAWARD21-38,0,277,4,9,213
51PHILADELPHIAWARD21-39,4,470,10,20,228
51PHILADELPHIAWARD21-4,0,254,4,12,89
51PHILADELPHIAWARD21-40,2,406,6,16,205
51PHILADELPHIAWARD21-41,3,370,8,7,208
51PHILADELPHIAWARD21-42,0,242,6,5,183
51PHILADELPHIAWARD21-43,0,241,0,10,133
51PHILADELPHIAWARD21-44,0,234,7,7,242
51PHILADELPHIAWARD21-45,0,332,2,3,123
51PHILADELPHIAWARD21-5,5,478,8,22,219
51PHILADELPHIAWARD21-6,4,344,8,20,100
51PHILADELPHIAWARD21-7,0,374,3,17,109
51PHILADELPHIAWARD21-8,0,295,5,19,75
51PHILADELPHIAWARD21-9,2,365,10,22,143
51PHILADELPHIAWARD22-1,0,649,10,4,19
51PHILADELPHIAWARD22-10,0,468,8,5,17
51PHILADELPHIAWARD22-11,0,301,2,3,16
51PHILADELPHIAWARD22-12,2,387,7,2,8
51PHILADELPHIAWARD22-13,1,425,7,2,10
51PHILADELPHIAWARD22-14,0,518,10,2,9
51PHILADELPHIAWARD22-15,2,466,2,2,4
51PHILADELPHIAWARD22-16,1,420,2,11,10
51PHILADELPHIAWARD22-17,0,393,6,6,10
51PHILADELPHIAWARD22-18,0,352,5,4,10
51PHILADELPHIAWARD22-19,0,403,6,3,14
51PHILADELPHIAWARD22-2,0,582,7,8,28
51PHILADELPHIAWARD22-20,0,337,3,1,7
51PHILADELPHIAWARD22-21,1,396,4,2,3
51PHILADELPHIAWARD22-22,0,431,5,1,7
51PHILADELPHIAWARD22-23,0,407,6,4,11
51PHILADELPHIAWARD22-24,0,486,3,2,17
51PHILADELPHIAWARD22-25,1,264,3,0,5
51PHILADELPHIAWARD22-26,0,387,7,4,10
51PHILADELPHIAWARD22-27,2,437,5,1,4
51PHILADELPHIAWARD22-28,0,380,4,1,4
51PHILADELPHIAWARD22-29,0,432,4,2,14
51PHILADELPHIAWARD22-3,0,470,1,5,12
51PHILADELPHIAWARD22-4,1,401,3,4,14
51PHILADELPHIAWARD22-5,3,490,9,2,26
51PHILADELPHIAWARD22-6,1,612,9,10,26
51PHILADELPHIAWARD22-7,0,533,11,6,22
51PHILADELPHIAWARD22-8,0,374,1,3,10
51PHILADELPHIAWARD22-9,0,398,3,2,8
51PHILADELPHIAWARD23-1,0,221,1,4,26
51PHILADELPHIAWARD23-10,0,497,7,9,92
51PHILADELPHIAWARD23-11,3,445,8,1,39
51PHILADELPHIAWARD23-12,3,417,5,2,32
51PHILADELPHIAWARD23-13,1,418,6,4,77
51PHILADELPHIAWARD23-14,0,239,7,1,148
51PHILADELPHIAWARD23-15,0,273,1,1,53
51PHILADELPHIAWARD23-16,1,339,3,1,17
51PHILADELPHIAWARD23-17,0,324,0,0,14
51PHILADELPHIAWARD23-18,0,380,0,1,3
51PHILADELPHIAWARD23-19,2,306,2,1,14
51PHILADELPHIAWARD23-2,0,286,4,2,41
51PHILADELPHIAWARD23-20,3,382,3,3,38
51PHILADELPHIAWARD23-21,0,427,2,0,21
51PHILADELPHIAWARD23-22,0,326,4,1,43
51PHILADELPHIAWARD23-23,1,228,2,2,38
51PHILADELPHIAWARD23-3,0,228,1,1,39
51PHILADELPHIAWARD23-4,0,359,6,6,65
51PHILADELPHIAWARD23-5,0,360,1,1,38
51PHILADELPHIAWARD23-6,1,402,6,3,30
51PHILADELPHIAWARD23-7,0,355,4,1,38
51PHILADELPHIAWARD23-8,0,347,3,2,58
51PHILADELPHIAWARD23-9,0,348,9,9,64
51PHILADELPHIAWARD24-1,0,349,7,11,37
51PHILADELPHIAWARD24-10,1,298,10,17,65
51PHILADELPHIAWARD24-11,0,297,12,6,14
51PHILADELPHIAWARD24-12,0,320,5,2,3
51PHILADELPHIAWARD24-13,0,276,0,2,6
51PHILADELPHIAWARD24-14,0,323,2,0,7
51PHILADELPHIAWARD24-15,0,224,1,0,6
51PHILADELPHIAWARD24-16,0,186,3,0,0
51PHILADELPHIAWARD24-17,0,186,2,1,5
51PHILADELPHIAWARD24-18,0,408,9,25,86
51PHILADELPHIAWARD24-19,2,313,7,15,58
51PHILADELPHIAWARD24-2,1,341,8,4,23
51PHILADELPHIAWARD24-3,1,413,1,7,13
51PHILADELPHIAWARD24-4,0,335,6,6,9
51PHILADELPHIAWARD24-5,1,410,14,10,28
51PHILADELPHIAWARD24-6,1,712,9,20,69
51PHILADELPHIAWARD24-7,0,366,4,0,8
51PHILADELPHIAWARD24-8,0,492,13,7,31
51PHILADELPHIAWARD24-9,0,276,3,1,3
51PHILADELPHIAWARD25-1,0,185,8,8,137
51PHILADELPHIAWARD25-10,2,142,4,6,121
51PHILADELPHIAWARD25-11,1,223,5,3,107
51PHILADELPHIAWARD25-12,1,180,3,9,136
51PHILADELPHIAWARD25-13,1,275,1,0,18
51PHILADELPHIAWARD25-14,0,187,3,1,32
51PHILADELPHIAWARD25-15,1,230,1,0,34
51PHILADELPHIAWARD25-16,0,183,0,2,16
51PHILADELPHIAWARD25-17,1,243,1,0,17
51PHILADELPHIAWARD25-18,1,251,8,1,37
51PHILADELPHIAWARD25-19,1,242,0,1,46
51PHILADELPHIAWARD25-2,2,219,5,6,46
51PHILADELPHIAWARD25-20,0,305,1,1,9
51PHILADELPHIAWARD25-21,2,211,3,1,36
51PHILADELPHIAWARD25-22,3,158,1,4,120
51PHILADELPHIAWARD25-23,1,240,6,0,80
51PHILADELPHIAWARD25-24,1,212,8,4,67
51PHILADELPHIAWARD25-3,3,226,8,4,163
51PHILADELPHIAWARD25-4,1,195,8,10,139
51PHILADELPHIAWARD25-5,2,187,5,5,179
51PHILADELPHIAWARD25-6,0,166,8,11,125
51PHILADELPHIAWARD25-7,3,167,3,5,185
51PHILADELPHIAWARD25-8,2,200,1,5,122
51PHILADELPHIAWARD25-9,0,213,0,3,42
51PHILADELPHIAWARD26-1,0,153,3,6,226
51PHILADELPHIAWARD26-10,1,183,8,3,123
51PHILADELPHIAWARD26-11,3,198,4,6,171
51PHILADELPHIAWARD26-12,1,208,9,3,180
51PHILADELPHIAWARD26-13,1,152,3,1,175
51PHILADELPHIAWARD26-14,3,186,2,7,172
51PHILADELPHIAWARD26-15,0,141,1,7,190
51PHILADELPHIAWARD26-16,0,258,10,9,117
51PHILADELPHIAWARD26-17,0,205,7,5,121
51PHILADELPHIAWARD26-18,1,193,4,3,180
51PHILADELPHIAWARD26-19,2,227,4,1,180
51PHILADELPHIAWARD26-2,0,193,0,3,390
51PHILADELPHIAWARD26-20,0,58,0,1,73
51PHILADELPHIAWARD26-21,1,162,5,3,152
51PHILADELPHIAWARD26-22,2,225,9,5,90
51PHILADELPHIAWARD26-23,0,451,5,10,332
51PHILADELPHIAWARD26-24,0,0,0,0,0
51PHILADELPHIAWARD26-3,0,124,1,7,267
51PHILADELPHIAWARD26-4,1,129,4,6,262
51PHILADELPHIAWARD26-5,0,166,1,6,237
51PHILADELPHIAWARD26-6,0,194,1,10,286
51PHILADELPHIAWARD26-7,1,182,2,8,239
51PHILADELPHIAWARD26-8,3,196,4,8,250
51PHILADELPHIAWARD26-9,0,193,0,5,259
51PHILADELPHIAWARD27-1,0,351,7,10,29
51PHILADELPHIAWARD27-10,0,262,2,2,14
51PHILADELPHIAWARD27-11,0,566,6,12,63
51PHILADELPHIAWARD27-12,0,275,3,3,4
51PHILADELPHIAWARD27-13,0,345,6,3,17
51PHILADELPHIAWARD27-14,1,465,9,0,27
51PHILADELPHIAWARD27-15,1,388,5,3,12
51PHILADELPHIAWARD27-16,0,285,6,0,14
51PHILADELPHIAWARD27-17,0,268,0,2,9
51PHILADELPHIAWARD27-18,2,516,4,7,36
51PHILADELPHIAWARD27-19,0,602,12,20,81
51PHILADELPHIAWARD27-2,0,445,15,4,20
51PHILADELPHIAWARD27-20,0,486,7,6,32
51PHILADELPHIAWARD27-21,0,425,3,6,30
51PHILADELPHIAWARD27-22,0,973,9,21,122
51PHILADELPHIAWARD27-23,0,509,10,10,32
51PHILADELPHIAWARD27-3,1,486,8,13,52
51PHILADELPHIAWARD27-4,0,308,4,0,0
51PHILADELPHIAWARD27-5,0,339,9,9,28
51PHILADELPHIAWARD27-6,1,487,7,6,29
51PHILADELPHIAWARD27-7,0,356,6,4,35
51PHILADELPHIAWARD27-8,0,312,1,11,23
51PHILADELPHIAWARD27-9,0,577,4,13,44
51PHILADELPHIAWARD28-1,0,254,2,0,5
51PHILADELPHIAWARD28-10,0,295,0,0,2
51PHILADELPHIAWARD28-11,0,235,0,0,1
51PHILADELPHIAWARD28-12,0,296,1,0,1
51PHILADELPHIAWARD28-13,0,328,0,0,2
51PHILADELPHIAWARD28-14,0,267,0,2,1
51PHILADELPHIAWARD28-15,0,278,1,1,0
51PHILADELPHIAWARD28-16,0,242,2,1,4
51PHILADELPHIAWARD28-17,0,235,0,1,4
51PHILADELPHIAWARD28-18,0,310,0,0,5
51PHILADELPHIAWARD28-2,0,278,0,1,4
51PHILADELPHIAWARD28-3,0,335,1,1,1
51PHILADELPHIAWARD28-4,1,286,1,0,9
51PHILADELPHIAWARD28-5,0,366,4,1,2
51PHILADELPHIAWARD28-6,0,346,0,0,4
51PHILADELPHIAWARD28-7,0,241,0,0,1
51PHILADELPHIAWARD28-8,0,419,3,1,6
51PHILADELPHIAWARD28-9,0,412,1,0,4
51PHILADELPHIAWARD29-1,1,313,3,6,26
51PHILADELPHIAWARD29-10,0,609,7,10,37
51PHILADELPHIAWARD29-11,0,358,6,3,15
51PHILADELPHIAWARD29-12,0,346,5,5,10
51PHILADELPHIAWARD29-13,1,352,5,1,5
51PHILADELPHIAWARD29-14,0,197,0,0,2
51PHILADELPHIAWARD29-15,1,288,0,2,6
51PHILADELPHIAWARD29-16,0,303,0,0,1
51PHILADELPHIAWARD29-17,0,231,11,1,4
51PHILADELPHIAWARD29-18,0,304,4,3,5
51PHILADELPHIAWARD29-2,0,158,1,1,1
51PHILADELPHIAWARD29-3,0,475,14,8,17
51PHILADELPHIAWARD29-4,0,164,0,1,8
51PHILADELPHIAWARD29-5,0,177,0,0,3
51PHILADELPHIAWARD29-6,0,169,0,0,3
51PHILADELPHIAWARD29-7,0,19,0,0,0
51PHILADELPHIAWARD29-8,0,196,1,0,5
51PHILADELPHIAWARD29-9,0,182,0,0,4
51PHILADELPHIAWARD3-1,0,383,1,1,3
51PHILADELPHIAWARD3-10,0,402,2,0,2
51PHILADELPHIAWARD3-11,2,414,3,1,4
51PHILADELPHIAWARD3-12,0,395,2,1,2
51PHILADELPHIAWARD3-13,0,361,1,0,1
51PHILADELPHIAWARD3-14,0,459,1,1,11
51PHILADELPHIAWARD3-15,0,413,3,0,2
51PHILADELPHIAWARD3-16,0,523,2,2,9
51PHILADELPHIAWARD3-17,0,449,5,3,5
51PHILADELPHIAWARD3-18,3,467,2,1,8
51PHILADELPHIAWARD3-19,0,472,8,3,5
51PHILADELPHIAWARD3-2,0,448,0,3,7
51PHILADELPHIAWARD3-20,0,357,1,0,5
51PHILADELPHIAWARD3-21,0,328,1,0,5
51PHILADELPHIAWARD3-22,0,418,2,0,3
51PHILADELPHIAWARD3-3,0,474,2,0,7
51PHILADELPHIAWARD3-4,0,492,4,1,4
51PHILADELPHIAWARD3-5,0,369,2,0,2
51PHILADELPHIAWARD3-6,0,404,2,4,1
51PHILADELPHIAWARD3-7,0,379,2,1,7
51PHILADELPHIAWARD3-8,1,388,3,0,9
51PHILADELPHIAWARD3-9,1,455,5,2,9
51PHILADELPHIAWARD30-1,0,749,7,9,66
51PHILADELPHIAWARD30-10,2,416,5,6,36
51PHILADELPHIAWARD30-11,0,464,7,8,48
51PHILADELPHIAWARD30-12,2,457,9,6,33
51PHILADELPHIAWARD30-13,1,570,4,8,44
51PHILADELPHIAWARD30-14,0,447,4,9,21
51PHILADELPHIAWARD30-15,1,589,4,4,26
51PHILADELPHIAWARD30-16,3,588,8,5,81
51PHILADELPHIAWARD30-17,1,1030,10,21,136
51PHILADELPHIAWARD30-2,0,426,2,9,49
51PHILADELPHIAWARD30-3,0,461,5,10,42
51PHILADELPHIAWARD30-4,0,282,5,4,23
51PHILADELPHIAWARD30-5,0,414,1,5,42
51PHILADELPHIAWARD30-6,0,571,5,13,33
51PHILADELPHIAWARD30-7,0,837,5,8,62
51PHILADELPHIAWARD30-8,1,547,3,9,48
51PHILADELPHIAWARD30-9,2,625,4,17,39
51PHILADELPHIAWARD31-1,1,420,16,6,45
51PHILADELPHIAWARD31-10,0,188,9,4,45
51PHILADELPHIAWARD31-11,4,338,16,5,62
51PHILADELPHIAWARD31-12,2,281,14,5,49
51PHILADELPHIAWARD31-13,0,255,4,5,84
51PHILADELPHIAWARD31-14,1,286,11,9,105
51PHILADELPHIAWARD31-15,0,328,4,15,118
51PHILADELPHIAWARD31-16,4,334,9,14,145
51PHILADELPHIAWARD31-17,0,219,5,7,102
51PHILADELPHIAWARD31-18,0,219,6,3,67
51PHILADELPHIAWARD31-19,1,222,5,4,111
51PHILADELPHIAWARD31-2,0,198,3,0,26
51PHILADELPHIAWARD31-3,0,352,12,7,56
51PHILADELPHIAWARD31-4,0,316,10,12,134
51PHILADELPHIAWARD31-5,0,325,6,10,81
51PHILADELPHIAWARD31-6,1,268,8,10,74
51PHILADELPHIAWARD31-7,1,372,16,15,166
51PHILADELPHIAWARD31-8,0,369,12,5,68
51PHILADELPHIAWARD31-9,4,336,7,5,45
51PHILADELPHIAWARD32-1,0,159,1,0,1
51PHILADELPHIAWARD32-10,1,338,3,0,6
51PHILADELPHIAWARD32-11,0,392,8,3,22
51PHILADELPHIAWARD32-12,0,349,8,1,11
51PHILADELPHIAWARD32-13,0,183,7,0,4
51PHILADELPHIAWARD32-14,0,140,0,0,1
51PHILADELPHIAWARD32-15,0,252,2,0,6
51PHILADELPHIAWARD32-16,2,254,1,0,1
51PHILADELPHIAWARD32-17,0,214,0,0,3
51PHILADELPHIAWARD32-18,0,316,1,0,2
51PHILADELPHIAWARD32-19,2,298,1,0,3
51PHILADELPHIAWARD32-2,1,314,1,0,2
51PHILADELPHIAWARD32-20,0,248,2,2,4
51PHILADELPHIAWARD32-21,0,322,2,0,6
51PHILADELPHIAWARD32-22,0,264,0,0,4
51PHILADELPHIAWARD32-23,1,282,3,4,5
51PHILADELPHIAWARD32-24,0,286,3,1,3
51PHILADELPHIAWARD32-25,0,334,1,3,1
51PHILADELPHIAWARD32-26,0,282,3,0,4
51PHILADELPHIAWARD32-27,0,189,0,1,4
51PHILADELPHIAWARD32-28,2,487,2,0,4
51PHILADELPHIAWARD32-29,0,282,0,0,0
51PHILADELPHIAWARD32-3,0,258,2,1,2
51PHILADELPHIAWARD32-30,0,304,1,3,4
51PHILADELPHIAWARD32-31,0,301,3,3,1
51PHILADELPHIAWARD32-4,0,266,2,1,1
51PHILADELPHIAWARD32-5,1,193,6,5,29
51PHILADELPHIAWARD32-6,0,258,13,1,27
51PHILADELPHIAWARD32-7,1,522,11,25,87
51PHILADELPHIAWARD32-8,0,363,2,9,49
51PHILADELPHIAWARD32-9,2,417,7,4,30
51PHILADELPHIAWARD33-1,0,347,2,1,66
51PHILADELPHIAWARD33-10,2,314,1,3,39
51PHILADELPHIAWARD33-11,0,410,1,3,57
51PHILADELPHIAWARD33-12,1,430,6,3,50
51PHILADELPHIAWARD33-13,1,347,3,1,39
51PHILADELPHIAWARD33-14,0,316,2,2,54
51PHILADELPHIAWARD33-15,1,339,3,0,25
51PHILADELPHIAWARD33-16,1,233,3,0,30
51PHILADELPHIAWARD33-17,0,206,4,0,16
51PHILADELPHIAWARD33-18,0,235,1,1,18
51PHILADELPHIAWARD33-19,0,308,1,0,14
51PHILADELPHIAWARD33-2,1,316,1,2,64
51PHILADELPHIAWARD33-20,0,233,4,1,20
51PHILADELPHIAWARD33-21,0,218,0,0,12
51PHILADELPHIAWARD33-22,0,374,1,4,20
51PHILADELPHIAWARD33-23,0,247,3,1,24
51PHILADELPHIAWARD33-24,0,266,1,1,18
51PHILADELPHIAWARD33-3,0,264,3,2,61
51PHILADELPHIAWARD33-4,0,279,2,1,52
51PHILADELPHIAWARD33-5,2,323,2,4,29
51PHILADELPHIAWARD33-6,3,374,3,3,43
51PHILADELPHIAWARD33-7,1,441,2,5,45
51PHILADELPHIAWARD33-8,0,370,1,0,36
51PHILADELPHIAWARD33-9,0,354,2,1,56
51PHILADELPHIAWARD34-1,1,316,3,0,2
51PHILADELPHIAWARD34-10,1,437,1,1,9
51PHILADELPHIAWARD34-11,1,484,1,1,1
51PHILADELPHIAWARD34-12,0,551,3,1,17
51PHILADELPHIAWARD34-13,2,440,2,1,15
51PHILADELPHIAWARD34-14,1,534,13,6,23
51PHILADELPHIAWARD34-15,0,485,4,1,8
51PHILADELPHIAWARD34-16,0,353,2,1,15
51PHILADELPHIAWARD34-17,1,454,3,3,30
51PHILADELPHIAWARD34-18,2,437,7,1,21
51PHILADELPHIAWARD34-19,0,601,9,3,25
51PHILADELPHIAWARD34-2,1,422,1,2,2
51PHILADELPHIAWARD34-20,2,549,2,2,18
51PHILADELPHIAWARD34-21,0,573,6,1,17
51PHILADELPHIAWARD34-22,1,428,3,0,29
51PHILADELPHIAWARD34-23,1,406,2,5,61
51PHILADELPHIAWARD34-24,0,518,3,3,22
51PHILADELPHIAWARD34-25,2,408,5,6,106
51PHILADELPHIAWARD34-26,2,270,1,0,2
51PHILADELPHIAWARD34-27,0,419,3,4,23
51PHILADELPHIAWARD34-28,0,398,1,1,19
51PHILADELPHIAWARD34-29,1,423,4,2,18
51PHILADELPHIAWARD34-3,0,320,2,1,8
