precinct,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_WRITE-INS,gen_lib_JOHNSON,gen_rep_TRUMP,gen_rep_VOTES,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_PLEDGE,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_UNCOMMITTED,pri_rep_VOTES,gen_total,rep_pri_total,dem_pri_total
CHAMBERS_MT_ OLIVE,60,0,0,1,82,1,34,0,0,3,1,5,0,16,0,0,0,3,0,0,1,0,31,0,0,144,57,37
CHAMBERS_PENTON,26,0,0,2,97,0,14,0,1,3,1,8,0,8,0,0,0,0,0,0,5,0,38,0,0,125,60,18
CHAMBERS_PROVISIONAL,21,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0
CHAMBERS_RIDGE GROVE,137,0,3,0,165,3,87,0,0,6,0,15,0,26,0,0,0,3,0,0,7,0,47,1,4,308,103,93
CHAMBERS_SPARKLING SPRINGS,5,0,0,0,46,0,0,0,0,0,0,5,0,3,1,0,0,1,0,0,2,0,20,0,1,51,33,0
CHAMBERS_STANDING ROCK,24,1,1,4,229,1,7,0,0,1,3,15,0,25,0,0,0,7,0,0,6,0,89,0,1,260,146,8
CHAMBERS_STROUD,95,1,1,3,71,0,49,0,0,10,1,1,0,11,0,0,0,1,1,0,6,0,27,1,0,171,49,59
CHAMBERS_STURKIE,189,1,1,5,202,0,117,0,1,7,2,14,0,30,1,0,0,7,0,0,14,0,62,1,1,398,132,125
CHAMBERS_UNION HILL,19,0,1,2,150,3,11,1,0,6,1,5,0,27,0,0,0,3,0,0,14,0,55,1,6,175,112,18
CHAMBERS_VALLEY SPORTSPLEX,1423,8,19,64,2696,9,671,3,1,116,6,261,0,312,1,0,5,46,4,0,226,1,727,30,9,4219,1628,791
CHAMBERS_WAVERLY,48,6,7,4,88,5,19,0,0,11,0,8,0,12,0,0,0,4,0,0,13,0,25,2,6,158,70,30
CHAMBERS_WEST CHAMBERS,165,0,0,1,67,4,104,0,2,9,1,2,0,12,0,0,0,0,0,0,3,0,18,3,0,237,39,115
CHEROKEE_ABSENTEE,84,0,5,9,344,7,7,0,0,4,0,5,1,9,0,0,0,3,0,0,16,0,25,1,1,449,61,11
CHEROKEE_CEDAR BLUFF 1ST BAPTIST,173,2,4,20,846,5,85,3,2,25,1,40,0,84,0,2,1,20,1,0,61,0,298,21,1,1050,530,115
CHEROKEE_CONGREGATIONAL METHODIST,29,2,1,0,141,2,13,0,1,3,0,8,0,15,0,0,2,4,0,0,15,0,44,1,1,175,90,17
CHEROKEE_DANIELS CHAPEL FELLOWSHIP,21,1,0,2,128,1,7,0,0,12,0,7,0,20,0,0,0,1,0,0,10,0,31,4,1,153,74,19
CHEROKEE_EBENEZER FELLOWSHIP HALL,133,0,7,3,235,4,89,0,1,16,1,13,0,25,0,0,0,2,1,0,37,0,80,4,5,382,168,106
CHEROKEE_GAYLESVILLE CITY HALL,26,1,1,3,329,3,11,1,0,5,0,19,0,41,0,0,0,5,0,0,20,1,111,5,1,363,203,17
CHEROKEE_GOSHEN METHODIST CHURCH,29,0,3,3,294,1,21,0,0,7,2,22,0,41,0,0,0,2,0,0,24,1,85,2,2,330,181,28
CHEROKEE_MCCORDS CROSSROADS FIRE,21,0,2,4,312,6,6,0,2,6,0,16,0,24,0,0,2,0,0,0,23,0,91,8,1,345,165,14
CHEROKEE_MELROSE BAPTIST CHURCH,50,0,4,4,163,0,26,0,1,7,1,11,0,19,0,1,0,2,0,0,8,0,66,1,2,221,111,34
CHEROKEE_MT CALVARY BAPTIST CHURCH,36,0,0,1,78,0,11,0,0,6,1,4,0,6,0,0,0,5,0,0,13,0,19,0,1,115,49,17
CHEROKEE_NEW HOPE METHODIST,58,1,1,4,240,4,41,2,0,10,0,8,0,22,0,0,0,7,0,0,14,0,70,2,1,308,124,53
CHEROKEE_PROVISIONAL,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
CHEROKEE_ROCK RUN CHURCH,8,0,0,3,109,2,7,0,0,3,0,5,0,16,0,0,2,2,0,0,9,0,31,4,0,122,69,10
CHEROKEE_SAND ROCK TOWN HALL,65,3,2,8,714,18,33,0,0,21,0,37,1,76,1,0,3,6,0,0,81,0,204,9,16,810,434,54
CHEROKEE_SHADY GROVE CHURCH,45,0,1,1,126,1,20,0,0,10,0,8,0,15,0,0,0,2,0,0,16,0,53,0,3,174,97,30
CHEROKEE_SPRING CREEK VFD,41,0,0,5,389,11,15,0,0,7,0,19,0,23,0,0,0,6,0,0,36,0,120,13,4,446,221,22
CHEROKEE_THE ROC,419,8,18,41,1987,31,198,1,2,72,4,152,1,212,1,0,11,47,4,0,220,3,667,49,30,2504,1401,273
CHEROKEE_THE VALLEY CHURCH,10,0,0,4,166,0,4,0,0,2,2,12,0,22,0,0,2,3,0,0,20,0,40,1,1,180,103,6
CHEROKEE_TUCKER'S CHAPEL FIRE DEPT,20,1,1,0,173,3,10,0,0,4,3,9,0,19,2,0,1,1,0,0,18,0,45,1,0,198,99,14
CHEROKEE_UNITY MISSIONARY BAPTIST,19,2,0,3,257,2,9,0,0,6,0,7,0,31,0,0,0,0,0,0,19,0,105,4,0,283,166,15
CHOCTAW_ABSENTEE,156,0,0,2,218,2,24,0,1,3,1,0,0,11,0,0,0,1,0,0,8,0,17,1,8,378,47,28
CHOCTAW_ARARAT,34,0,0,0,124,0,25,0,1,5,1,2,0,15,1,0,1,0,3,0,9,0,39,8,4,158,83,31
CHOCTAW_BARRYTOWN,4,0,0,2,202,0,3,0,0,12,0,2,0,25,0,0,4,3,0,0,14,0,38,8,28,208,122,15
CHOCTAW_BLADON SPRINGS,63,0,0,1,11,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,75,14,40
CHOCTAW_BOGUELOOSA,8,0,0,2,276,2,7,0,0,10,1,8,0,53,0,0,1,4,1,0,26,0,66,5,14,288,179,17
CHOCTAW_BRANCH,258,0,0,1,54,7,145,0,1,18,0,0,0,3,0,0,0,3,0,0,4,0,9,3,4,320,26,164
CHOCTAW_BUTLER,385,1,6,13,913,7,199,1,3,46,5,53,0,88,1,0,0,30,2,0,93,1,297,31,22,1325,623,249
CHOCTAW_CHAPPELL HILL,7,0,0,2,242,1,9,0,2,7,0,13,0,45,0,0,0,2,0,0,10,0,65,12,19,252,166,18
CHOCTAW_CROMWELL,106,0,1,2,31,3,53,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,5,4,2,143,17,56
CHOCTAW_CROSSROADS,73,0,0,0,39,1,34,0,0,8,0,1,0,4,0,0,0,3,0,0,0,0,11,0,2,113,21,42
CHOCTAW_CULLOMBURG,112,1,0,4,81,1,88,1,2,15,0,4,0,2,0,0,0,1,0,0,6,0,22,5,2,199,42,106
CHOCTAW_GILBERTOWN,55,0,1,1,295,5,32,1,1,19,1,16,0,34,0,0,0,0,0,0,20,0,47,21,24,357,163,53
CHOCTAW_HALSELL,56,0,0,0,17,1,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,74,9,44
CHOCTAW_HURRICANE,6,0,0,0,42,1,3,1,0,2,0,0,0,3,0,0,0,0,0,0,2,0,18,2,0,49,25,6
CHOCTAW_INTERSECTION,73,0,0,0,2,0,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,45
CHOCTAW_ISNEY,8,0,1,0,37,0,2,0,0,0,2,2,0,4,0,0,0,3,0,0,2,0,18,0,0,46,31,2
CHOCTAW_LAVACA,115,1,0,1,84,4,80,0,1,6,3,5,0,10,0,0,0,2,0,0,10,0,23,2,4,205,59,87
CHOCTAW_LISMAN,291,0,1,1,17,0,160,0,1,9,0,1,0,0,0,0,0,1,0,0,2,0,4,0,0,310,8,170
CHOCTAW_LUSK,3,0,0,1,193,1,1,0,0,12,0,15,0,9,0,0,2,2,0,0,6,0,55,7,14,198,110,13
CHOCTAW_MELVIN,77,0,0,0,55,1,53,4,3,7,0,2,0,4,0,0,0,0,0,0,5,0,8,2,1,133,22,67
CHOCTAW_MT_ STERLING,104,0,0,0,63,1,62,0,0,10,1,5,1,5,0,0,0,2,0,0,8,0,21,2,5,168,50,72
CHOCTAW_PELHAM,78,0,0,0,21,0,60,0,0,1,0,0,0,2,0,0,0,0,0,0,7,0,6,1,0,99,16,61
CHOCTAW_PENNINGTON,253,1,1,1,106,2,147,2,0,9,0,9,0,10,0,0,1,0,0,0,6,0,34,1,1,364,62,158
CHOCTAW_PLEASANT VALLEY,6,0,0,5,177,0,2,2,0,1,2,6,1,38,0,0,1,1,0,0,6,0,47,5,4,188,111,5
CHOCTAW_PROVISIONAL,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CHOCTAW_PUSHMATAHA,101,0,0,1,20,1,67,0,0,8,0,2,0,3,0,0,0,0,0,0,0,0,8,2,1,123,16,75
CHOCTAW_RIDERWOOD,108,1,0,2,17,1,75,0,0,5,1,2,0,0,0,0,0,3,0,0,4,0,3,0,0,129,13,80
CHOCTAW_ROCK SPRINGS,2,0,0,1,91,1,1,0,0,0,0,3,0,4,0,0,0,4,0,0,6,0,37,0,1,95,55,1
CHOCTAW_SILAS,108,0,2,2,239,1,44,0,0,21,0,8,0,15,0,0,1,2,0,0,10,0,54,9,10,352,109,65
CHOCTAW_SOUWILPA,8,0,2,0,70,1,3,1,0,2,2,2,0,4,0,0,0,0,0,0,9,0,14,9,8,81,48,6
CHOCTAW_TOOMEY,71,1,0,4,83,1,34,0,0,3,0,4,0,20,0,0,0,1,0,0,6,0,19,1,4,160,55,37
CHOCTAW_TOXEY,131,0,2,0,197,1,71,1,1,11,0,1,0,30,0,1,0,0,0,0,20,0,55,13,13,331,133,84
CHOCTAW_WOMACK HILL,23,0,1,0,70,0,13,0,0,8,0,2,0,8,0,0,0,0,0,0,3,0,17,1,6,94,37,21
CHOCTAW_YANTLEY,226,0,1,2,15,0,148,0,0,12,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,244,6,160
CLARKE_ABSENTEE,259,0,3,14,355,7,36,0,0,1,0,3,0,14,0,0,1,1,0,0,18,0,31,1,0,638,69,37
CLARKE_BASHI METHODIST CHURCH,19,2,0,0,84,0,11,0,0,0,1,3,0,17,0,0,1,0,0,0,3,0,33,0,0,105,58,11
CLARKE_CITY HALL - JACKSON,571,3,2,5,421,6,325,0,0,13,1,24,0,59,0,0,1,9,0,0,52,0,151,2,0,1008,299,338
CLARKE_FULTON FIRE STATION,180,1,0,4,514,7,113,1,0,5,2,40,0,52,0,0,0,4,0,0,38,0,159,3,0,706,298,119
CLARKE_GAINESTOWN,467,0,0,0,48,1,252,1,0,12,0,0,0,2,0,0,0,0,0,0,2,0,20,0,0,516,24,265
CLARKE_GROVE HILL CITY HALL,106,1,4,6,337,9,45,0,0,8,2,28,0,42,0,0,0,11,1,0,56,0,120,4,2,463,266,53
CLARKE_GROVE HILL OLD ENGINEERS,192,0,1,2,320,1,86,0,0,12,0,25,1,46,0,1,1,12,0,0,47,0,102,4,1,516,240,98
CLARKE_GROVE HILL-NATIONAL GUARD,214,2,0,5,92,0,133,0,0,8,1,2,0,6,0,0,1,0,0,0,9,0,29,1,0,313,49,141
CLARKE_HELWESTERN VFD,51,0,0,2,271,2,26,0,0,6,1,7,3,41,0,0,2,7,0,0,29,0,100,3,1,326,194,32
CLARKE_HOPEWELL BAPTIST CHURCH,1,0,0,0,104,2,0,0,0,0,1,3,0,13,0,0,0,5,0,0,15,0,37,0,1,107,75,0
CLARKE_JACKSON DOWNTOWN FIRE,338,3,4,13,419,2,177,0,0,24,0,28,0,52,0,0,0,8,0,0,67,1,121,4,5,779,286,201
CLARKE_JACKSON NATIONAL GUARD,83,0,3,6,520,4,31,0,0,7,1,25,0,63,0,0,0,13,0,0,70,0,166,2,1,616,341,38
CLARKE_MORNING STAR CHURCH #2,229,0,0,1,26,2,132,0,1,6,0,5,0,4,0,0,0,0,0,0,0,0,11,1,0,258,21,139
CLARKE_NETTLESBORO FIRE STATION,78,0,0,1,116,1,52,0,0,1,0,2,0,26,0,0,1,0,0,0,15,0,35,1,0,196,80,53
CLARKE_OPINE - TALLAHATTA,4,0,0,2,114,0,2,0,0,0,0,1,0,24,0,0,0,0,0,0,10,0,41,0,0,120,76,2
CLARKE_PROVISIONAL,37,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
CLARKE_ROCKVILLE VOTING,106,0,0,0,56,1,64,0,0,3,0,0,0,6,0,0,0,1,0,0,6,0,20,0,0,163,33,67
CLARKE_T'VILLE BASHI FIRE,262,1,2,1,453,5,144,0,0,19,0,34,1,57,0,0,1,10,0,0,47,0,145,0,0,724,295,163
CLARKE_THOMASVILLE CITY HALL,304,1,2,9,665,6,86,1,0,10,2,41,1,49,0,0,3,4,0,0,69,0,190,0,2,987,361,97
CLARKE_WALNUT GROVE MISSIONARY,134,0,0,0,32,0,85,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,11,1,0,166,20,85
CLARKE_WHATLEY,131,1,0,1,86,1,71,0,1,3,0,7,0,16,0,0,1,3,0,0,4,0,11,1,0,220,43,75
CLAY_ABSENTEE,85,2,9,4,259,6,89,0,0,12,6,13,2,29,0,0,0,7,0,0,24,0,73,8,18,365,180,101
CLAY_ASHLAND ARMORY,325,4,3,23,1131,16,175,2,1,24,7,130,0,184,0,1,3,38,1,0,121,0,421,19,10,1502,935,202
CLAY_BARFIELD VOL_ FIRE,64,0,2,6,511,3,25,0,1,10,6,37,0,90,1,0,1,12,1,0,46,0,182,7,6,586,389,36
CLAY_BLUFF SPRINGS FIRE,22,1,4,5,354,1,5,0,0,8,2,25,1,54,0,0,2,6,0,0,27,0,134,2,0,387,253,13
CLAY_COLETA VALLEY FIRE,9,0,2,3,130,0,3,0,0,5,1,6,0,16,0,0,1,9,1,0,13,0,44,4,0,144,95,8
CLAY_CRAGFORD FIRE,15,2,0,3,137,1,4,0,0,3,0,9,0,34,0,1,0,3,0,0,5,0,57,2,1,158,112,7
CLAY_DELTA COMMUNITY CTR,11,2,1,4,226,0,13,0,0,3,0,20,0,27,1,0,1,4,0,0,22,0,73,5,0,244,153,16
CLAY_HIGHLAND COPPERMINE,7,1,0,3,188,1,2,0,0,0,2,12,0,28,1,0,0,5,0,0,6,0,86,3,1,200,144,2
CLAY_HIPINE FIRE DEPT,5,0,0,1,91,0,0,0,0,0,0,10,0,11,0,0,1,1,0,0,16,0,36,0,2,97,77,0
CLAY_HOLLINS COMM_ CENTER,26,0,2,3,256,1,12,0,0,5,1,16,0,34,0,0,0,1,1,0,13,0,104,4,1,288,175,17
CLAY_IDAHO FIRE DEPARTMENT,15,0,2,6,221,1,4,0,0,6,6,11,0,46,0,0,1,4,0,0,20,1,71,5,1,245,166,10
CLAY_MELLOW VALLEY HIGH,20,1,2,5,324,2,6,0,0,1,1,36,0,46,1,0,6,4,1,0,45,1,112,3,4,354,260,7
CLAY_MILLERVILLE FIRE,80,1,1,5,270,2,69,0,1,9,1,29,0,45,0,0,2,6,1,0,16,0,97,5,4,359,206,79
CLAY_OLD LINEVILLE ELEMENTARY,452,2,5,18,726,4,341,1,4,40,5,98,1,129,2,1,3,15,3,0,103,1,277,26,21,1207,685,386
CLAY_PROVISIONAL,3,0,0,1,15,0,7,0,0,0,0,4,0,10,0,0,0,0,0,0,1,0,3,0,0,19,18,7
CLAY_SHINBONE VFD,27,0,0,3,170,3,4,0,0,6,4,11,0,27,0,0,0,5,0,0,17,0,79,6,1,203,150,10
CLAY_TRI-COMMUNITY FIRE,71,0,0,0,236,2,55,0,0,3,1,29,0,36,0,0,0,5,0,0,11,0,74,1,1,309,158,58
CLEBURNE_ABEL VOTING HOUSE,6,0,0,1,162,1,1,0,0,0,3,8,0,22,0,0,3,5,0,0,13,0,68,2,1,170,125,1
CLEBURNE_ABSENTEE,35,1,0,1,224,1,3,0,0,2,1,6,1,28,0,0,0,5,1,0,16,0,38,3,6,262,105,5
CLEBURNE_BORDEN SPRINGS VOL_ FIRE,21,1,0,1,106,2,5,0,0,2,2,7,0,17,0,0,0,1,0,0,7,0,47,0,1,131,82,7
CLEBURNE_CHULAFINNEE MASONIC,119,4,3,8,625,5,58,0,0,8,10,39,0,99,0,0,1,4,1,0,54,0,245,8,12,764,473,66
CLEBURNE_FRUITHURST CITY HALL,34,1,0,5,265,0,5,0,0,1,4,18,0,35,0,0,3,3,2,0,19,1,123,10,9,305,227,6
CLEBURNE_GREENS CHAPEL UMC,18,1,0,6,166,0,7,0,0,2,3,9,0,20,0,0,0,9,0,0,24,0,65,1,5,191,136,9
CLEBURNE_HOPEWELL SCHOOL,27,2,0,5,434,1,1,0,0,3,4,30,0,89,0,1,3,4,2,0,29,1,157,3,7,469,330,4
CLEBURNE_MICAVILLE VFD,10,0,1,4,290,0,4,0,0,1,1,29,0,37,0,0,1,2,1,0,24,1,89,2,1,305,188,5
CLEBURNE_MUSCADINE VFD,15,0,2,3,156,1,1,0,0,1,0,1,1,39,0,0,0,1,0,0,7,0,71,7,5,177,132,2
CLEBURNE_OAK LEVEL PINEYWDS,27,1,3,9,291,6,4,0,0,2,9,18,2,46,2,0,1,10,1,0,28,0,138,5,13,337,273,6
CLEBURNE_PROVISIONAL,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
CLEBURNE_RANBURNE VFD,61,0,8,12,1025,12,19,1,0,8,8,92,1,194,0,1,4,14,1,0,121,1,327,7,3,1118,774,28
CLEBURNE_TURKEY HEAVEN VFD,43,2,2,9,307,3,15,0,0,13,6,25,0,63,0,0,2,9,0,0,37,0,107,3,10,366,262,28
COFFEE_ABSENTEE,202,1,16,23,651,2,14,0,0,6,1,10,1,37,0,0,0,12,1,0,31,0,52,4,3,895,152,20
COFFEE_BASIN,30,1,0,2,273,0,21,0,0,9,1,18,0,42,0,0,1,5,1,0,21,0,65,0,1,306,155,30
COFFEE_BLUFF SPRINGS,9,0,0,1,77,0,2,0,0,0,2,6,0,9,0,0,0,2,0,0,5,0,31,2,3,87,60,2
COFFEE_CHESTNUT GROVE VOTING,3,2,1,1,126,0,2,0,0,0,0,8,0,30,0,0,0,0,0,0,6,0,37,1,1,133,83,2
COFFEE_COOL SPRINGS,75,5,2,12,604,3,24,0,1,12,5,69,0,92,0,0,0,10,2,0,65,1,172,8,1,701,425,37
COFFEE_DAMASCUS SENIOR CENTER,32,0,2,6,426,2,9,0,0,6,0,36,1,87,0,0,2,3,0,0,31,0,88,6,2,468,256,15
COFFEE_EANON,15,0,4,3,362,2,7,0,0,0,0,26,0,50,0,0,3,8,2,0,45,0,114,4,0,386,252,7
COFFEE_ELBA NATIONAL GUARD,102,1,1,3,261,0,51,0,0,7,2,19,1,41,0,0,1,9,2,0,13,0,93,0,3,368,184,58
COFFEE_ELBA REC CENTER,169,4,9,13,699,5,76,0,0,12,6,87,0,94,0,0,2,19,1,0,85,1,194,8,5,899,502,88
COFFEE_ENTERPRISE REC_ CENTER,467,17,25,77,2258,10,136,1,2,50,13,272,3,397,4,0,4,87,5,0,266,1,658,28,9,2854,1747,189
COFFEE_FARM CTR_ COMM_ ROOM,87,2,12,8,570,1,32,0,0,13,5,43,1,101,1,0,2,5,0,0,46,0,146,10,5,680,365,45
COFFEE_FRISCO,88,2,0,0,313,2,58,0,0,6,1,25,0,27,0,0,1,0,0,0,15,0,124,3,1,405,197,64
COFFEE_GOODMAN,37,1,1,1,384,1,10,0,1,6,2,33,0,45,0,2,1,7,0,0,37,1,106,2,0,425,236,17
COFFEE_HERITAGE UMC,515,19,20,54,1165,9,154,0,0,51,8,83,1,151,2,0,4,20,1,0,95,0,293,13,7,1782,678,205
COFFEE_HOLLEY'S STORE,3,0,0,1,88,0,1,0,0,1,1,2,0,16,0,0,0,2,0,0,4,0,35,1,0,92,61,2
COFFEE_INO SENIOR CENTER,8,0,3,3,169,0,3,0,0,1,1,8,0,43,0,0,0,1,0,0,19,1,36,3,0,183,112,4
COFFEE_JOHNS CHAPEL AME,828,10,10,22,632,23,344,1,0,40,2,42,0,74,0,0,0,21,3,0,66,1,174,9,7,1525,399,385
COFFEE_KINSTON CITY HALL,18,0,3,5,389,4,3,0,1,1,0,14,2,57,0,0,0,6,1,0,19,0,118,6,2,419,225,5
COFFEE_LEE COMMUNITY,12,0,0,0,104,7,8,0,0,4,0,3,0,28,0,0,0,1,0,0,8,0,29,1,1,123,71,12
COFFEE_NEWBIA,12,0,1,3,88,0,1,0,0,5,2,9,0,9,0,0,0,2,0,0,5,0,22,2,0,104,51,6
COFFEE_PLEASANT RIDGE,71,1,5,10,532,1,21,0,0,4,2,33,0,90,0,0,1,9,0,0,42,0,149,7,5,620,338,25
COFFEE_VICTORIA BAPTIST,16,1,3,4,235,0,5,0,0,6,0,20,0,33,0,1,2,7,1,0,16,1,99,1,6,259,187,11
COFFEE_WISE MILL CHURCH,20,0,3,5,265,2,2,0,2,7,1,29,0,47,1,0,0,4,0,0,19,0,78,3,2,295,184,11
COFFEE_YMCA,542,21,32,74,2501,13,170,0,0,60,6,280,1,420,3,0,5,90,5,0,402,1,670,29,8,3183,1920,230
COFFEE_ZION CHRISTIAN COMM,240,2,1,5,66,2,121,0,0,11,0,5,1,8,0,0,2,1,1,0,3,0,16,3,2,316,42,132
COLBERT_ABSENTEE,285,2,13,15,620,10,57,2,1,20,3,7,0,17,0,0,0,6,1,0,21,0,63,15,12,945,145,80
COLBERT_ALLSBORO CUMBERLAND PRES_,23,2,2,1,64,2,14,0,0,16,0,2,0,4,0,0,0,1,0,0,3,0,8,10,14,94,42,30
COLBERT_BARTON FIRST BAPTIST,180,0,6,3,286,5,117,1,2,23,0,16,0,24,0,0,0,3,0,0,16,0,82,15,7,480,163,143
COLBERT_CAVE SPRINGS MIS_ BAPTIST,141,0,1,1,28,1,102,0,1,8,0,0,0,3,0,0,0,0,0,0,1,0,4,2,1,172,11,111
COLBERT_CHEROKEE LIONS DEN,244,3,3,29,573,8,140,2,3,65,2,10,0,31,0,0,1,2,1,0,25,0,110,60,47,860,289,210
COLBERT_COARMM,102,2,0,6,116,6,48,1,1,15,1,8,0,11,0,0,0,1,0,0,7,0,23,4,0,232,55,65
COLBERT_COLBERT HEIGHTS BAPTIST,146,3,5,27,876,7,102,3,6,62,0,33,0,68,0,0,0,10,0,0,62,0,161,76,30,1064,440,173
COLBERT_GRACE LIFE CHURCH,468,8,16,31,989,12,242,2,3,92,0,54,0,132,0,0,1,16,1,0,107,0,252,31,10,1524,604,339
COLBERT_HATTON BAPTIST CHURCH,357,2,9,16,414,7,239,1,1,47,0,15,0,32,0,0,1,2,0,0,25,0,95,54,39,805,263,288
COLBERT_HOPE HAVEN SCHOOL,165,2,9,17,749,5,92,1,4,71,1,50,0,65,1,0,0,11,0,0,74,0,170,26,18,947,416,168
COLBERT_LEIGHTON CITY HALL,199,0,1,2,87,4,107,0,0,12,0,5,0,10,0,0,0,1,0,0,6,0,17,12,7,293,58,119
COLBERT_LITTLEVILLE CITY HALL,101,3,5,19,632,6,49,2,2,35,0,20,1,71,0,0,0,7,0,0,46,0,158,17,16,766,336,88
COLBERT_MUSCLE SHOALS CITY HALL,351,4,22,35,922,8,146,1,3,51,0,66,0,100,0,0,3,11,3,0,124,0,195,16,10,1342,528,201
COLBERT_MYNOT BAPTIST CHURCH,4,1,1,2,65,4,4,0,2,1,1,3,0,16,1,0,0,0,0,0,4,0,8,8,8,77,49,7
COLBERT_PLUMBER STEAMFITTER UNION,226,1,6,11,381,4,136,0,1,23,0,21,1,52,0,0,0,5,2,0,32,0,96,8,3,629,220,160
COLBERT_PRIDE MISSIONARY BAPTIST,120,7,3,10,455,2,64,1,0,37,0,10,0,35,0,0,0,4,1,0,25,1,135,15,5,597,231,102
COLBERT_PROVISIONAL,16,1,1,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
COLBERT_SHEFFIELD FIRE STN 2ND ST,341,4,4,17,310,0,179,1,1,32,0,22,0,19,0,0,3,3,0,0,17,0,83,2,1,676,150,213
COLBERT_SHEFFIELD MICHAEL CENTER,500,2,4,6,69,0,292,0,2,17,1,5,0,5,0,0,0,0,0,0,6,0,9,3,0,581,29,311
COLBERT_SHEFFIELD RECREATION CTR,221,8,12,27,580,1,87,0,1,66,1,32,0,60,0,1,1,13,1,0,49,1,147,10,5,849,321,154
COLBERT_SPRING VALLEY CHURCH GOD,67,1,4,6,351,1,37,0,1,19,0,13,0,19,0,0,0,1,0,0,16,0,102,14,13,430,178,57
COLBERT_SRYGLEY CHURCH OF CHRIST,24,0,1,2,117,1,14,0,1,7,0,5,0,8,0,0,1,1,0,0,8,0,34,4,3,145,64,22
COLBERT_TREE HOUSE SCHOOL,195,4,8,17,561,6,83,2,4,58,0,49,0,70,2,0,0,24,2,0,56,0,130,18,19,791,370,147
COLBERT_TUSCUMBIA CALVARY BAPTIST,135,4,8,14,295,2,71,0,0,26,0,19,0,17,0,0,0,4,1,0,24,0,76,10,3,458,154,97
COLBERT_TUSCUMBIA MULTI-PURPOSE,340,9,14,21,596,7,161,1,1,72,0,44,0,58,0,0,0,16,3,0,69,0,151,29,10,987,380,235
COLBERT_WESTSIDE BAPTIST,120,3,5,4,399,4,57,1,1,16,0,29,0,42,0,0,2,5,0,0,34,1,91,17,12,535,233,75
CONECUH_2ND MOUNT ZION CHURCH,64,0,2,1,25,1,53,1,2,9,0,1,0,3,0,0,0,0,0,0,0,0,7,4,12,93,27,65
CONECUH_ABSENTEE,211,2,0,1,107,3,92,0,1,13,0,1,0,0,0,0,0,0,0,0,4,0,7,5,10,324,27,106
CONECUH_ANNEX VOTING HOUSE,80,0,0,0,39,0,61,1,0,8,0,2,0,2,0,0,0,0,0,0,0,0,5,1,15,119,25,70
CONECUH_BROOKLYN MASONIC LODGE,20,0,0,2,50,0,16,0,0,5,0,2,0,2,0,0,0,0,0,0,2,0,17,1,6,72,30,21
CONECUH_CARVER RECREATION,537,2,1,2,115,6,341,0,2,35,1,2,0,9,0,0,0,1,0,0,4,0,24,10,9,663,60,378
CONECUH_DAVID BURT BUILDING,189,1,3,5,468,8,103,4,1,95,0,10,0,19,0,0,0,6,0,0,26,0,61,65,89,674,276,203
CONECUH_HEALTH DEPARTMENT,211,1,2,0,73,2,139,0,0,12,0,8,0,4,0,0,0,1,0,0,3,0,24,4,5,289,49,151
CONECUH_LITTLE ZION CHURCH,73,0,0,1,57,3,61,1,2,20,0,0,0,1,0,0,0,0,0,0,1,0,8,6,9,134,25,84
CONECUH_NAZARENE BAPTIST CHURCH,152,0,2,1,71,2,108,0,0,10,0,8,0,5,1,0,1,1,0,0,3,0,30,6,2,228,57,118
CONECUH_OLD CASTLEBERRY NUTRITION,44,1,2,3,293,4,21,0,2,19,2,20,0,19,0,0,2,0,2,0,13,0,72,12,23,347,165,42
CONECUH_OLD FIELD CHURCH,156,0,2,1,79,1,110,2,0,7,1,6,0,8,0,0,0,0,0,0,3,0,21,7,4,239,50,119
CONECUH_PROVISIONAL,6,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,3
CONECUH_REPTON TOWN HALL,163,1,3,6,209,6,104,0,1,28,0,17,0,12,0,0,0,3,0,0,16,0,47,8,7,388,110,133
