precinct,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
"CALHOUN_12013501 101,202,401,501 NEAL CIVIC CENTER",122,4,0,16,1,481,22,28,53,0,1,1,50,1,0,0,0,4,0,30,0,53,624,140,103
"CALHOUN_12013502 302,502 CARR-CLARK VFD",17,1,0,3,0,132,5,10,14,0,0,0,3,0,0,0,0,0,0,2,0,11,153,16,29
"CALHOUN_12013503 402,503 KINARD LIBRARY",60,3,1,6,1,304,25,11,36,0,1,0,32,0,0,0,0,1,0,15,0,36,375,85,72
CHARLOTTE_1201513 EAST ELEMENTARY 0002,346,0,0,20,9,937,78,4,44,6,2,0,63,1,0,0,3,19,0,87,0,232,1312,413,126
CHARLOTTE_1201519 EVENT CENTER 0003,225,0,0,16,6,338,48,4,33,8,1,0,21,0,0,0,0,13,2,25,0,99,585,169,85
CHARLOTTE_120152 EAST ELEMENTARY 0002,177,1,0,10,1,334,41,1,29,9,0,0,21,0,0,0,0,16,0,40,0,86,523,172,71
CHARLOTTE_1201528 EVENT CENTER 0003,505,6,0,26,7,1149,138,3,69,7,2,2,73,0,0,0,0,77,1,192,0,380,1693,734,210
CHARLOTTE_120153 EVENT CENTER 0003,253,1,1,10,2,179,53,1,20,4,2,0,11,0,0,0,0,4,0,13,0,41,446,75,74
CHARLOTTE_1201532 EAST ELEMENTARY 0002,44,0,0,4,1,242,6,0,2,0,1,0,27,0,0,0,0,1,0,8,0,53,291,90,8
CHARLOTTE_120154 EVENT CENTER 0003,98,0,0,4,2,196,14,1,25,4,1,0,15,0,0,0,1,18,0,20,0,72,300,131,40
CITRUS_12017100 100 - RED LEVEL,435,5,1,23,18,1460,129,15,130,13,8,2,120,0,0,1,0,32,1,123,1,433,1942,734,274
CITRUS_12017101 101 - CITRONELLE,507,3,3,46,13,1672,168,25,133,5,11,1,131,1,0,0,3,30,0,127,0,482,2244,791,326
CITRUS_12017102 102 - DUNNELLON,232,2,0,15,2,452,79,7,33,5,3,0,30,0,0,0,0,12,0,37,0,117,703,204,119
CITRUS_12017104 104 - NW CRYSTAL RIVER,425,2,2,41,15,1028,125,21,101,6,8,0,99,0,0,0,0,13,0,76,1,250,1513,453,247
CITRUS_12017105 105 - CITY OF CRYSTAL RIVER,523,0,2,30,7,1076,171,13,107,11,6,0,75,1,0,1,1,49,0,106,1,337,1638,588,291
CITRUS_12017107 107 - E CRYSTAL RIVER,623,10,2,42,14,1361,201,12,134,18,5,2,124,1,0,0,0,69,1,135,0,379,2052,734,347
CITRUS_12017108 108 - E PINE RIDGE,778,4,0,40,13,1774,223,14,141,15,10,0,149,0,0,0,0,104,1,211,0,607,2609,1097,378
CITRUS_12017109 109 - W PINE RIDGE,704,2,0,50,7,1913,221,14,127,11,6,0,200,0,0,0,1,73,1,227,2,646,2676,1167,362
CITRUS_12017110 110 - CITRUS SPRINGS,1493,8,2,118,37,3532,365,28,297,28,14,2,294,3,1,0,5,72,2,249,2,882,5190,1554,690
CITRUS_12017200 200 - HOLDER,508,8,4,33,12,1464,175,14,125,14,6,1,128,1,0,0,0,43,3,86,0,416,2029,698,314
CITRUS_12017201 201 - N HERNANDO,677,8,0,51,16,1632,221,17,149,22,8,2,146,0,0,0,7,46,0,171,0,457,2384,859,387
CITRUS_12017202 202 - N CITRUS HILLS,1447,2,4,85,24,3248,449,19,233,30,15,3,340,2,0,0,1,153,3,407,0,1068,4810,2022,701
CITRUS_12017203 203 - FOREST RIDGE,729,3,4,44,16,1363,233,17,145,14,5,1,116,0,0,0,0,49,1,149,1,417,2159,753,395
CITRUS_12017204 204 - N LECANTO,743,2,1,41,16,1760,227,8,109,11,10,2,153,2,0,0,2,80,3,225,0,564,2563,1052,344
CITRUS_12017205 205 - CENTRAL BEVERLY HILLS,476,3,3,45,9,866,123,9,102,10,8,0,54,0,0,0,1,11,0,48,0,209,1402,341,234
CITRUS_12017206 206 - W BEVERLY HILLS,536,6,4,47,16,921,150,7,97,12,1,2,62,2,1,1,0,18,0,65,0,192,1530,356,254
CITRUS_12017208 208 - N CITRUS HILLS,390,4,2,20,6,925,121,7,65,11,2,0,113,0,1,2,0,33,0,89,0,268,1347,519,193
CITRUS_12017300 300 - S LECANTO,394,3,0,44,8,1250,108,15,109,7,5,0,105,0,0,0,0,21,1,67,0,300,1699,506,232
CITRUS_12017301 301 - S CRYSTAL RIVER,1170,4,1,122,29,3263,324,37,293,19,20,1,241,0,1,1,3,76,5,282,0,938,4589,1587,654
CITRUS_12017302 302 - N HOMOSASSA SPRINGS,1011,11,4,86,16,2692,310,39,220,15,9,2,203,0,0,1,0,67,3,215,0,768,3820,1283,569
CITRUS_12017305 305 - S HOMOSASSA SPRINGS,899,9,2,76,27,2408,292,19,239,9,11,0,187,1,0,0,2,34,4,138,1,573,3421,960,550
CITRUS_12017307 307 - SUGARMILL WOODS,2243,10,4,97,29,4519,640,27,354,47,23,3,399,2,0,1,1,249,4,564,3,1398,6902,2694,1021
CITRUS_12017400 400 - PLEASANT GROVE,373,6,1,46,9,1176,116,12,97,1,6,0,136,0,0,0,1,28,0,85,0,301,1611,558,225
CITRUS_12017401 401 - E INVERNESS,204,1,0,13,8,601,57,4,65,2,2,0,47,0,0,0,0,9,0,40,0,172,827,272,126
CITRUS_12017402 402 - N INVERNESS,562,8,4,49,7,1320,149,13,135,13,7,2,88,0,0,1,1,14,0,80,1,295,1950,502,297
CITRUS_12017403 403 - CITY OF INVERNESS,1213,16,3,97,28,2134,372,25,250,20,20,5,237,1,0,0,5,71,2,205,0,477,3491,1043,647
CITRUS_12017404 404 - GOSPEL ISLAND,561,6,3,50,12,1502,167,21,146,6,16,2,137,2,0,0,1,44,0,154,0,450,2134,812,334
CITRUS_12017405 405 - S INVERNESS,1381,18,4,115,25,3098,450,41,286,35,16,1,314,0,0,0,2,102,2,307,0,824,4641,1603,777
CITRUS_12017406 406 - W INVERNESS,544,9,2,59,9,1419,172,12,128,6,2,1,169,1,0,0,1,28,0,121,1,361,2042,691,312
CITRUS_12017407 407 - N FLORAL CITY,465,4,2,47,15,1175,151,13,116,6,6,1,92,0,0,0,1,40,1,92,1,321,1708,561,280
CITRUS_12017408 408 - S FLORAL CITY,543,5,4,52,17,1452,176,30,120,11,6,2,176,0,0,0,1,36,3,110,1,343,2073,689,326
COLLIER_12021101 PCT 101 0001,981,1,0,36,8,1504,207,13,84,16,4,2,126,3,0,0,1,62,2,154,0,432,2530,802,304
COLLIER_12021102 PCT 102 AND 502 0002,21,0,1,1,0,47,2,0,9,1,0,0,0,0,0,0,0,0,0,2,0,13,70,16,11
COLLIER_12021103 PCT 103 0003,601,0,0,13,9,930,128,2,54,10,2,1,61,0,0,0,0,41,1,91,0,251,1553,458,184
COLLIER_12021135 PCT 135 0004,1444,9,1,65,15,2202,366,10,202,37,7,2,229,1,0,0,0,131,2,278,2,683,3736,1372,578
COLLIER_12021139 PCT 139 0005,861,2,1,32,13,1244,204,13,104,24,4,0,124,1,0,0,2,61,0,147,0,368,2153,731,321
COLLIER_12021141 PCT 141 0006,675,1,0,30,7,1233,131,6,65,10,3,1,71,0,0,0,0,77,2,138,1,350,1946,653,202
COLLIER_12021142 PCT 142 0007,379,2,2,31,4,870,94,2,43,7,3,1,71,0,0,0,0,62,1,118,1,291,1288,555,139
COLLIER_12021144 PCT 144 0008,1053,4,2,62,15,2124,257,9,145,19,5,2,191,3,0,0,0,120,1,242,0,672,3260,1255,411
COLLIER_12021462 PCT 462 0046,779,1,1,56,7,2014,191,9,61,25,5,2,198,0,0,0,1,279,1,488,0,670,2858,1669,261
COLLIER_12021464 PCT 464 0047,1023,1,1,70,4,2247,271,8,106,41,5,0,212,1,0,1,2,331,3,507,0,767,3346,1870,385
COLLIER_12021472 PCT 472 0048,272,1,0,5,1,143,45,0,16,0,0,0,15,1,0,0,0,11,0,18,0,34,422,79,61
COLLIER_12021475 PCT 475 0049,218,1,0,21,2,726,46,7,31,4,1,0,55,0,0,0,0,65,0,102,0,270,968,497,84
COLLIER_12021477 PCT 477 0050,1016,0,1,63,12,2285,266,8,95,32,14,0,196,2,0,0,0,314,1,525,2,757,3377,1843,369
COLLIER_12021479 PCT 479 0051,565,1,1,39,5,1112,146,4,78,13,3,0,102,2,0,0,1,91,2,189,1,330,1723,734,228
COLLIER_12021502 PCT 102 AND 502 0002,120,0,0,5,6,404,38,3,27,2,0,0,41,0,0,0,0,7,0,24,0,115,535,189,68
COLLIER_12021550 PCT 550 0053,383,1,1,41,9,931,62,2,58,8,4,0,100,0,0,0,0,26,1,102,0,237,1366,478,122
COLLIER_12021551 PCT 551 0054,1620,4,5,109,17,3599,262,12,155,21,13,2,419,1,0,0,1,108,3,386,0,863,5354,1817,429
COLLIER_12021552 PCT 552 0055,603,3,1,66,10,1172,86,2,58,8,8,1,145,0,0,0,1,18,3,114,0,269,1855,567,146
COLLIER_12021554 PCT 554 0056,1057,2,3,58,28,1665,142,7,123,8,6,0,209,0,0,0,0,13,0,95,1,313,2813,645,272
COLLIER_12021590 PCT 590 0057,1681,3,5,112,17,3229,305,12,160,22,7,0,367,0,1,0,1,89,3,318,0,808,5047,1616,477
COLLIER_12021591 PCT 591 0058,1451,4,3,91,33,2074,222,8,155,22,16,3,255,1,0,0,1,28,4,185,0,354,3656,869,385
COLLIER_12021593 PCT 593 0059,330,7,0,30,1,1168,61,3,27,5,8,0,216,1,0,0,0,29,1,231,1,234,1536,726,91
COLLIER_12021594 PCT 594 0060,2699,3,4,34,18,569,306,12,145,4,6,1,48,0,0,0,1,8,1,50,0,76,3327,195,463
DIXIE_1202910 10 COUNTY BLDG,37,2,0,3,1,376,16,13,22,1,2,1,29,0,0,0,1,1,0,8,0,62,419,105,51
DUVAL_120311001,1970,1,1,5,6,129,937,5,146,0,2,0,6,0,0,1,0,0,0,11,0,20,2112,40,1088
DUVAL_120311002,2103,0,2,9,7,51,992,3,146,3,3,1,3,0,0,0,0,3,0,3,0,7,2172,23,1141
DUVAL_120311003,1167,1,0,6,8,34,520,2,74,1,4,0,0,0,0,0,0,0,0,2,0,6,1216,13,596
DUVAL_120311004,1773,1,0,5,3,38,929,4,98,0,1,0,2,0,0,0,0,0,0,6,0,1,1820,10,1031
DUVAL_120311005,2493,4,1,8,13,77,1183,4,148,1,3,0,4,0,0,0,0,2,0,7,1,11,2596,29,1335
DUVAL_120311006,540,2,1,10,4,617,154,13,85,6,4,0,50,0,0,0,0,5,0,39,0,140,1174,244,252
DUVAL_120311007,462,1,1,21,2,525,132,10,69,5,0,0,54,0,0,0,0,3,0,44,0,117,1012,223,211
DUVAL_120311008,1600,1,4,38,22,788,509,10,144,10,15,0,76,0,0,0,2,7,1,81,0,200,2453,392,663
DUVAL_120311009,1121,3,1,24,17,717,311,13,99,10,7,1,78,1,0,0,0,12,0,81,0,174,1883,364,423
DUVAL_120311010,732,3,1,40,10,862,213,12,94,8,6,0,71,0,0,1,1,9,0,104,1,209,1648,410,319
DUVAL_120311011,258,1,0,15,7,654,72,16,42,1,2,0,70,0,0,0,1,7,1,47,0,145,935,274,130
DUVAL_120311012,1419,6,4,26,13,429,383,6,131,5,2,1,44,0,0,0,1,3,0,43,0,96,1897,195,520
DUVAL_120311013,441,2,4,14,4,525,112,8,61,6,5,0,72,0,0,0,0,15,1,84,0,141,990,324,181
DUVAL_120311014,1398,2,4,51,9,882,478,9,134,13,7,0,102,0,0,0,0,8,2,108,1,214,2346,455,621
DUVAL_120311015,1094,1,1,46,6,821,335,17,126,8,2,0,72,0,0,1,0,10,0,83,1,230,1969,407,478
DUVAL_120311016,746,3,2,42,7,563,222,9,75,3,1,0,30,1,0,0,1,5,0,65,0,116,1363,222,306
DUVAL_120311101,384,2,0,24,4,455,90,3,67,2,1,0,50,1,1,0,0,13,1,87,0,141,869,297,160
DUVAL_120311102,133,0,0,15,0,235,17,3,14,1,0,0,23,0,0,0,0,21,1,73,0,74,383,193,34
DUVAL_120311103,1068,5,1,61,24,1274,196,2,140,5,7,2,129,2,0,0,1,51,1,310,2,306,2433,816,338
DUVAL_120311104,1318,3,3,97,19,1788,263,7,120,5,6,0,158,0,0,0,0,35,4,233,0,381,3228,822,390
DUVAL_120311105,1390,4,4,148,42,1447,154,4,248,7,16,1,121,0,1,0,0,33,4,154,0,319,3035,656,406
DUVAL_120311106,1983,2,3,122,27,2463,499,21,202,32,15,2,212,1,0,0,1,110,1,489,0,639,4600,1502,722
DUVAL_120311107,459,0,1,30,4,865,97,2,54,5,3,0,95,0,0,0,0,51,0,210,0,266,1359,630,153
DUVAL_120311108,1213,1,4,94,28,1097,267,12,194,6,4,0,98,1,0,0,1,27,0,159,0,252,2437,548,473
DUVAL_120311109,385,2,1,33,5,1208,95,2,62,15,9,0,113,0,0,0,0,77,0,318,0,374,1634,906,159
DUVAL_120311110,1554,7,3,127,19,1804,286,7,195,8,7,1,137,1,0,0,2,49,3,256,1,358,3514,823,488
DUVAL_120311111,804,4,0,65,27,456,148,3,126,8,2,0,39,0,0,0,1,9,1,68,0,75,1356,203,277
DUVAL_120311112,997,3,1,80,14,1225,213,3,124,16,5,1,121,2,0,0,1,47,2,235,0,300,2320,730,340
DUVAL_120311113,1380,9,3,97,19,863,218,2,223,6,4,0,65,0,0,0,0,26,3,108,1,215,2371,428,443
DUVAL_120311114,1035,11,1,60,13,866,180,3,143,18,4,0,73,0,0,0,0,26,0,119,0,158,1986,398,326
DUVAL_120311115,1249,8,0,83,15,1562,248,4,121,12,4,0,165,0,0,0,0,37,1,233,0,382,2917,834,373
DUVAL_120311201,470,7,1,39,15,1693,179,20,110,13,6,0,205,0,0,1,1,9,2,155,0,354,2225,746,309
DUVAL_120311202,564,3,3,24,4,1252,229,14,86,6,6,1,221,0,1,0,1,18,1,152,0,354,1850,761,329
DUVAL_120311203,170,3,1,21,4,750,62,10,48,3,2,0,98,0,0,0,1,5,1,64,0,199,949,373,120
DUVAL_120311204,340,3,1,28,6,955,101,8,63,3,4,0,97,0,0,0,1,6,2,76,0,290,1333,479,172
DUVAL_120311205,1264,7,3,62,18,1401,382,28,184,19,11,1,226,0,0,0,3,22,0,192,1,434,2755,909,594
DUVAL_120311206,1132,3,0,46,14,1581,399,13,143,15,4,1,270,0,0,0,6,23,1,222,0,396,2776,938,555
DUVAL_120311207,191,1,0,5,1,424,76,6,38,0,4,0,41,0,0,0,0,4,0,31,0,94,622,174,120
DUVAL_120311208,1252,10,4,56,13,1321,326,15,144,8,3,0,123,0,0,1,0,10,0,147,0,329,2656,621,485
DUVAL_120311209,583,2,2,45,9,1922,187,25,127,13,6,0,242,1,0,0,0,16,2,197,0,499,2563,976,339
DUVAL_120311210,729,2,2,54,5,1142,212,8,107,3,7,1,110,0,0,1,1,12,1,91,0,268,1934,495,327
DUVAL_120311211,1187,8,3,67,13,1241,314,14,137,8,5,0,117,0,0,0,2,24,0,121,0,284,2519,561,465
DUVAL_120311212,2055,8,4,108,20,1941,611,29,205,10,13,0,271,3,0,1,1,22,5,221,0,432,4136,979,845
DUVAL_120311213,1536,8,4,63,16,1610,391,18,189,14,10,1,181,1,0,0,1,16,2,156,0,401,3237,783,598
DUVAL_120311301,906,3,1,91,11,1499,217,4,152,12,2,2,108,1,1,0,0,73,1,262,1,439,2511,902,373
DUVAL_120311302,659,3,0,104,16,1626,137,14,148,7,6,2,127,1,0,1,1,53,3,237,0,431,2408,869,299
DUVAL_120311303,661,3,0,85,10,1342,139,7,138,6,7,1,89,0,0,0,0,58,3,223,0,394,2101,781,284
DUVAL_120311304,908,0,4,92,13,1255,174,6,161,15,2,1,73,0,0,0,1,45,3,166,0,267,2272,573,341
DUVAL_120311305,827,2,0,105,20,1378,181,14,172,8,8,0,91,0,0,0,0,57,2,253,1,373,2332,793,367
DUVAL_120311306,805,3,2,88,21,1047,201,9,162,6,5,3,71,2,1,0,1,54,1,183,0,298,1966,625,372
DUVAL_120311307,972,2,2,70,8,1393,287,12,152,24,9,1,128,1,0,0,1,129,3,301,1,411,2447,1009,451
DUVAL_120311308,962,3,0,48,15,1008,266,8,154,8,4,0,80,1,0,1,1,63,2,200,1,246,2036,607,428
DUVAL_120311309,784,0,0,101,28,1499,174,13,173,9,8,0,132,1,0,1,3,69,0,248,0,395,2412,866,360
DUVAL_120311310,806,2,2,92,22,1508,143,11,187,5,3,0,95,0,0,0,1,45,2,211,0,374,2432,736,341
DUVAL_120311311,909,1,4,86,14,1758,210,8,135,13,8,1,119,0,0,0,0,67,1,291,0,471,2772,971,353
DUVAL_120311312,696,2,0,81,27,812,151,5,148,6,4,0,45,1,0,0,2,16,4,86,0,162,1618,326,304
DUVAL_120311313,859,5,2,92,25,2341,188,9,136,17,9,4,184,0,0,0,0,78,2,373,1,682,3324,1350,333
DUVAL_120311314,173,1,1,30,6,325,26,1,20,2,1,0,28,0,1,0,0,3,2,28,0,56,536,121,47
DUVAL_120311315,1319,2,6,109,50,1816,256,16,236,13,7,0,112,1,0,0,2,22,2,191,0,379,3302,729,508
DUVAL_120311401,930,5,0,58,20,981,203,9,145,10,4,0,97,0,0,0,0,12,2,123,1,207,1994,456,357
DUVAL_120311402,902,2,2,52,16,1159,258,7,116,10,5,0,147,2,0,1,1,13,1,154,0,322,2133,656,381
DUVAL_120311403,843,8,2,52,15,1021,226,3,103,7,9,1,103,0,0,0,0,13,2,117,0,248,1941,500,332
DUVAL_120311404,1707,6,5,197,34,1430,414,15,434,18,11,0,134,0,0,0,1,122,1,379,0,386,3379,1052,863
DUVAL_120311405,807,1,0,68,17,737,176,16,211,11,7,1,69,0,0,1,1,19,5,90,0,171,1630,375,403
DUVAL_120311406,434,3,0,35,9,743,142,6,71,4,6,0,90,0,0,0,0,10,0,78,0,184,1224,372,219
DUVAL_120311407,741,5,0,61,28,256,151,1,199,1,2,1,30,0,0,0,0,12,2,45,0,58,1091,151,351
DUVAL_120311408,888,6,2,90,27,1525,156,17,194,7,2,0,104,0,1,0,0,60,2,234,2,293,2538,705,367
DUVAL_120311409,1018,8,3,70,16,1617,265,16,160,13,11,0,143,0,0,0,0,20,3,238,0,396,2732,824,441
DUVAL_120311410,1618,10,3,78,28,1612,404,13,203,13,7,0,142,1,0,0,0,15,2,180,1,425,3349,786,620
DUVAL_120311411,1132,4,1,153,22,2938,256,17,242,59,16,1,335,5,0,0,0,211,6,840,0,760,4250,2233,515
DUVAL_120311412,751,3,1,51,24,978,246,14,189,18,6,1,135,0,0,0,2,31,2,129,0,348,1808,672,449
DUVAL_120311413,1696,8,1,172,52,1033,380,13,464,14,12,0,103,0,0,0,0,75,3,279,1,249,2962,736,857
DUVAL_120311414,509,4,0,20,5,494,140,6,57,1,1,0,52,0,0,0,2,4,0,52,0,139,1032,251,203
DUVAL_120311415,984,4,0,61,12,701,230,6,219,20,5,0,62,1,0,0,0,36,3,170,1,193,1762,491,455
GILCHRIST_120411A 1A TRENTON CENTER,128,1,2,4,5,581,39,12,43,0,3,0,60,0,0,0,0,4,0,32,0,138,721,237,94
GILCHRIST_120412A 2A DONNIE CENTER,171,3,0,20,5,1052,59,19,85,6,3,0,113,0,0,0,1,15,0,58,0,297,1251,493,163
GILCHRIST_120413A 3A BELL COMMUNITY CENTER,160,2,0,22,4,903,41,24,86,1,5,1,84,2,0,0,0,4,0,60,0,266,1091,423,151
GILCHRIST_120414A 4A CRUSE CENTER,178,4,1,26,6,869,61,17,75,7,7,1,128,0,0,0,1,10,0,41,0,261,1084,456,153
GILCHRIST_120415A 5A N GILCHRIST FIRE STATION,89,0,0,7,3,501,25,13,40,0,1,0,52,0,0,0,0,3,0,29,1,160,600,246,78
GILCHRIST_120416A 6A OSTEEN CENTER,179,2,1,24,5,1063,44,23,71,3,4,1,158,0,0,0,1,17,0,63,0,288,1274,535,138
GILCHRIST_120417A 7A OSCEOLA CENTER,146,3,1,15,9,731,36,4,67,0,2,0,88,0,0,0,0,8,1,31,1,200,905,331,107
GILCHRIST_120418A 8A SOUTHEAST CENTER,212,3,0,20,3,623,47,12,65,0,2,0,46,0,0,0,0,11,1,36,0,153,861,249,124
GLADES_120431 1 AMERICAN LEGION,51,1,2,11,0,197,26,3,28,0,1,0,13,0,0,0,0,4,0,6,0,33,262,57,57
GLADES_1204311 11 MOORE HAVEN DOYLE CONN BLDG,51,0,0,3,0,240,17,7,32,2,0,0,18,0,0,0,0,1,0,11,0,30,294,62,56
GLADES_1204312 12 WASHINGTON PARK,112,0,0,0,0,1,36,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,40
GLADES_1204313 13 INDIAN HILLS FD,102,1,2,2,1,316,24,3,28,0,0,0,49,0,0,0,0,4,0,26,0,77,424,156,55
GLADES_120433 3 MOORE HAVEN DOYLE CONN BLDG,63,1,0,4,0,130,21,7,17,0,0,0,4,0,0,0,0,1,0,6,0,14,198,25,45
GLADES_120435 5 MUSE VFD,181,0,0,6,6,553,42,11,50,0,1,0,57,0,0,0,0,6,0,28,0,130,746,222,103
GLADES_120436 6 MOORE HAVEN DOYLE CONN BLDG,255,4,0,3,0,102,64,3,22,0,0,0,3,0,0,0,0,0,0,2,0,26,364,31,89
HERNANDO_1205301 ISTACHATTA COMMUNITY CENTER,269,0,0,28,7,728,75,10,59,5,6,0,78,0,0,0,0,12,2,63,2,197,1032,365,144
HERNANDO_1205302 EDEN BAPTIST CH FELLOWSHIP HL,233,0,0,18,10,1128,83,8,90,12,5,0,99,0,1,0,0,8,0,80,0,265,1389,470,181
HERNANDO_1205304 JEROME BROWN COMMUNITY CENTER,1396,10,6,101,26,2020,380,31,220,43,18,2,198,1,0,0,2,65,4,234,0,502,3559,1069,631
HERNANDO_1205306 FAITH EVANL PRESB. CHURCH,779,12,1,53,16,1978,249,20,161,21,8,1,260,1,0,1,2,48,5,178,0,491,2839,1016,430
HERNANDO_1205308 RIDGE MANOR COMMUNITY CENTER,713,6,3,59,22,1736,185,17,189,29,12,1,165,3,0,0,0,21,3,128,1,346,2539,709,391
HERNANDO_1205309 SPRING LAKE UNITED METHODIST,401,7,1,47,9,1267,110,15,114,13,6,1,181,1,0,0,0,16,4,110,0,366,1732,698,239
HERNANDO_1205310 GRACE WORLD OUTREACH CHURCH,956,6,2,58,28,1961,329,21,183,23,17,2,210,2,0,0,3,50,4,204,1,406,3011,922,533
HERNANDO_1205312 DEERFIELD CLUBHOUSE,643,5,0,42,18,1298,186,10,117,12,8,0,131,1,0,0,1,28,0,93,0,319,2006,593,313
HERNANDO_1205313 THE HEATHER COMMUNITY CENTER,299,2,0,25,7,686,88,6,82,10,1,0,51,0,0,0,0,18,1,50,0,220,1019,351,176
HERNANDO_1205314 BROOKSVILLE ELKS LODGE #2582,1709,13,4,114,28,3212,409,16,264,20,13,2,282,0,0,1,1,64,6,262,1,807,5080,1459,689
HERNANDO_1205315 HOLY CROSS LUTHERAN CHURCH,1167,7,3,96,39,1835,259,15,229,18,8,2,118,0,0,0,2,23,1,114,1,462,3147,749,503
HERNANDO_1205317 THE HEATHER COMMUNITY CENTER,790,4,3,43,9,1639,248,8,108,21,5,1,131,0,0,0,1,107,0,204,2,548,2488,1020,364
HERNANDO_1205318 HIGH POINT COMM. CLUB HOUSE,469,3,1,20,4,886,175,15,89,10,7,1,62,1,0,1,0,30,0,74,0,258,1383,444,279
HERNANDO_1205319 GRACE PRESBYTERIAN CHURCH,1525,9,2,126,54,3102,417,37,287,25,13,1,211,0,0,0,3,75,2,227,0,847,4818,1404,741
HERNANDO_1205321 FELLOWSHIP COMMUNITY CHURCH,913,2,5,61,26,1346,244,15,150,11,6,1,97,0,0,0,3,32,3,93,0,325,2353,571,409
HERNANDO_1205323 FOREST OAKS LUTHERAN CHURCH,1091,5,2,61,27,1673,287,22,184,19,8,1,107,0,0,0,0,31,2,99,0,442,2859,709,493
HERNANDO_1205324 CHRISTIAN CHURCH IN THE WILDWOOD,1640,10,3,128,43,3962,420,16,321,37,22,2,300,1,0,0,2,49,2,240,0,1012,5786,1667,757
HERNANDO_1205325 BROOKRIDGE CLUBHOUSE MIDDLE RM,996,4,1,56,14,1591,345,15,193,27,8,0,118,1,1,0,0,47,2,135,1,419,2662,759,553
HERNANDO_1205327 ST JOAN OF ARC CATHOLIC CHURCH,1434,11,6,88,35,2248,383,14,207,22,14,2,189,1,2,1,0,39,0,203,0,512,3822,985,604
HERNANDO_1205329 DAYSPRING PRESBYTERIAN CHURCH,1076,2,3,53,21,1462,267,13,162,27,8,1,86,0,0,1,0,27,2,99,1,317,2617,569,442
HERNANDO_1205330 COAST GUARD AUXILIARY BLDG,460,2,0,33,16,1326,141,5,91,15,7,0,113,0,0,0,0,37,1,99,1,471,1837,744,237
HERNANDO_1205331 TRUE HOLINESS CHURCH OF JESUS CHRIS,913,7,2,58,25,1846,235,12,134,14,6,0,129,0,0,1,1,59,0,154,1,536,2851,901,381
HERNANDO_1205333 SPRING HILL CHURCH OF CHRIST,399,1,1,19,4,755,97,7,67,10,5,0,47,2,0,0,0,11,1,55,1,222,1179,354,171
HERNANDO_1205334 NORTHCLIFFE BAPTIST CHURCH (HALL),1491,5,3,89,21,1974,396,13,240,20,8,1,130,1,0,1,4,28,1,121,0,500,3583,815,649
HERNANDO_1205335 TIMBER PINES PERF. ARTS CTR,493,0,1,15,5,818,219,9,96,23,2,1,63,0,0,0,1,65,0,89,2,317,1332,563,324
HERNANDO_1205336 HILLSIDE COMMUNITY BAPTIST CHURCH,486,6,3,31,9,897,131,14,86,7,5,2,79,0,0,0,0,9,1,73,0,230,1432,406,231
HERNANDO_1205337 HILLSIDE COMMUNITY BAPTIST CHURCH,387,7,2,52,12,967,116,13,68,15,5,0,82,0,0,0,0,21,0,67,0,219,1427,409,197
HERNANDO_1205338 REGENCY OAKS CLUB HOUSE,893,4,0,43,21,1509,301,11,157,18,5,2,99,0,0,0,4,26,0,132,0,465,2470,751,469
HERNANDO_1205339 SH CAL. CHURCH OF THE NAZARENE,593,2,2,31,11,918,163,8,110,8,7,2,54,0,0,0,0,8,0,45,0,202,1557,326,281
HERNANDO_1205340 SH UNITED CHURCH OF CHRIST- HALL,1571,12,6,99,31,2244,440,15,247,27,10,0,139,2,0,1,0,42,2,161,0,482,3963,866,702
HERNANDO_1205342 FAMILY FIRST ASSEMBLY,688,5,1,39,18,1471,187,11,122,24,6,0,115,1,0,0,0,30,1,105,0,382,2222,664,320
HERNANDO_1205344 STERLING HILL CLUBHOUSE (NORTH),1689,7,3,100,46,2720,451,28,246,30,14,1,202,2,0,0,1,48,1,203,2,681,4565,1185,725
HERNANDO_1205346 FAITH EVANGELICAL FREE CHURCH,517,4,1,43,10,1001,109,10,88,6,3,0,56,0,0,0,3,24,1,53,0,292,1576,438,207
HERNANDO_1205347 TIMBER PINES PERF. ARTS CTR,872,1,1,44,8,1611,239,8,82,38,4,3,143,1,0,0,1,146,1,255,1,540,2537,1133,329
HERNANDO_1205348 YMCA OF THE SUNCOAST,1047,7,4,44,16,1623,273,15,182,19,4,1,110,1,0,0,1,45,2,133,1,441,2741,758,470
HERNANDO_1205353 HIGH POINT COMM. CLUB HOUSE,208,0,0,19,11,527,62,5,48,3,3,0,39,0,0,0,0,10,1,29,0,120,765,205,115
